MPOLICY,PN,POLICY_BILL_DAY,PAID_TO_DATE,BILLED_TO_DATE,MBILLDAY_before,MBILLDAY_after,MSTATUS,MISSDT,MPAIDTO
011064800C,9011064800,              0,    20260923,      20260923,0,23,44,19921223,20260923
011064956C,9011064956,              0,    20260724,      20261024,0,24,22,19921024,20260724
011066023C,9011066023,              0,    20260701,      20260701,0,1,22,19930101,20260701
011066632C,9011066632,              0,    20260917,      20260917,0,17,22,19921217,20260917
011067906C,9011067906,              0,    20270301,      20270301,0,1,22,19930301,20270301
011068814C,9011068814,              0,    20260613,      20260813,0,13,22,19930413,20260613
011068815C,9011068815,              0,    20260713,      20260713,0,13,22,19930413,20260713
011069372C,9011069372,              0,    20270410,      20270410,0,10,22,19930410,20270410
011069655C,9011069655,              0,    20270306,      20270306,0,6,22,19930306,20270306
011070359C,9011070359,              0,    20260924,      20260924,0,24,22,19930324,20260924
011071018C,9011071018,              0,    20270401,      20270401,0,1,22,19930401,20270401
011071221C,9011071221,              0,    20260707,      20261007,0,7,22,19930407,20260707
011071480C,9011071480,              0,    20270419,      20270419,0,19,22,19930419,20270419
011072813C,9011072813,              0,    20270624,      20270624,0,24,22,19930624,20270624
011073077C,9011073077,              0,    20260828,      20260828,0,28,22,19930528,20260828
011073745C,9011073745,              0,    20260809,      20260809,0,9,22,19930809,20260809
011074105C,9011074105,              0,    20260715,      20261015,0,15,22,19930715,20260715
011074106C,9011074106,              0,    20260715,      20261015,0,15,22,19930715,20260715
011074378C,9011074378,              0,    20260703,      20260703,0,3,22,19930803,20260703
011075278C,9011075278,              0,    20260727,      20260727,0,27,22,19930727,20260727
011075596C,9011075596,              0,    20200727,      20210127,0,27,44,19930727,20200727
011076204C,9011076204,              0,    20260701,      20260701,0,1,22,19931001,20260701
011077008C,9011077008,              0,    20260904,      20260904,0,4,22,19930904,20260904
011077285C,9011077285,              0,    20260725,      20261025,0,25,22,19931025,20260725
011077629C,9011077629,              0,    20260921,      20260921,0,21,22,19930921,20260921
011078137C,9011078137,              0,    20260719,      20261019,0,19,22,19931019,20260719
011078174C,9011078174,              0,    20260627,      20260927,0,27,22,19930927,20260627
011078175C,9011078175,              0,    20261007,      20261007,0,7,22,19931007,20261007
011078891C,9011078891,              0,    20260721,      20260721,0,21,22,19931021,20260721
011080481C,9011080481,              0,    20261112,      20261112,0,12,22,19931112,20261112
011080553C,9011080553,              0,    20260815,      20260815,0,15,22,19931115,20260815
011083820C,9011083820,              0,    20270201,      20270201,0,1,22,19940201,20270201
011084240C,9011084240,              0,    20260801,      20260801,0,1,22,19940201,20260801
011084302C,9011084302,              0,    20260815,      20260815,0,15,22,19940215,20260815
011084516C,9011084516,              0,    20260702,      20260702,0,2,22,19940202,20260702
011085421C,9011085421,              0,    20270401,      20270401,0,1,22,19940401,20270401
011085559C,9011085559,              0,    20270308,      20270308,0,8,22,19940308,20270308
011085982C,9011085982,              0,    20260918,      20260918,0,18,22,19940318,20260918
011086814C,9011086814,              0,    20270401,      20270401,0,1,22,19940401,20270401
011087127C,9011087127,              0,    20270407,      20270407,0,7,22,19940407,20270407
011087128C,9011087128,              0,    20270407,      20270407,0,7,22,19940407,20270407
011087325C,9011087325,              0,    20251111,      20260211,0,11,44,19940411,20251111
011087968C,9011087968,              0,    20260501,      20260801,0,1,22,19940501,20260501
011088218C,9011088218,              0,    20261010,      20261010,0,10,22,19940410,20261010
011088338C,9011088338,              0,    20270501,      20270501,0,1,22,19940501,20270501
011088512C,9011088512,              0,    20260706,      20260706,0,6,22,19940506,20260706
011089156C,9011089156,              0,    20260701,      20260801,0,1,44,19940501,20260701
011089397C,9011089397,              0,    20260718,      20260818,0,18,22,19940518,20260718
011090543C,9011090543,              0,    20261208,      20261208,0,8,22,19940608,20261208
011092009C,9011092009,              0,    20260727,      20260727,0,27,22,19940727,20260727
011095161C,9011095161,              0,    20260901,      20260901,0,1,22,19940901,20260901
011096649C,9011096649,              0,    20261001,      20261001,0,1,22,19941001,20261001
011097702C,9011097702,              0,    20261014,      20261014,0,14,22,19941014,20261014
011098597C,9011098597,              0,    20260801,      20260801,0,1,22,19941101,20260801
011098654C,9011098654,              0,    20260726,      20260726,0,26,22,19941026,20260726
011100498C,9011100498,              0,    20261201,      20261201,0,1,22,19941201,20261201
011102551C,9011102551,              0,    20270101,      20270101,0,1,22,19950101,20270101
011102586C,9011102586,              0,    20270103,      20270103,0,3,22,19950103,20270103
011103066C,9011103066,              0,    20270108,      20270108,0,8,22,19950108,20270108
011103641C,9011103641,              0,    20260716,      20260816,0,16,22,19950116,20260716
011103642C,9011103642,              0,    20260716,      20260816,0,16,22,19950116,20260716
011105232C,9011105232,              0,    20270207,      20270207,0,7,22,19950207,20270207
011105386C,9011105386,              0,    20260715,      20260815,0,15,22,19950215,20260715
011105387C,9011105387,              0,    20260615,      20260815,0,15,22,19950215,20260615
011106176C,9011106176,              0,    20260725,      20260825,0,25,22,19950225,20260725
011106246C,9011106246,              0,    20270224,      20270224,0,24,22,19950224,20270224
011106598C,9011106598,              0,    20260807,      20260807,0,7,22,19950207,20260807
011107112C,9011107112,              0,    20150315,      20150915,0,15,44,19950315,20150315
011107137C,9011107137,              0,    20260515,      20260815,0,15,22,19950315,20260515
011107138C,9011107138,              0,    20270315,      20270315,0,15,22,19950315,20270315
011107796C,9011107796,              0,    20270317,      20270317,0,17,22,19950317,20270317
011107971C,9011107971,              0,    20060407,      20070407,0,7,44,19950407,20060407
011108572C,9011108572,              0,    20261006,      20261006,0,6,22,19950406,20261006
011108803C,9011108803,              0,    20091112,      20100212,0,12,44,19950412,20091112
011110603C,9011110603,              0,    20051110,      20060210,0,10,44,19950510,20051110
011112850C,9011112850,              0,    20240701,      20250701,0,1,44,19950701,20240701
011113046C,9011113046,              0,    20260615,      20261215,0,15,22,19950615,20260615
011113093C,9011113093,              0,    20260618,      20261218,0,18,22,19950618,20260618
011113250C,9011113250,              0,    20260920,      20260920,0,20,22,19950620,20260920
011113459C,9011113459,              0,    20100623,      20110623,0,23,44,19950623,20100623
011116227C,9011116227,              0,    20260910,      20260910,0,10,22,19950810,20260910
011116585C,9011116585,              0,    20260824,      20260824,0,24,22,19950824,20260824
011116597C,9011116597,              0,    20260816,      20260816,0,16,22,19950816,20260816
011116691C,9011116691,              0,    20100810,      20101110,0,10,44,19950810,20100810
011116692C,9011116692,              0,    20100810,      20101110,0,10,44,19950810,20100810
011117500C,9011117500,              0,    20260901,      20260901,0,1,22,19950901,20260901
011117818C,9011117818,              0,    20260901,      20260901,0,1,22,19950901,20260901
011118400C,9011118400,              0,    20260914,      20260914,0,14,22,19950914,20260914
011118463C,9011118463,              0,    20260905,      20260905,0,5,22,19950905,20260905
011118555C,9011118555,              0,    20260714,      20260714,0,14,22,19950914,20260714
011120243C,9011120243,              0,    20260725,      20260725,0,25,22,19951025,20260725
011121183C,9011121183,              0,    20261025,      20261025,0,25,44,19951025,20261025
011121309C,9011121309,              0,    20260704,      20260804,0,4,22,19951204,20260704
011122507C,9011122507,              0,    20261101,      20261101,0,1,22,19951101,20261101
011125470C,9011125470,              0,    20241215,      20250615,0,15,44,19951215,20241215
011127439C,9011127439,              0,    20260828,      20260828,0,28,22,19951228,20260828
011129184C,9011129184,              0,    20260627,      20261227,0,27,22,19951227,20260627
011129276C,9011129276,              0,    20261228,      20261228,0,28,22,19951228,20261228
011129591C,9011129591,              0,    20260101,      20261001,0,1,41,19960101,20260101
011129883C,9011129883,              0,    20260705,      20261005,0,5,22,19960105,20260705
011130781C,9011130781,              0,    20250715,      20260115,0,15,44,19960115,20250715
011133747C,9011133747,              0,    20260806,      20260806,0,6,22,19960206,20260806
011134001C,9011134001,              0,    20270126,      20270126,0,26,22,19960126,20270126
011136147C,9011136147,              0,    20260727,      20260727,0,27,22,19960227,20260727
011136510C,9011136510,              0,    20270501,      20270501,0,1,22,19960501,20270501
011136641C,9011136641,              0,    20260824,      20260824,0,24,44,19960224,20260824
011136689C,9011136689,              0,    20270307,      20270307,0,7,22,19960307,20270307
011137089C,9011137089,              0,    20270220,      20270220,0,20,22,19960220,20270220
011137567C,9011137567,              0,    20270307,      20270307,0,7,22,19960307,20270307
011138044C,9011138044,              0,    20261002,      20261002,0,2,22,19960302,20261002
011138126C,9011138126,              0,    20270307,      20270307,0,7,22,19960307,20270307
011139002C,9011139002,              0,    20260601,      20260801,0,1,22,19960401,20260601
011139778C,9011139778,              0,    20230714,      20240214,0,14,44,19960314,20230714
011140970C,9011140970,              0,    20250401,      20270401,0,1,41,19960401,20250401
011141863C,9011141863,              0,    20261101,      20261101,0,1,22,19960501,20261101
011142643C,9011142643,              0,    20260801,      20260801,0,1,22,19960501,20260801
