MPOLICY,MPLAN,LIFEPRO_PLAN,QUikPLAN_NFOINT,QUikPLAN_VARGP,QUikPLAN_DEPINT,QUIKDVDP_MDEPINT,CSO_NFOINT_CODE,CSO_EXPECTED_RATE,CLIENT_EXPECTED_RATE,QLADMIN_OBSERVED_FIELD,QLADMIN_OBSERVED_RATE,RATE_GAP_ROOT
010784251C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784261C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784370C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784372C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784379C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784529C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784592C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784596C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784731C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784732C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784742C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784756C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784757C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784767C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784914C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784918C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784922C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784936C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784946C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010784950C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785049C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785059C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785061C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785099C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785163C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785164C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785284C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785298C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785310C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785320C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785324C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785777C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785834C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785921C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010785932C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786015C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786057C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786152C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786153C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786237C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786240C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786243C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786312C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786316C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786321C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786324C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786490C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786800C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786823C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786824C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786872C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786878C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786886C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786896C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010786945C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787147C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787151C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787237C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787351C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787390C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787511C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787513C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787560C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787639C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787668C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787669C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787730C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787761C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787762C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010787952C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788086C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788102C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788111C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788188C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788197C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788421C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788426C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788679C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788860C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788878C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010788886C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789095C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789213C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789348C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789351C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789375C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789384C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789525C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789531C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789532C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789546C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789547C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789876C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010789992C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790002C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790054C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790077C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790170C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790176C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790287C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790531C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790532C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790543C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790754C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790755C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790758C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790759C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790782C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010790787C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791078C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791176C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791323C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791405C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791457C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791462C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791466C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791497C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791498C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791597C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010791789C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792037C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792038C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792068C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792082C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792296C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792420C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792456C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792541C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792607C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792609C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792701C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792705C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010792706C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
