qla,lp,phase,plan,mode,units,ann,mode_prem,current,proposed,delta,ann_blank,reconstruct
010817130C,9010817130,1,1658C1,1,25.0,0.0,27.28,27.28,1.0912,-26.1888,True,27.28
011057654C,9011057654,1,1658C1,1,25.0,0.0,27.28,27.28,1.0912,-26.1888,True,27.28
011080628C,9011080628,1,1658C1,1,25.0,0.0,27.28,27.28,1.0912,-26.1888,True,27.28
010780206C,9010780206,1,1659CR,1,7.4,0.0,30.09,30.09,4.066216,-26.023784,True,30.09
010754539C,9010754539,1,1658C1,1,25.0,0.0,27.08,27.08,1.0832,-25.9968,True,27.08
010769554C,9010769554,1,1659C2,1,25.0,0.0,26.86,26.86,1.0744,-25.7856,True,26.86
010792420C,9010792420,1,1659C2,1,25.0,0.0,26.86,26.86,1.0744,-25.7856,True,26.86
010804520C,9010804520,1,1659C2,1,25.0,0.0,26.86,26.86,1.0744,-25.7856,True,26.86
010839176C,9010839176,1,1659C2,1,25.0,0.0,26.86,26.86,1.0744,-25.7856,True,26.86
010983356C,9010983356,1,1659C2,1,25.0,0.0,26.86,26.86,1.0744,-25.7856,True,26.86
010766896C,9010766896,1,1659C2,1,30.0,0.0,26.46,26.46,0.882,-25.578,True,26.46
010856920C,9010856920,1,1659C2,3,10.82925,0.0,28.01,28.01,2.586513,-25.423487,True,28.01
010823866C,9010823866,1,1658C1,1,25.0,0.0,26.45,26.45,1.058,-25.392,True,26.45
010769191C,9010769191,1,1659C2,1,25.0,0.0,26.43,26.43,1.0572,-25.3728,True,26.43
010774795C,9010774795,1,1659C2,1,30.0,0.0,26.2,26.2,0.873333,-25.326667,True,26.2
010842786C,9010842786,1,1659C2,1,25.0,0.0,26.29,26.29,1.0516,-25.2384,True,26.29
010965143C,9010965143,1,1658C1,1,50.0,0.0,25.65,25.65,0.513,-25.137,True,25.65
010813155C,9010813155,1,1659CR,1,6.0,0.0,30.14,30.14,5.023333,-25.116667,True,30.14
010782357C,9010782357,1,1659CR,1,10.0,0.0,27.9,27.9,2.79,-25.11,True,27.9
010804710C,9010804710,1,1658C1,3,25.0,0.0,26.06,26.06,1.0424,-25.0176,True,26.06
010845864C,9010845864,1,1658C1,3,25.0,0.0,26.06,26.06,1.0424,-25.0176,True,26.06
011014579C,9011014579,1,1658C1,3,25.0,0.0,26.06,26.06,1.0424,-25.0176,True,26.06
010779719C,9010779719,1,1659C2,1,25.0,0.0,26.05,26.05,1.042,-25.008,True,26.05
010846851C,9010846851,1,1659C2,1,25.0,0.0,26.05,26.05,1.042,-25.008,True,26.05
010752138C,9010752138,1,1659C2,1,30.0,0.0,25.62,25.62,0.854,-24.766,True,25.62
011077533C,9011077533,1,1659CR,1,5.0,0.0,30.89,30.89,6.178,-24.712,True,30.89
010813171C,9010813171,1,1659CR,1,12.0,0.0,26.93,26.93,2.244167,-24.685833,True,26.93
010843714C,9010843714,1,1659C2,1,25.0,0.0,25.52,25.52,1.0208,-24.4992,True,25.52
010906254C,9010906254,1,1659C2,1,25.0,0.0,25.52,25.52,1.0208,-24.4992,True,25.52
010892693C,9010892693,1,1658C1,1,20.0,0.0,25.7,25.7,1.285,-24.415,True,25.7
010769184C,9010769184,1,1659CR,1,7.0,0.0,28.43,28.43,4.061429,-24.368571,True,28.43
010766671C,9010766671,1,1658C1,1,25.0,0.0,25.3,25.3,1.012,-24.288,True,25.3
010825969C,9010825969,1,1658C1,1,25.0,0.0,25.3,25.3,1.012,-24.288,True,25.3
010796767C,9010796767,1,1659C2,1,25.0,0.0,25.28,25.28,1.0112,-24.2688,True,25.28
011013020C,9011013020,1,1659C2,1,25.0,0.0,25.28,25.28,1.0112,-24.2688,True,25.28
010760306C,9010760306,1,1659C2,1,25.0,0.0,25.27,25.27,1.0108,-24.2592,True,25.27
010863485C,9010863485,1,1658C1,1,25.0,0.0,25.19,25.19,1.0076,-24.1824,True,25.19
010795562C,9010795562,1,1659CR,1,10.6,0.0,26.59,26.59,2.508491,-24.081509,True,26.59
010757392C,9010757392,1,1659C2,1,25.0,0.0,24.93,24.93,0.9972,-23.9328,True,24.93
010793722C,9010793722,1,1659CR,1,7.2,0.0,27.76,27.76,3.855556,-23.904444,True,27.76
010771349C,9010771349,1,1659CR,1,10.0,0.0,26.52,26.52,2.652,-23.868,True,26.52
010794095C,9010794095,1,1659CR,1,8.9,0.0,26.38,26.38,2.964045,-23.415955,True,26.38
010844313C,9010844313,1,1658C1,1,35.0,0.0,24.07,24.07,0.687714,-23.382286,True,24.07
010730145C,9010730145,1,1658C1,1,50.0,0.0,23.76,23.76,0.4752,-23.2848,True,23.76
010775940C,9010775940,1,1658C1,1,50.0,0.0,23.76,23.76,0.4752,-23.2848,True,23.76
010800097C,9010800097,1,1658C1,1,50.0,0.0,23.72,23.72,0.4744,-23.2456,True,23.72
010784596C,9010784596,1,1659CR,1,5.97046,0.0,27.9,27.9,4.673007,-23.226993,True,27.9
010779197C,9010779197,1,1659CR,1,7.6,0.0,26.54,26.54,3.492105,-23.047895,True,26.54
010759537C,9010759537,1,1659C2,1,25.0,0.0,23.99,23.99,0.9596,-23.0304,True,23.99
010766920C,9010766920,1,1659CR,1,8.0,0.0,26.31,26.31,3.28875,-23.02125,True,26.31
010774329C,9010774329,1,1658C1,3,25.0,0.0,23.9,23.9,0.956,-22.944,True,23.9
010721849C,9010721849,1,1659C2,1,25.0,0.0,23.85,23.85,0.954,-22.896,True,23.85
010801956C,9010801956,1,1659C2,1,25.0,0.0,23.85,23.85,0.954,-22.896,True,23.85
010857638C,9010857638,1,1659C2,1,25.0,0.0,23.85,23.85,0.954,-22.896,True,23.85
011005635C,9011005635,1,1658C1,1,50.0,0.0,23.28,23.28,0.4656,-22.8144,True,23.28
010817649C,9010817649,1,1659C2,3,15.27923,0.0,24.32,24.32,1.591703,-22.728297,True,24.32
010795213C,9010795213,1,1658C1,1,25.0,0.0,23.65,23.65,0.946,-22.704,True,23.65
010843092C,9010843092,1,1659CR,1,10.0,0.0,25.21,25.21,2.521,-22.689,True,25.21
010891307C,9010891307,1,1659C2,1,11.0,0.0,24.87,24.87,2.260909,-22.609091,True,24.87
010833410C,9010833410,1,1658C1,1,25.0,0.0,23.47,23.47,0.9388,-22.5312,True,23.47
010942233C,9010942233,1,1659CR,1,5.0,0.0,28.01,28.01,5.602,-22.408,True,28.01
010811700C,9010811700,1,1659CR,1,8.5,0.0,25.29,25.29,2.975294,-22.314706,True,25.29
010874688C,9010874688,1,1658C1,1,100.0,0.0,22.44,22.44,0.2244,-22.2156,True,22.44
011004112C,9011004112,1,1659C2,1,25.0,0.0,23.14,23.14,0.9256,-22.2144,True,23.14
011094013C,9011094013,1,1659C2,1,25.0,0.0,23.14,23.14,0.9256,-22.2144,True,23.14
010814963C,9010814963,1,1659CR,1,7.0,0.0,25.88,25.88,3.697143,-22.182857,True,25.88
011045847C,9011045847,1,1659CR,1,4.0,0.0,29.56,29.56,7.39,-22.17,True,29.56
010817650C,9010817650,1,1659C2,3,16.52923,0.0,23.53,23.53,1.423539,-22.106461,True,23.53
010814836C,9010814836,1,1659C2,1,25.0,0.0,22.95,22.95,0.918,-22.032,True,22.95
010769198C,9010769198,1,1659CR,1,8.0,0.0,25.16,25.16,3.145,-22.015,True,25.16
010822238C,9010822238,1,1659C2,1,30.0,0.0,22.32,22.32,0.744,-21.576,True,22.32
010781863C,9010781863,1,1659CR,1,10.0,0.0,23.97,23.97,2.397,-21.573,True,23.97
010890622C,9010890622,1,1659CR,1,10.0,0.0,23.97,23.97,2.397,-21.573,True,23.97
010772297C,9010772297,1,1659C2,1,25.0,0.0,22.42,22.42,0.8968,-21.5232,True,22.42
011059421C,9011059421,1,1659C2,1,25.0,0.0,22.42,22.42,0.8968,-21.5232,True,22.42
010893949C,9010893949,1,1659CR,1,5.0,0.0,26.72,26.72,5.344,-21.376,True,26.72
010877478C,9010877478,1,1658C1,1,25.0,0.0,22.22,22.22,0.8888,-21.3312,True,22.22
010746173C,9010746173,1,1659C2,1,25.0,0.0,22.2,22.2,0.888,-21.312,True,22.2
010914301C,9010914301,1,1659C2,1,25.0,0.0,22.2,22.2,0.888,-21.312,True,22.2
010936713C,9010936713,1,1659CR,1,5.0,0.0,26.64,26.64,5.328,-21.312,True,26.64
010822738C,9010822738,1,1659C2,1,50.0,0.0,21.74,21.74,0.4348,-21.3052,True,21.74
011081464C,9011081464,1,1658C1,1,65.0,0.0,21.48,21.48,0.330462,-21.149538,True,21.48
010754235C,9010754235,1,1658C1,1,50.0,0.0,21.52,21.52,0.4304,-21.0896,True,21.52
011014739C,9011014739,1,1658C1,1,25.0,0.0,21.85,21.85,0.874,-20.976,True,21.85
011017167C,9011017167,1,1659C2,1,7.97602,0.0,23.85,23.85,2.990213,-20.859787,True,23.85
010756895C,9010756895,1,1659C2,1,25.0,0.0,21.71,21.71,0.8684,-20.8416,True,21.71
010759555C,9010759555,1,1659C2,1,25.0,0.0,21.71,21.71,0.8684,-20.8416,True,21.71
010792609C,9010792609,1,1659C2,1,25.0,0.0,21.71,21.71,0.8684,-20.8416,True,21.71
010796913C,9010796913,1,1659C2,1,25.0,0.0,21.71,21.71,0.8684,-20.8416,True,21.71
010839178C,9010839178,1,1659C2,1,25.0,0.0,21.71,21.71,0.8684,-20.8416,True,21.71
010844127C,9010844127,1,1659C2,1,25.0,0.0,21.71,21.71,0.8684,-20.8416,True,21.71
010913589C,9010913589,1,1659C2,1,25.0,0.0,21.71,21.71,0.8684,-20.8416,True,21.71
010811249C,9010811249,1,1659C2,12,3.06629,0.0,30.69,30.69,10.008838,-20.681162,True,30.69
010811318C,9010811318,1,1659C2,1,25.0,0.0,21.51,21.51,0.8604,-20.6496,True,21.51
010871903C,9010871903,1,1658C1,1,35.0,0.0,21.05,21.05,0.601429,-20.448571,True,21.05
010809309C,9010809309,1,1658CS,1,17.048,0.0,21.67,21.67,1.271117,-20.398883,True,21.67
011075203C,9011075203,1,1659CR,1,5.0,0.0,25.48,25.48,5.096,-20.384,True,25.48
010747876C,9010747876,1,1659C2,1,25.0,0.0,21.21,21.21,0.8484,-20.3616,True,21.21
010818663C,9010818663,1,1659C2,1,25.0,0.0,21.03,21.03,0.8412,-20.1888,True,21.03
010790782C,9010790782,1,1659C2,1,25.0,0.0,20.99,20.99,0.8396,-20.1504,True,20.99
010866752C,9010866752,1,1659C2,1,25.0,0.0,20.99,20.99,0.8396,-20.1504,True,20.99
010796459C,9010796459,1,1659C2,1,35.0,0.0,20.71,20.71,0.591714,-20.118286,True,20.71
011049922C,9011049922,1,1659CR,1,3.75,0.0,27.42,27.42,7.312,-20.108,True,27.42
010771352C,9010771352,1,1659CR,1,7.0,0.0,23.43,23.43,3.347143,-20.082857,True,23.43
010772915C,9010772915,1,1659CR,1,7.0,0.0,23.43,23.43,3.347143,-20.082857,True,23.43
010917231C,9010917231,1,1658C1,1,25.0,0.0,20.9,20.9,0.836,-20.064,True,20.9
010790532C,9010790532,1,1659C2,1,50.0,0.0,20.42,20.42,0.4084,-20.0116,True,20.42
010817242C,9010817242,1,1659C2,1,25.0,0.0,20.83,20.83,0.8332,-19.9968,True,20.83
010829587C,9010829587,1,1659CR,1,7.0,0.0,23.31,23.31,3.33,-19.98,True,23.31
011057904C,9011057904,1,1658C1,1,50.0,0.0,20.2,20.2,0.404,-19.796,True,20.2
010789525C,9010789525,1,1659CR,1,6.0,0.0,23.63,23.63,3.938333,-19.691667,True,23.63
011084516C,9011084516,1,1659CS,1,25.0,0.0,20.45,20.45,0.818,-19.632,True,20.45
010726318C,9010726318,1,1658C1,3,25.0,0.0,20.39,20.39,0.8156,-19.5744,True,20.39
010793292C,9010793292,1,1658C1,1,25.0,0.0,20.39,20.39,0.8156,-19.5744,True,20.39
010831478C,9010831478,1,1658C1,3,25.0,0.0,20.39,20.39,0.8156,-19.5744,True,20.39
011001744C,9011001744,1,1658C1,1,25.0,0.0,20.39,20.39,0.8156,-19.5744,True,20.39
010810271C,9010810271,1,1659C2,1,50.0,0.0,19.96,19.96,0.3992,-19.5608,True,19.96
010851847C,9010851847,1,1659C2,1,50.0,0.0,19.96,19.96,0.3992,-19.5608,True,19.96
011112366C,9011112366,1,1659C2,1,25.0,0.0,20.28,20.28,0.8112,-19.4688,True,20.28
010834344C,9010834344,1,1659CR,1,5.0,0.0,24.3,24.3,4.86,-19.44,True,24.3
010860970C,9010860970,1,1659CR,1,5.0,0.0,24.3,24.3,4.86,-19.44,True,24.3
011065199C,9011065199,1,1659CR,1,5.0,0.0,24.3,24.3,4.86,-19.44,True,24.3
011083791C,9011083791,1,1659CR,1,5.0,0.0,24.3,24.3,4.86,-19.44,True,24.3
010849977C,9010849977,1,1659C2,1,25.0,0.0,20.2,20.2,0.808,-19.392,True,20.2
010726319C,9010726319,1,1658C1,3,25.0,0.0,20.05,20.05,0.802,-19.248,True,20.05
010839783C,9010839783,1,1659C2,1,25.0,0.0,19.92,19.92,0.7968,-19.1232,True,19.92
010900145C,9010900145,1,1659CR,1,4.2,0.0,25.06,25.06,5.966667,-19.093333,True,25.06
010726317C,9010726317,1,1658C1,3,25.0,0.0,19.78,19.78,0.7912,-18.9888,True,19.78
010877481C,9010877481,1,1658C1,3,25.0,0.0,19.78,19.78,0.7912,-18.9888,True,19.78
010754538C,9010754538,1,1658C1,1,25.0,0.0,19.69,19.69,0.7876,-18.9024,True,19.69
010764392C,9010764392,1,1659C2,1,25.0,0.0,19.56,19.56,0.7824,-18.7776,True,19.56
010838863C,9010838863,1,1659C2,1,25.0,0.0,19.56,19.56,0.7824,-18.7776,True,19.56
010849121C,9010849121,1,1659C2,1,25.0,0.0,19.56,19.56,0.7824,-18.7776,True,19.56
010820386C,9010820386,1,1659CR,1,6.0,0.0,22.5,22.5,3.75,-18.75,True,22.5
010752698C,9010752698,1,1658C1,3,25.0,0.0,19.51,19.51,0.7804,-18.7296,True,19.51
010790054C,9010790054,1,1659C2,1,50.0,0.0,19.1,19.1,0.382,-18.718,True,19.1
010822635C,9010822635,1,1659C2,1,25.0,0.0,19.4,19.4,0.776,-18.624,True,19.4
011041220C,9011041220,1,1658C1,1,25.0,0.0,19.39,19.39,0.7756,-18.6144,True,19.39
010877480C,9010877480,1,1658C1,3,25.0,0.0,19.37,19.37,0.7748,-18.5952,True,19.37
010761804C,9010761804,1,1659CR,1,5.0,0.0,23.16,23.16,4.632,-18.528,True,23.16
010778841C,9010778841,1,1659CR,1,5.0,0.0,23.16,23.16,4.632,-18.528,True,23.16
010902968C,9010902968,1,1659CR,1,5.0,0.0,23.16,23.16,4.632,-18.528,True,23.16
010913101C,9010913101,1,1659CR,1,5.0,0.0,23.16,23.16,4.632,-18.528,True,23.16
010913253C,9010913253,1,1659CR,1,5.0,0.0,23.16,23.16,4.632,-18.528,True,23.16
010936381C,9010936381,1,1659CR,1,5.0,0.0,23.16,23.16,4.632,-18.528,True,23.16
011077363C,9011077363,1,1659CR,1,5.0,0.0,23.16,23.16,4.632,-18.528,True,23.16
011085655C,9011085655,1,1659CR,1,5.0,0.0,23.16,23.16,4.632,-18.528,True,23.16
010752699C,9010752699,1,1658C1,3,25.0,0.0,19.17,19.17,0.7668,-18.4032,True,19.17
010784757C,9010784757,1,1658C1,1,40.0,0.0,18.85,18.85,0.47125,-18.37875,True,18.85
010790531C,9010790531,1,1659C2,1,50.0,0.0,18.74,18.74,0.3748,-18.3652,True,18.74
010808976C,9010808976,1,1658C1,1,25.0,0.0,19.05,19.05,0.762,-18.288,True,19.05
010826040C,9010826040,1,1658C1,1,25.0,0.0,19.05,19.05,0.762,-18.288,True,19.05
011154856C,9011154856,1,1659C2,1,25.0,0.0,19.02,19.02,0.7608,-18.2592,True,19.02
010846279C,9010846279,1,1659C2,1,25.0,0.0,18.96,18.96,0.7584,-18.2016,True,18.96
011018772C,9011018772,1,1659C2,1,24.0405,0.0,18.95,18.95,0.788253,-18.161747,True,18.95
010782022C,9010782022,1,1658C1,1,50.0,0.0,18.52,18.52,0.3704,-18.1496,True,18.52
010872417C,9010872417,1,1658C1,3,25.0,0.0,18.9,18.9,0.756,-18.144,True,18.9
010820944C,9010820944,1,1659C2,1,25.0,0.0,18.85,18.85,0.754,-18.096,True,18.85
010917522C,9010917522,1,1659C2,1,25.0,0.0,18.85,18.85,0.754,-18.096,True,18.85
010754231C,9010754231,1,1659C2,1,25.0,0.0,18.83,18.83,0.7532,-18.0768,True,18.83
010766284C,9010766284,1,1659C2,1,50.0,0.0,18.44,18.44,0.3688,-18.0712,True,18.44
010848314C,9010848314,1,1659CR,3,2.81874,0.0,27.79,27.79,9.859015,-17.930985,True,27.79
011061723C,9011061723,1,1659C2,1,25.0,0.0,18.52,18.52,0.7408,-17.7792,True,18.52
010836582C,9010836582,1,1658C1,3,25.0,0.0,18.5,18.5,0.74,-17.76,True,18.5
010771654C,9010771654,1,1659CR,1,7.5,0.0,20.44,20.44,2.725333,-17.714667,True,20.44
010808721C,9010808721,1,1659CR,1,5.0,0.0,22.08,22.08,4.416,-17.664,True,22.08
010828602C,9010828602,1,1659SR,1,5.0,0.0,22.08,22.08,4.416,-17.664,True,22.08
010780205C,9010780205,1,1659CR,1,8.6,0.0,19.92,19.92,2.316279,-17.603721,True,19.92
010831893C,9010831893,1,1659C2,1,25.0,0.0,18.22,18.22,0.7288,-17.4912,True,18.22
010799703C,9010799703,1,1659C2,1,25.0,0.0,18.19,18.19,0.7276,-17.4624,True,18.19
010761552C,9010761552,1,1659C2,1,50.0,0.0,17.78,17.78,0.3556,-17.4244,True,17.78
010765931C,9010765931,1,1659C2,1,50.0,0.0,17.78,17.78,0.3556,-17.4244,True,17.78
010814935C,9010814935,1,1659CR,1,7.0,0.0,20.19,20.19,2.884286,-17.305714,True,20.19
010779847C,9010779847,1,1659C2,1,50.0,0.0,17.64,17.64,0.3528,-17.2872,True,17.64
010856925C,9010856925,1,1659C2,1,50.0,0.0,17.64,17.64,0.3528,-17.2872,True,17.64
010846244C,9010846244,1,1658C1,1,25.0,0.0,17.82,17.82,0.7128,-17.1072,True,17.82
011060710C,9011060710,1,1658C1,1,25.0,0.0,17.82,17.82,0.7128,-17.1072,True,17.82
010813172C,9010813172,1,1659C2,1,25.0,0.0,17.78,17.78,0.7112,-17.0688,True,17.78
010785932C,9010785932,1,1659CR,1,5.5,0.0,20.8,20.8,3.781818,-17.018182,True,20.8
010811319C,9010811319,1,1659C2,1,25.0,0.0,17.71,17.71,0.7084,-17.0016,True,17.71
010872415C,9010872415,1,1659CR,1,6.0,0.0,20.4,20.4,3.4,-17.0,True,20.4
010855165C,9010855165,1,1659C2,1,14.64588,0.0,18.19,18.19,1.241988,-16.948012,True,18.19
010814606C,9010814606,1,1658C1,1,25.0,0.0,17.64,17.64,0.7056,-16.9344,True,17.64
010761674C,9010761674,1,1659C2,1,25.0,0.0,17.58,17.58,0.7032,-16.8768,True,17.58
010839119C,9010839119,1,1659C2,1,25.0,0.0,17.58,17.58,0.7032,-16.8768,True,17.58
010859282C,9010859282,1,1659CR,1,7.5,0.0,19.46,19.46,2.594667,-16.865333,True,19.46
010803244C,9010803244,1,1659CR,1,5.0,0.0,21.05,21.05,4.21,-16.84,True,21.05
010818799C,9010818799,1,1659CR,1,5.0,0.0,21.05,21.05,4.21,-16.84,True,21.05
010835240C,9010835240,1,1659CR,1,5.0,0.0,21.05,21.05,4.21,-16.84,True,21.05
010893386C,9010893386,1,1659CR,1,5.0,0.0,21.05,21.05,4.21,-16.84,True,21.05
010893908C,9010893908,1,1659CR,1,5.0,0.0,21.05,21.05,4.21,-16.84,True,21.05
010896866C,9010896866,1,1659CR,1,5.0,0.0,21.05,21.05,4.21,-16.84,True,21.05
010760304C,9010760304,1,1659C2,1,15.66087,0.0,17.92,17.92,1.144253,-16.775747,True,17.92
010784249C,9010784249,1,1659C2,1,25.0,0.0,17.41,17.41,0.6964,-16.7136,True,17.41
010833411C,9010833411,1,1659C2,1,25.0,0.0,17.41,17.41,0.6964,-16.7136,True,17.41
010918786C,9010918786,1,1658C1,1,50.0,0.0,17.03,17.03,0.3406,-16.6894,True,17.03
010809294C,9010809294,1,1658CS,1,25.173,0.0,17.33,17.33,0.688436,-16.641564,True,17.33
010813276C,9010813276,1,1659C2,1,9.71114,0.0,18.55,18.55,1.910177,-16.639823,True,18.55
010811157C,9010811157,1,1659CR,1,4.50808,0.0,21.04,21.04,4.667175,-16.372825,True,21.04
010825968C,9010825968,1,1658C1,1,25.0,0.0,17.05,17.05,0.682,-16.368,True,17.05
010791498C,9010791498,1,1659C2,1,25.0,0.0,17.02,17.02,0.6808,-16.3392,True,17.02
010739794C,9010739794,1,1659C2,1,25.0,0.0,17.01,17.01,0.6804,-16.3296,True,17.01
010761653C,9010761653,1,1659C2,1,25.0,0.0,17.01,17.01,0.6804,-16.3296,True,17.01
010762047C,9010762047,1,1659C2,1,25.0,0.0,17.01,17.01,0.6804,-16.3296,True,17.01
010775583C,9010775583,1,1659C2,1,25.0,0.0,17.01,17.01,0.6804,-16.3296,True,17.01
010788188C,9010788188,1,1659C2,1,25.0,0.0,17.01,17.01,0.6804,-16.3296,True,17.01
011066572C,9011066572,1,1659C2,1,25.0,0.0,17.01,17.01,0.6804,-16.3296,True,17.01
010739887C,9010739887,1,1658C1,1,50.0,0.0,16.59,16.59,0.3318,-16.2582,True,16.59
010833383C,9010833383,1,1659C2,1,25.0,0.0,16.86,16.86,0.6744,-16.1856,True,16.86
010883563C,9010883563,1,1659CR,1,6.0,0.0,19.42,19.42,3.236667,-16.183333,True,19.42
010927552C,9010927552,1,1659C2,1,25.0,0.0,16.81,16.81,0.6724,-16.1376,True,16.81
010784767C,9010784767,1,1659CR,1,5.0,0.0,20.06,20.06,4.012,-16.048,True,20.06
010796554C,9010796554,1,1659CR,1,5.0,0.0,20.06,20.06,4.012,-16.048,True,20.06
010817803C,9010817803,1,1659CR,1,5.0,0.0,20.06,20.06,4.012,-16.048,True,20.06
010908075C,9010908075,1,1659CR,1,5.0,0.0,20.06,20.06,4.012,-16.048,True,20.06
011026337C,9011026337,1,1659SR,1,5.0,0.0,20.06,20.06,4.012,-16.048,True,20.06
011062815C,9011062815,1,1659CR,1,5.0,0.0,20.06,20.06,4.012,-16.048,True,20.06
010768207C,9010768207,1,1658C1,1,25.0,0.0,16.7,16.7,0.668,-16.032,True,16.7
010887923C,9010887923,1,1658C1,1,25.0,0.0,16.7,16.7,0.668,-16.032,True,16.7
010792068C,9010792068,1,1659C2,1,21.30716,0.0,16.61,16.61,0.77955,-15.83045,True,16.61
010805141C,9010805141,1,1658C1,1,25.0,0.0,16.48,16.48,0.6592,-15.8208,True,16.48
010834192C,9010834192,1,1658C1,1,41.0,0.0,16.2,16.2,0.395122,-15.804878,True,16.2
010782063C,9010782063,1,1659C2,1,25.0,0.0,16.46,16.46,0.6584,-15.8016,True,16.46
010802656C,9010802656,1,1659C2,1,25.0,0.0,16.46,16.46,0.6584,-15.8016,True,16.46
011008665C,9011008665,1,1659CR,1,7.0,0.0,18.31,18.31,2.615714,-15.694286,True,18.31
010846691C,9010846691,1,1659C2,1,25.0,0.0,16.33,16.33,0.6532,-15.6768,True,16.33
010765337C,9010765337,1,1659C2,1,25.0,0.0,16.12,16.12,0.6448,-15.4752,True,16.12
010915810C,9010915810,1,1659CR,1,6.0,0.0,18.5,18.5,3.083333,-15.416667,True,18.5
010780408C,9010780408,1,1659C2,1,25.0,0.0,15.99,15.99,0.6396,-15.3504,True,15.99
010749053C,9010749053,1,1659CR,1,5.0,0.0,19.11,19.11,3.822,-15.288,True,19.11
010757536C,9010757536,1,1659CR,1,5.0,0.0,19.11,19.11,3.822,-15.288,True,19.11
010823906C,9010823906,1,1659CR,1,5.0,0.0,19.11,19.11,3.822,-15.288,True,19.11
010764124C,9010764124,1,1659C2,1,13.04399,0.0,16.46,16.46,1.261884,-15.198116,True,16.46
010841422C,9010841422,1,1658C1,1,6.65611,0.0,17.82,17.82,2.677239,-15.142761,True,17.82
010764379C,9010764379,1,1659C2,1,25.0,0.0,15.62,15.62,0.6248,-14.9952,True,15.62
011081967C,9011081967,1,1659C2,1,25.0,0.0,15.62,15.62,0.6248,-14.9952,True,15.62
010929982C,9010929982,1,1659CR,1,3.86532,0.0,20.16,20.16,5.21561,-14.94439,True,20.16
010784248C,9010784248,1,1659C2,1,25.0,0.0,15.42,15.42,0.6168,-14.8032,True,15.42
010892691C,9010892691,1,1658C1,1,25.0,0.0,15.39,15.39,0.6156,-14.7744,True,15.39
010811059C,9010811059,1,1659CR,1,6.0,0.0,17.62,17.62,2.936667,-14.683333,True,17.62
010823187C,9010823187,1,1659CR,1,5.0,0.0,18.21,18.21,3.642,-14.568,True,18.21
010875783C,9010875783,1,1659CR,1,5.0,0.0,18.21,18.21,3.642,-14.568,True,18.21
010979722C,9010979722,1,1659CR,1,5.0,0.0,18.21,18.21,3.642,-14.568,True,18.21
011064568C,9011064568,1,1659CR,1,5.0,0.0,18.21,18.21,3.642,-14.568,True,18.21
010810504C,9010810504,1,1659C2,1,25.0,0.0,15.13,15.13,0.6052,-14.5248,True,15.13
010883533C,9010883533,1,1659C2,1,25.0,0.0,15.03,15.03,0.6012,-14.4288,True,15.03
010773267C,9010773267,1,1659C2,1,25.0,0.0,14.94,14.94,0.5976,-14.3424,True,14.94
010842291C,9010842291,1,1659C2,1,25.0,0.0,14.94,14.94,0.5976,-14.3424,True,14.94
010834745C,9010834745,1,1659CR,1,2.44591,0.0,23.97,23.97,9.800034,-14.169966,True,23.97
010798517C,9010798517,1,1658C1,1,25.0,0.0,14.74,14.74,0.5896,-14.1504,True,14.74
010836094C,9010836094,1,1659C2,1,25.0,0.0,14.48,14.48,0.5792,-13.9008,True,14.48
010761357C,9010761357,1,1659CR,1,5.0,0.0,17.37,17.37,3.474,-13.896,True,17.37
010788421C,9010788421,1,1659CR,1,5.0,0.0,17.37,17.37,3.474,-13.896,True,17.37
010806412C,9010806412,1,1659CR,1,5.0,0.0,17.37,17.37,3.474,-13.896,True,17.37
010808361C,9010808361,1,1659CR,1,5.0,0.0,17.37,17.37,3.474,-13.896,True,17.37
010895253C,9010895253,1,1659CR,1,5.0,0.0,17.37,17.37,3.474,-13.896,True,17.37
010917520C,9010917520,1,1659CR,1,5.0,0.0,17.37,17.37,3.474,-13.896,True,17.37
011090363C,9011090363,1,1659CR,1,5.0,0.0,17.37,17.37,3.474,-13.896,True,17.37
010813414C,9010813414,1,1659C2,1,25.0,0.0,14.37,14.37,0.5748,-13.7952,True,14.37
010785099C,9010785099,1,1659C2,1,25.0,0.0,14.24,14.24,0.5696,-13.6704,True,14.24
010776811C,9010776811,1,1658C1,1,25.0,0.0,14.12,14.12,0.5648,-13.5552,True,14.12
010764341C,9010764341,1,1659C2,1,25.0,0.0,14.04,14.04,0.5616,-13.4784,True,14.04
010782192C,9010782192,1,1659C2,1,25.0,0.0,14.04,14.04,0.5616,-13.4784,True,14.04
010803048C,9010803048,1,1659C2,1,25.0,0.0,14.04,14.04,0.5616,-13.4784,True,14.04
010818717C,9010818717,1,1659C2,1,13.09981,0.0,14.48,14.48,1.10536,-13.37464,True,14.48
010832617C,9010832617,1,1658C1,1,25.0,0.0,13.93,13.93,0.5572,-13.3728,True,13.93
010780000C,9010780000,1,1659CR,1,6.0,0.0,16.01,16.01,2.668333,-13.341667,True,16.01
011004272C,9011004272,1,1659CR,1,6.0,0.0,16.01,16.01,2.668333,-13.341667,True,16.01
010810194C,9010810194,1,1659C2,1,25.0,0.0,13.82,13.82,0.5528,-13.2672,True,13.82
010778702C,9010778702,1,1659CR,1,5.0,0.0,16.55,16.55,3.31,-13.24,True,16.55
010813683C,9010813683,1,1659CR,1,5.0,0.0,16.55,16.55,3.31,-13.24,True,16.55
