MPOLICY,MPLAN,MANNLFEE,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE,BEFORE_Q,AFTER_Q,DELTA_Q,BEFORE_MTHD,AFTER_MTHD,DELTA_MTHD,MMODEPREM,MPREM,MUNIT,MBILLFRM,MMODE
010764400C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,65.15,71.90,6.75,22.20,24.50,2.30,266.29,34.47000,7.00000,1,12
010764684C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,867.38,874.12,6.74,295.55,297.85,2.30,128.50,128.50,25.00000,1,12
010764810C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,39.06,45.81,6.75,13.31,15.61,2.30,169.75,5.78720,25.00000,1,12
010764812C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,1050.06,1056.81,6.75,357.78,360.08,2.30,388.90,388.90,10.00000,1,12
010764818C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,1304.44,1311.19,6.75,444.47,446.77,2.30,193.25,193.25,25.00000,1,12
010764834C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,921.83,928.58,6.75,314.09,316.39,2.30,426.76,426.76,8.00000,1,12
010764837C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,41.68,48.43,6.75,14.20,16.50,2.30,179.35,30.87000,5.00000,1,12
010764842C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,242.13,248.88,6.75,82.50,84.80,2.30,179.35,179.35,5.00000,1,12
010765068C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,245.59,252.34,6.75,83.66,85.96,2.30,36.38,36.38,25.00000,1,03
010765198C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,2127.05,2133.80,6.75,724.73,727.03,2.30,492.36,492.36,16.00000,1,12
010765270C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,55.49,62.24,6.75,18.91,21.21,2.30,20.28,8.22000,25.00000,2,01
010765318C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2680.56,2687.31,6.75,913.37,915.67,2.30,248.20,248.20,40.00000,1,12
010765320C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2060.44,2067.19,6.75,702.07,704.37,2.30,305.25,305.25,25.00000,1,12
010765337C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,108.81,115.56,6.75,37.08,39.38,2.30,16.12,16.12,25.00000,1,01
010765339C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,18108.56,18115.31,6.75,6170.26,6172.56,2.30,894.25,894.25,75.00000,1,12
010765429C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,31968.00,31974.75,6.75,10892.68,10894.98,2.30,1184.00,1184.00,100.00000,1,12
010765929C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,148.18,154.93,6.75,50.48,52.78,2.30,50.49,4.39000,125.00000,2,01
010765930C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,38.61,45.37,6.76,13.15,15.45,2.30,14.78,2.86000,50.00000,2,01
010765931C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,240.03,246.78,6.75,81.79,84.09,2.30,17.78,17.78,50.00000,2,01
010765936C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,537.03,543.78,6.75,182.99,185.29,2.30,39.78,39.78,50.00000,2,01
010765949C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,28.75,35.50,6.75,9.80,12.10,2.30,11.57,4.26000,25.00000,2,01
010766057C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,201.61,208.36,6.75,68.70,71.00,2.30,28.72,28.72,26.00000,2,01
010766060C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,86.74,93.49,6.75,29.55,31.85,2.30,12.85,12.85,25.00000,2,01
010766062C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,243.84,250.59,6.75,83.06,85.36,2.30,36.12,36.12,25.00000,2,01
010766284C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,248.94,255.69,6.75,84.82,87.12,2.30,18.44,18.44,50.00000,2,01
010766527C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,0.00,6.75,6.75,0.00,2.30,2.30,.00,.00,5.00000,1,12
010766554C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,1884.94,1891.69,6.75,642.27,644.57,2.30,279.25,279.25,25.00000,1,12
010766671C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,170.80,177.55,6.75,58.18,60.48,2.30,25.30,25.30,25.00000,2,01
010766679C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,293.23,299.98,6.75,99.91,102.21,2.30,217.20,217.20,5.00000,1,12
010766847C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,190.96,197.71,6.75,65.07,67.37,2.30,28.29,28.29,25.00000,2,01
010766896C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,214.33,221.08,6.75,73.03,75.33,2.30,26.46,26.46,30.00000,2,01
010766898C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2170.12,2176.88,6.76,739.44,741.74,2.30,321.50,321.50,25.00000,1,12
010766910C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,901.01,907.76,6.75,306.99,309.29,2.30,333.70,333.70,10.00000,1,12
010766920C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,56.83,63.58,6.75,19.36,21.66,2.30,26.31,26.31,8.00000,1,01
010766921C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,269.19,275.94,6.75,91.72,94.02,2.30,39.88,39.88,25.00000,1,01
010767171C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,14.64,21.39,6.75,4.99,7.29,2.30,79.25,2.16800,25.00000,1,12
010767172C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,20736.00,20742.75,6.75,7065.52,7067.82,2.30,1024.00,1024.00,75.00000,1,12
010767222C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2170.12,2176.88,6.76,739.44,741.74,2.30,321.50,321.50,25.00000,1,12
010767719C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,307.67,314.42,6.75,104.83,107.13,2.30,227.90,227.90,5.00000,1,12
010767768C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,1829.25,1836.00,6.75,623.29,625.59,2.30,271.00,271.00,25.00000,1,12
010767770C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,867.38,874.12,6.74,295.55,297.85,2.30,128.50,128.50,25.00000,1,12
010767772C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,358.29,365.04,6.75,122.08,124.38,2.30,53.08,53.08,25.00000,1,01
010767776C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,213.16,219.91,6.75,72.63,74.93,2.30,31.58,31.58,25.00000,1,01
010768067C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,26.10,32.85,6.75,8.89,11.19,2.30,112.75,3.86720,25.00000,1,12
010768069C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,253.94,260.69,6.75,86.52,88.82,2.30,188.10,188.10,5.00000,1,12
010768207C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,112.74,119.49,6.75,38.40,40.70,2.30,16.70,16.70,25.00000,2,01
010768208C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,831.94,838.69,6.75,283.47,285.77,2.30,123.25,123.25,25.00000,1,12
010768209C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,867.38,874.12,6.74,295.55,297.85,2.30,128.50,128.50,25.00000,1,12
010768339C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,64.32,71.07,6.75,21.91,24.21,2.30,263.20,47.64000,5.00000,1,12
010768384C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,253.36,260.11,6.75,86.31,88.61,2.30,37.53,37.53,25.00000,1,03
010768385C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,1206.64,1213.39,6.75,411.04,413.34,2.30,89.37,89.37,50.00000,1,03
010768503C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,139.88,146.63,6.75,47.66,49.96,2.30,103.61,103.61,5.00000,1,06
010768629C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,279.39,286.14,6.75,95.19,97.49,2.30,206.95,206.95,5.00000,1,12
010768635C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,227.43,234.19,6.76,77.48,79.78,2.30,33.69,33.69,25.00000,1,03
010768802C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,119.47,126.22,6.75,40.71,43.01,2.30,41.14,14.75000,30.00000,2,01
010768997C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,390.90,397.65,6.75,133.19,135.49,2.30,289.55,289.55,5.00000,1,12
010769001C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,1110.38,1117.12,6.74,378.35,380.65,2.30,164.50,164.50,25.00000,1,12
010769032C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,1737.50,1744.25,6.75,592.00,594.30,2.30,643.50,643.50,10.00000,1,12
010769176C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,998.22,1004.97,6.75,340.11,342.41,2.30,369.70,369.70,10.00000,1,12
010769184C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,53.73,60.48,6.75,18.31,20.61,2.30,28.43,28.43,7.00000,1,01
010769190C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,1182.94,1189.69,6.75,403.07,405.37,2.30,175.25,175.25,25.00000,1,12
010769191C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,178.40,185.15,6.75,60.79,63.09,2.30,26.43,26.43,25.00000,1,01
010769195C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,56.91,63.66,6.75,19.39,21.69,2.30,235.78,23.42000,9.00000,1,12
010769198C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,54.35,61.10,6.75,18.52,20.82,2.30,25.16,25.16,8.00000,2,01
010769220C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,219.16,225.91,6.75,74.67,76.97,2.30,50.73,50.73,16.00000,2,01
010769221C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,177.78,184.53,6.75,60.57,62.87,2.30,47.03,47.03,14.00000,2,01
010769227C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2634.19,2640.94,6.75,897.57,899.87,2.30,390.25,390.25,25.00000,1,12
010769232C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2316.94,2323.69,6.75,789.47,791.77,2.30,343.25,343.25,25.00000,1,12
010769233C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,1221.75,1228.50,6.75,416.30,418.60,2.30,181.00,181.00,25.00000,1,12
010769345C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,761.06,767.81,6.75,259.32,261.62,2.30,112.75,112.75,25.00000,1,12
010769554C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,181.31,188.06,6.75,61.78,64.08,2.30,26.86,26.86,25.00000,2,01
010769606C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2522.81,2529.56,6.75,859.62,861.92,2.30,373.75,373.75,25.00000,1,12
010769711C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,6881.76,6888.51,6.75,2344.87,2347.17,2.30,254.88,254.88,100.00000,1,03
010769714C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,31.05,37.80,6.75,10.58,12.88,2.30,37.80,2.30000,50.00000,1,03
010770062C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,856.19,862.94,6.75,291.72,294.02,2.30,317.10,317.10,10.00000,1,12
010770571C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,653.88,660.63,6.75,222.75,225.05,2.30,96.86,96.86,25.00000,1,03
010770572C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,384.12,390.87,6.75,130.85,133.15,2.30,56.90,56.90,25.00000,1,03
010770580C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,39.43,46.18,6.75,13.44,15.74,2.30,65.09,29.21000,5.00000,2,03
010770719C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,1000.35,1007.10,6.75,340.86,343.16,2.30,74.10,74.10,50.00000,2,01
010770720C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,146.76,153.51,6.75,49.99,52.29,2.30,10.87,10.87,50.00000,2,01
010770721C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,415.31,422.06,6.75,141.48,143.78,2.30,30.76,30.76,50.00000,2,01
010770722C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,153.24,159.99,6.75,52.20,54.50,2.30,11.35,11.35,50.00000,2,01
010770816C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,94.16,100.91,6.75,32.08,34.38,2.30,32.89,13.95000,25.00000,2,01
010770844C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,49.07,55.82,6.75,16.72,19.02,2.30,206.75,7.27000,25.00000,1,12
010770865C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,991.60,998.35,6.75,337.86,340.16,2.30,306.04,306.04,12.00000,1,12
010770904C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,220.52,227.27,6.75,75.14,77.44,2.30,32.67,32.67,25.00000,2,03
010771065C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,41.58,48.34,6.76,14.17,16.47,2.30,6.16,6.16,25.00000,2,01
010771070C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,735.50,742.25,6.75,250.60,252.90,2.30,272.40,272.40,10.00000,1,12
010771111C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,162.68,169.43,6.75,55.43,57.73,2.30,57.73,12.05000,50.00000,1,01
010771339C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,24624.00,24630.75,6.75,8390.31,8392.61,2.30,912.00,912.00,100.00000,1,12
010771349C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,71.61,78.36,6.75,24.40,26.70,2.30,26.52,26.52,10.00000,2,01
010771352C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,44.28,51.03,6.75,15.09,17.39,2.30,23.43,23.43,7.00000,2,01
010771354C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,13.64,20.39,6.75,4.65,6.95,2.30,75.50,2.02000,25.00000,2,12
010771532C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2634.19,2640.94,6.75,897.57,899.87,2.30,390.25,390.25,25.00000,1,12
010771580C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,4286.63,4293.38,6.75,1460.54,1462.84,2.30,793.80,793.80,20.00000,1,12
010771588C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,625.59,632.34,6.75,213.16,215.46,2.30,92.68,92.68,25.00000,1,03
010771654C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,41.39,48.14,6.75,14.10,16.40,2.30,20.44,20.44,7.50000,2,01
010771658C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,386.64,393.39,6.75,131.74,134.04,2.30,28.64,28.64,50.00000,2,01
010771662C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,256.63,263.38,6.75,87.44,89.74,2.30,67.89,67.89,14.00000,2,01
010771679C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,344.98,351.73,6.75,117.55,119.85,2.30,42.59,42.59,30.00000,2,01
010771763C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,18.51,25.26,6.75,6.31,8.61,2.30,13.71,13.71,5.00000,2,01
010771832C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2316.94,2323.69,6.75,789.47,791.77,2.30,343.25,343.25,25.00000,1,12
010771833C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,3096.56,3103.31,6.75,1055.11,1057.41,2.30,458.75,458.75,25.00000,1,12
010772297C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,151.34,158.09,6.75,51.57,53.87,2.30,22.42,22.42,25.00000,2,01
010772298C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,186.97,193.72,6.75,63.71,66.01,2.30,27.70,27.70,25.00000,2,01
010772668C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,0.00,6.75,6.75,0.00,2.30,2.30,.00,.00,2.50000,1,12
010772683C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,293.23,299.98,6.75,99.91,102.21,2.30,217.20,217.20,5.00000,1,12
010772840C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,232.13,238.88,6.75,79.10,81.40,2.30,34.39,34.39,25.00000,1,01
010772898C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,3096.56,3103.31,6.75,1055.11,1057.41,2.30,458.75,458.75,25.00000,1,12
010772903C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,40.17,46.92,6.75,13.68,15.98,2.30,15.29,5.95000,25.00000,2,01
010772913C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,104.41,111.16,6.75,35.58,37.88,2.30,205.88,11.04914,35.00000,1,06
010772915C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,44.28,51.03,6.75,15.09,17.39,2.30,23.43,23.43,7.00000,2,01
010772916C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,284.99,291.74,6.75,97.10,99.40,2.30,42.22,42.22,25.00000,2,01
010772919C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,120.56,127.31,6.75,41.08,43.38,2.30,43.38,17.86000,25.00000,1,01
010772957C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,51.10,57.85,6.75,17.41,19.71,2.30,214.25,7.57000,25.00000,1,12
010773088C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,1287.39,1294.14,6.75,438.64,440.94,2.30,476.80,476.80,10.00000,1,12
010773107C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,699.86,706.61,6.75,238.46,240.76,2.30,259.20,259.20,10.00000,1,12
010773109C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,315.90,322.65,6.75,107.64,109.94,2.30,46.80,46.80,25.00000,1,01
010773243C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,105.55,112.30,6.75,35.96,38.26,2.30,78.18,78.18,5.00000,2,03
010773267C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,100.84,107.59,6.75,34.36,36.66,2.30,14.94,14.94,25.00000,2,01
010773468C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,242.13,248.88,6.75,82.50,84.80,2.30,179.35,179.35,5.00000,1,12
010773561C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,1709.37,1716.12,6.75,582.46,584.76,2.30,584.75,63.31000,100.00000,1,01
010773573C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,3057.75,3064.50,6.75,1041.89,1044.19,2.30,226.50,226.50,50.00000,1,12
010773575C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,70.81,77.56,6.75,24.13,26.43,2.30,77.56,10.49000,25.00000,1,03
010773681C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,3.98,10.73,6.75,1.36,3.66,2.30,297.52,.40917,36.00000,1,12
010773682C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,2123.59,2130.34,6.75,723.58,725.88,2.30,201.67,201.67,39.00000,1,12
010773856C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,426.24,432.99,6.75,145.23,147.53,2.30,287.02,287.02,5.50000,1,12
010773882C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,8552.25,8559.00,6.75,2914.07,2916.37,2.30,633.50,633.50,50.00000,1,12
010774107C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,232.13,238.88,6.75,79.10,81.40,2.30,34.39,34.39,25.00000,1,01
010774109C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,266.43,273.18,6.75,90.78,93.08,2.30,197.35,197.35,5.00000,1,12
010774328C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,237.90,244.65,6.75,81.04,83.34,2.30,35.24,35.24,25.00000,1,03
010774329C,1658C1,25.00,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993,161.34,168.09,6.75,54.96,57.26,2.30,23.90,23.90,25.00000,1,03
010774484C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,1303.53,1310.28,6.75,444.16,446.46,2.30,68.97,68.97,70.00000,2,01
010774490C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,1665.56,1672.31,6.75,567.52,569.82,2.30,246.75,246.75,25.00000,1,12
010774527C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,89.91,96.66,6.75,30.64,32.94,2.30,358.00,13.32000,25.00000,1,12
010774643C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,73.24,79.99,6.75,24.95,27.25,2.30,10.85,10.85,25.00000,2,01
010774644C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,80.06,86.81,6.75,27.28,29.58,2.30,11.86,11.86,25.00000,2,01
010774772C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,6048.00,6054.75,6.75,2060.78,2063.08,2.30,448.00,448.00,50.00000,1,12
010774773C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,8160.75,8167.50,6.75,2780.67,2782.97,2.30,604.50,604.50,50.00000,1,12
010774774C,5667AT,25.00,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002,364.23,370.98,6.75,124.11,126.41,2.30,370.98,13.49000,100.00000,1,03
010774793C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,242.11,248.86,6.75,82.50,84.80,2.30,29.89,29.89,30.00000,2,01
010774794C,1659CR,25.00,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991,0.00,6.75,6.75,0.00,2.30,2.30,.00,.00,6.00000,1,12
010774795C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,212.22,218.97,6.75,72.31,74.61,2.30,26.20,26.20,30.00000,2,01
010774868C,1659C2,25.00,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005,3908.25,3915.00,6.75,1331.69,1333.99,2.30,579.00,579.00,25.00000,1,12
