MPOLICY,MPLAN,MMODE,MBILLFRM,ANNUAL_PREMIUM,POLICY_FEE,MODE_PREMIUM,EXPECTED_ANNUAL_X_FACTOR,DIFF,WITHIN_02,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE
010858124C,1658C1,3,1,163.88,25.00,40.97,44.2528,-3.2828,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010858434C,1658C1,1,1,84.96,25.00,7.08,84.9600,-77.8800,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010858435C,1658C1,1,1,77.28,25.00,6.44,77.2800,-70.8400,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010858585C,1659C2,1,2,581.04,25.00,48.42,581.0400,-532.6200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010858613C,1658C1,12,1,73.25,25.00,73.25,6.7380,66.5120,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010858614C,1658C1,12,1,74.25,25.00,74.25,6.8300,67.4200,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010859280C,5667AT,1,2,705.00,25.00,62.04,705.0000,-642.9600,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010859658C,1659CR,1,2,148.70,25.00,13.09,148.7000,-135.6100,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010862097C,1658C1,12,1,127.25,25.00,127.25,11.7053,115.5447,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010863394C,1658C1,12,1,143.25,25.00,143.25,13.1771,130.0729,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010863485C,1658C1,1,2,286.25,25.00,25.19,286.2500,-261.0600,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010863838C,1659CR,3,1,148.70,25.00,40.15,40.1500,-0.0000,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010863936C,1659C2,3,1,113.50,25.00,30.65,30.6450,0.0050,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010864397C,1658C1,1,1,184.92,25.00,15.41,184.9200,-169.5100,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010864471C,1659C2,12,1,123.25,25.00,123.25,11.3389,111.9111,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010866751C,1659CR,12,1,272.40,25.00,272.40,25.0600,247.3400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010866752C,1659C2,1,2,238.50,25.00,20.99,238.5000,-217.5100,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010869344C,1659C2,12,1,113.50,25.00,113.50,10.4419,103.0581,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010871793C,1659CR,6,1,179.35,25.00,94.16,94.1618,-0.0018,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010871903C,1658C1,1,2,239.20,25.00,21.05,239.2000,-218.1500,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010872114C,1659C2,3,1,0.00,25.00,34.49,0.0000,34.4900,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010872324C,1659C2,1,LST,944.00,25.00,83.07,944.0000,-860.9300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010872327C,1659C2,12,1,121.00,25.00,121.00,11.1319,109.8681,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010872328C,1659C2,12,1,138.25,25.00,138.25,12.7189,125.5311,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010872331C,1659C2,12,1,542.00,25.00,517.00,49.8635,467.1365,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010872404C,1658C1,1,2,73.92,25.00,6.16,73.9200,-67.7600,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010872406C,1658C1,1,2,72.84,25.00,6.07,72.8400,-66.7700,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010872415C,1659CR,1,2,231.82,25.00,20.40,231.8200,-211.4200,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010872416C,1658C1,1,2,74.40,25.00,6.20,74.4000,-68.2000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010872522C,1658C1,1,2,134.40,25.00,11.20,134.4000,-123.2000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010873140C,1659C2,12,1,222.25,25.00,222.25,20.4468,201.8032,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010873154C,1659CR,12,1,317.10,25.00,317.10,29.1722,287.9278,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010873155C,1659C2,6,1,184.02,25.00,92.01,96.6105,-4.6005,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010873283C,1658C1,3,1,136.36,25.00,34.09,36.8216,-2.7316,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010873285C,5667AT,3,1,2389.00,25.00,645.03,645.0300,0.0000,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010873725C,1659C2,12,1,217.00,25.00,217.00,19.9638,197.0362,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010874806C,1658C1,3,1,154.72,25.00,38.68,41.7794,-3.0994,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010875130C,1659CR,1,1,0.00,25.00,16.26,0.0000,16.2600,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010875937C,1658C1,12,1,249.00,25.00,249.00,22.9048,226.0952,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010876736C,1658C1,1,2,191.76,25.00,15.98,191.7600,-175.7800,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010876737C,1658C1,1,2,252.60,25.00,21.05,252.6000,-231.5500,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010877009C,1659C2,6,1,118.38,25.00,59.19,62.1495,-2.9595,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010877072C,1658C1,1,2,1083.72,25.00,90.31,1083.7200,-993.4100,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010877469C,1659C2,1,2,347.64,25.00,28.97,347.6400,-318.6700,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010877478C,1658C1,1,2,252.50,25.00,22.22,252.5000,-230.2800,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010877715C,1659C2,12,1,217.00,25.00,217.00,19.9638,197.0362,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010878099C,1659CR,6,1,197.35,25.00,103.61,103.6121,-0.0021,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010878315C,5667AT,1,2,3078.00,25.00,270.86,3078.0000,-2807.1400,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010878316C,5667AT,1,2,3480.00,25.00,306.24,3480.0000,-3173.7600,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010878559C,5667AT,1,2,882.00,25.00,77.62,882.0000,-804.3800,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010878589C,1659C2,3,1,310.24,25.00,77.56,83.7648,-6.2048,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010878592C,1659C2,12,1,371.50,25.00,371.50,34.1776,337.3224,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010879082C,1658C1,1,2,134.75,25.00,11.86,134.7500,-122.8900,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010879083C,1658C1,1,2,160.56,25.00,13.38,160.5600,-147.1800,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010879786C,1659CR,1,1,164.16,25.00,13.68,164.1600,-150.4800,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010880362C,1658C1,6,1,83.22,25.00,41.61,43.6944,-2.0844,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010880469C,5667AT,1,2,1791.00,25.00,157.61,1791.0000,-1633.3900,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010880950C,5667AT,1,2,3610.00,25.00,317.68,3610.0000,-3292.3200,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010880951C,5667AT,1,2,1484.00,25.00,130.59,1484.0000,-1353.4100,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010881301C,1659C2,12,1,407.50,25.00,407.50,37.4896,370.0104,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010881307C,1659C2,1,1,125.75,25.00,11.57,125.7500,-114.1800,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010881308C,1659C2,1,1,128.50,25.00,11.82,128.5000,-116.6800,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010881309C,1659C2,1,1,428.55,25.00,39.43,428.5500,-389.1200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010882408C,1658C1,12,1,79.75,25.00,79.75,7.3360,72.4140,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010882416C,1659CR,12,1,165.52,25.00,165.52,15.2273,150.2927,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010882604C,5667AT,1,2,546.00,25.00,48.05,546.0000,-497.9500,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010883172C,1658C1,1,2,76.80,25.00,6.40,76.8000,-70.4000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010883239C,1658C1,1,2,140.50,25.00,12.36,140.5000,-128.1400,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010883244C,1658C1,1,2,77.40,25.00,6.45,77.4000,-70.9500,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010883533C,1659C2,1,2,170.75,25.00,15.03,170.7500,-155.7200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010883564C,1658C1,1,2,228.60,25.00,19.05,228.6000,-209.5500,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010883567C,1658C1,1,2,90.00,25.00,7.50,90.0000,-82.5000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010883731C,1659C2,12,1,179.44,25.00,179.44,16.5083,162.9317,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010884969C,1658C1,6,1,82.18,25.00,41.09,43.1484,-2.0584,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010885441C,1659C2,12,1,343.25,25.00,343.25,31.5787,311.6713,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010885442C,1659C2,1,2,642.50,25.00,56.54,642.5000,-585.9600,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010886099C,5667AT,3,1,6171.00,25.00,1666.17,1666.1700,0.0000,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010887617C,1658C1,12,1,231.75,25.00,231.75,21.3180,210.4320,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010887923C,1658C1,1,2,189.75,25.00,16.70,189.7500,-173.0500,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010887925C,1658C1,1,2,126.25,25.00,11.11,126.2500,-115.1400,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010888312C,5667AT,1,2,293.50,25.00,25.83,293.5000,-267.6700,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010888313C,5667AT,1,2,1484.00,25.00,130.59,1484.0000,-1353.4100,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010888941C,1658C1,3,1,167.50,25.00,45.23,45.2304,-0.0004,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010889177C,1659C2,6,1,431.82,25.00,215.91,226.7055,-10.7955,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010889439C,1659C2,6,1,530.00,25.00,278.26,278.2500,0.0100,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010889785C,1659C2,12,1,577.00,25.00,577.00,53.0834,523.9166,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010890614C,1659C2,1,2,523.80,25.00,43.65,523.8000,-480.1500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010891074C,1659C2,12,1,0.00,25.00,1449.71,0.0000,1449.7100,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010891087C,1659C2,12,1,608.75,25.00,608.75,56.0044,552.7456,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010891307C,1659C2,1,2,282.62,25.00,24.87,282.6200,-257.7500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010891309C,1659C2,12,1,433.50,25.00,433.50,39.8816,393.6184,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010891328C,1659C2,12,1,433.50,25.00,433.50,39.8816,393.6184,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010891993C,1658C1,3,1,105.50,25.00,28.49,28.4884,0.0016,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010892016C,1659CR,12,1,142.10,25.00,142.10,13.0728,129.0272,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010892688C,1658C1,1,2,113.50,25.00,9.99,113.5000,-103.5100,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010892689C,1658C1,1,2,105.00,25.00,9.24,105.0000,-95.7600,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010892690C,1658C1,1,2,122.00,25.00,10.74,122.0000,-111.2600,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010892691C,1658C1,1,1,184.68,25.00,15.39,184.6800,-169.2900,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010892695C,1658C1,1,2,262.44,25.00,21.87,262.4400,-240.5700,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010893115C,1659C2,12,1,1074.00,25.00,1074.00,98.8069,975.1931,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010894743C,1658C1,1,2,623.52,25.00,51.96,623.5200,-571.5600,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010894939C,1658C1,6,1,76.92,25.00,38.46,40.3866,-1.9266,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010894941C,1658C1,6,1,85.25,25.00,44.76,44.7603,-0.0003,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010895689C,1659CR,12,1,171.38,25.00,171.38,15.7664,155.6136,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010895934C,1658C1,1,2,113.50,25.00,9.99,113.5000,-103.5100,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010895937C,5667AT,1,2,2030.75,25.00,178.71,2030.7500,-1852.0400,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010895938C,1658C1,1,2,155.76,25.00,12.98,155.7600,-142.7800,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010896854C,1658C1,1,2,134.75,25.00,11.86,134.7500,-122.8900,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010896932C,1658C1,12,1,81.16,25.00,81.16,7.4657,73.6943,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010897295C,1659C2,1,2,484.44,25.00,40.37,484.4400,-444.0700,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010897521C,1659CR,12,1,317.10,25.00,317.10,29.1722,287.9278,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010897662C,1658C1,1,2,120.12,25.00,10.01,120.1200,-110.1100,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010897663C,1658C1,1,2,73.92,25.00,6.16,73.9200,-67.7600,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010898471C,1659SR,1,2,157.08,25.00,13.09,157.0800,-143.9900,N,52.5017,27.0007,8.8030,8.8030,13.1254,6.7502,2.2008,2.2008
010899715C,1658C1,1,2,74.25,25.00,6.53,74.2500,-67.7200,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010899716C,1658C1,1,2,72.75,25.00,6.40,72.7500,-66.3500,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010899717C,1658C1,1,2,75.50,25.00,6.64,75.5000,-68.8600,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010899718C,1658C1,1,2,74.25,25.00,6.53,74.2500,-67.7200,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010900355C,1658C1,1,2,151.75,25.00,13.35,151.7500,-138.4000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010900529C,1659C2,1,2,125.75,25.00,11.07,125.7500,-114.6800,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010900530C,1659C2,1,2,112.75,25.00,9.92,112.7500,-102.8300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010900623C,5667AT,3,1,738.75,25.00,199.46,199.4625,-0.0025,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010900975C,1659C2,1,2,394.68,25.00,32.89,394.6800,-361.7900,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010901657C,1658C1,3,1,76.16,25.00,19.04,20.5656,-1.5256,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010901775C,1659C2,1,2,757.44,25.00,63.12,757.4400,-694.3200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010901787C,1659CR,12,1,259.20,25.00,259.20,23.8456,235.3544,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010901832C,1659C2,1,1,625.92,25.00,52.16,625.9200,-573.7600,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010902903C,1658C1,3,1,227.60,25.00,56.90,61.4593,-4.5593,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010902968C,1659CR,1,2,263.20,25.00,23.16,263.2000,-240.0400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010902972C,1659C2,12,1,169.75,25.00,169.75,15.6168,154.1332,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010902973C,1659C2,12,1,134.75,25.00,134.75,12.3969,122.3531,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010903411C,1659C2,6,1,145.16,25.00,72.58,76.2090,-3.6290,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010904578C,1658C1,12,2,70.00,25.00,70.00,6.1580,63.8420,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010904654C,1659C2,1,2,678.48,25.00,56.54,678.4800,-621.9400,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010904802C,1659C2,3,1,225.72,25.00,56.43,60.9444,-4.5144,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010904805C,1659C2,12,1,0.00,25.00,115.75,0.0000,115.7500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010905200C,1659C2,12,1,138.25,25.00,138.25,12.7189,125.5311,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010905337C,1659C2,1,2,0.00,25.00,60.32,0.0000,60.3200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010907726C,1659C2,1,1,313.25,25.00,28.82,313.2500,-284.4300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010908068C,1659C2,1,2,138.84,25.00,11.57,138.8400,-127.2700,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010908075C,1659CR,1,2,227.90,25.00,20.06,227.9000,-207.8400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010908285C,1658C1,1,2,119.88,25.00,9.99,119.8800,-109.8900,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010908667C,1659C2,1,2,360.00,25.00,31.68,360.0000,-328.3200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010908669C,1659C2,1,2,234.72,25.00,19.56,234.7200,-215.1600,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010909687C,1658C1,3,1,389.00,25.00,105.03,105.0424,-0.0124,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010911853C,1659C2,12,1,121.00,25.00,121.00,11.1319,109.8681,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010913059C,1658C1,6,1,74.02,25.00,37.01,38.8640,-1.8540,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010913060C,1658C1,6,1,72.75,25.00,38.19,38.1972,-0.0072,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010913589C,1659C2,1,2,260.52,25.00,21.71,260.5200,-238.8100,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010913799C,1659C2,12,1,112.75,25.00,112.75,10.3729,102.3771,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010915810C,1659CR,1,2,210.22,25.00,18.50,210.2200,-191.7200,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010916889C,1659C2,6,1,175.25,25.00,92.01,92.0062,0.0038,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010917522C,1659C2,1,2,226.20,25.00,18.85,226.2000,-207.3500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010917531C,1658C1,1,2,578.16,25.00,48.18,578.1600,-529.9800,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010917599C,1658C1,1,2,108.00,25.00,9.00,108.0000,-99.0000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010917602C,5667AT,1,1,234.00,25.00,21.53,234.0000,-212.4700,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010917603C,5667AT,1,1,252.50,25.00,23.23,252.5000,-229.2700,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010917604C,5667AT,1,2,234.00,25.00,20.59,234.0000,-213.4100,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010918786C,1658C1,1,2,204.36,25.00,17.03,204.3600,-187.3300,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010918787C,1658C1,1,2,70.25,25.00,6.18,70.2500,-64.0700,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010920186C,1659C2,3,1,153.36,25.00,38.34,41.4072,-3.0672,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010921865C,1659C2,1,2,1082.88,25.00,90.24,1082.8800,-992.6400,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010922547C,1658C1,1,2,126.25,25.00,11.11,126.2500,-115.1400,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010922553C,1658C1,1,2,151.75,25.00,13.35,151.7500,-138.4000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010924513C,1659C2,12,1,112.75,25.00,112.75,10.3729,102.3771,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010924660C,1659C2,3,1,319.68,25.00,79.92,86.3136,-6.3936,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010926025C,1659C2,6,1,0.00,25.00,83.74,0.0000,83.7400,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010926357C,1659C2,12,1,279.25,25.00,279.25,25.6907,253.5593,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010926969C,5667AT,1,2,234.00,25.00,20.59,234.0000,-213.4100,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010926970C,5667AT,1,2,393.75,25.00,34.65,393.7500,-359.1000,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010927421C,1659C2,1,2,303.36,25.00,25.28,303.3600,-278.0800,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010927989C,1659C2,12,1,502.00,25.00,502.00,46.1835,455.8165,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010928016C,1659C2,1,1,315.70,25.00,29.04,315.7000,-286.6600,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010928491C,1658CS,3,1,203.44,25.00,50.86,54.9290,-4.0690,N,52.5031,27.0001,9.2000,9.2000,13.1258,6.7500,2.3000,2.3000
010928498C,1658CS,1,2,312.00,25.00,26.00,312.0000,-286.0000,N,52.5031,27.0001,9.2000,9.2000,13.1258,6.7500,2.3000,2.3000
