mpolicy,mphase,claimnum,family,lifecycle,before_claimstat,after_claimstat,reason,has_payment,mpaid,pddate,origsttus
010429259C,1,RC-9010429259,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,17589.66,20200707,3
010429532C,1,RC-9010429532,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7186.35,20210810,3
010429558C,1,RC-9010429558,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,12764.97,20210821,3
010429958C,1,RC-9010429958,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,20283.84,20260221,3
010429965C,1,RC-9010429965,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,21055.31,20251105,3
010430023C,1,RC-9010430023,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10286.69,20201201,3
010430296C,1,RC-9010430296,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11734.21,20230726,3
010431738C,1,RC-9010431738,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8693.50,20190712,3
010432782C,1,RC-9010432782,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10394.33,20190307,3
010433786C,1,RC-9010433786,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10616.21,20180514,3
010434747C,1,RC-9010434747,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8311.59,20190326,3
010434747C,1,RC-9010434747,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8311.59,20190719,3
010434876C,1,RC-9010434876,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9032.41,20230302,3
010435466C,1,RC-9010435466,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5232.90,20190129,3
010436044C,1,RC-9010436044,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8739.86,20181023,3
010436691C,1,RC-9010436691,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5585.49,20201203,3
010436727C,1,RC-9010436727,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6152.21,20240321,3
010436955C,1,RC-9010436955,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8189.45,20230930,3
010437335C,1,RC-9010437335,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9778.16,20240324,3
010437794C,1,RC-9010437794,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5233.31,20201015,3
010438942C,1,RC-9010438942,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5187.31,20221231,3
010439527C,1,RC-9010439527,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6135.83,20200223,3
010439836C,1,RC-9010439836,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,19046.05,20250602,3
010440345C,1,RC-9010440345,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6560.07,20220822,3
010440370C,1,RC-9010440370,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10596.31,20220129,3
010441927C,1,RC-9010441927,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9352.26,20210221,3
010442230C,1,RC-9010442230,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,30774.01,20250726,3
010443816C,1,RC-9010443816,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7070.43,20180710,3
010444207C,1,RC-9010444207,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,12629.81,20220316,3
010445074C,1,RC-9010445074,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14646.79,20231220,3
010445091C,1,RC-9010445091,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10431.16,20210908,3
010445351C,1,RC-9010445351,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,13162.38,20181121,3
010445719C,1,RC-9010445719,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,12344.17,20180329,3
010446638C,1,RC-9010446638,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,26695.08,20201125,3
010447574C,1,RC-9010447574,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11674.99,20210322,3
010449050C,1,RC-9010449050,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8799.39,20180723,3
010449074C,1,RC-9010449074,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5800.49,20190711,3
010449075C,1,RC-9010449075,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,3114.19,20181127,3
010449512C,1,RC-9010449512,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,4741.33,20200418,3
010449959C,1,RC-9010449959,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10397.25,20200508,3
010451215C,1,RC-9010451215,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,13033.03,20230626,3
010452516C,1,RC-9010452516,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,16650.12,20190323,3
010454002C,1,RC-9010454002,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,13738.84,20230719,3
010456928C,1,RC-9010456928,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,15021.38,20250224,3
010457537C,1,RC-9010457537,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8587.13,20230120,3
010457603C,1,RC-9010457603,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,13665.39,20181008,3
010459164C,1,RC-9010459164,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,4736.87,20180513,3
010459653C,1,RC-9010459653,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14964.19,20240313,3
010460652C,1,RC-9010460652,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9624.26,20190706,3
010461689C,1,RC-9010461689,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11969.89,20210923,3
010463161C,1,RC-9010463161,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,27041.20,20220117,3
010464265C,1,RC-9010464265,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6878.30,20180624,3
010465451C,1,RC-9010465451,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,23948.96,20201112,3
010466458C,1,RC-9010466458,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,12956.86,20190511,3
010466702C,1,RC-9010466702,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8359.83,20200520,3
010467190C,1,RC-9010467190,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9460.75,20181119,3
010468946C,1,RC-9010468946,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,17579.72,20220917,3
010469430C,1,RC-9010469430,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,5528.53,20210830,3
010469430C,1,RC-9010469430,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,5528.53,20211207,3
010469984C,1,RC-9010469984,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6814.95,20220117,3
010469985C,1,RC-9010469985,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,38978.70,20190105,3
010474519C,1,RC-9010474519,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,11388.47,20180423,3
010475850C,1,RC-9010475850,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,4547.50,20180522,3
010479749C,1,RC-9010479749,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7738.62,20260105,3
010484821C,1,RC-9010484821,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5269.48,20190417,3
010489508C,1,RC-9010489508,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8630.11,20200127,3
010498260C,1,RC-9010498260,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,4516.74,20240415,3
010499674C,1,RC-9010499674,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,4884.37,20201002,3
010499702C,1,RC-9010499702,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14374.63,20220210,3
010501836C,1,RC-9010501836,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,15025.27,20190107,3
010502820C,1,RC-9010502820,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,15411.88,20241123,3
010511240C,1,RC-9010511240,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,3554.91,20190528,3
010511355C,1,RC-9010511355,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,6877.62,20190328,3
010515598C,1,RC-9010515598,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,12082.75,20230214,3
010517231C,1,RC-9010517231,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8462.93,20250803,3
010518050C,1,RC-9010518050,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10724.81,20210514,3
010520217C,1,RC-9010520217,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14934.60,20221029,3
010526526C,1,RC-9010526526,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,19182.38,20180906,3
010545196C,1,RC-9010545196,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,3061.40,20230823,3
010548366C,1,RC-9010548366,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,9661.42,20190404,3
010754964C,1,RC-9010754964,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,11408.34,20200131,3
010764834C,1,RC-9010764834,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,21154.84,20180326,3
010764834C,1,RC-9010764834,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,21154.84,20180612,3
010768069C,1,RC-9010768069,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,5012.72,20240415,3
010768069C,1,RC-9010768069,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,5012.72,20240926,3
010778262C,1,RC-9010778262,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,20127.92,20190222,3
010778262C,1,RC-9010778262,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,20127.92,20190604,3
010780003C,1,RC-9010780003,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,3264.29,20240620,3
010783502C,1,RC-9010783502,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14337.08,20210919,3
010783502C,1,RC-9010783502,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,14337.08,20220131,3
010832681C,1,RC-9010832681,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,21859.40,20220109,3
010832681C,1,RC-9010832681,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,21859.40,20220401,3
010834719C,1,RC-9010834719,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,227457.20,20180917,3
010836057C,1,RC-9010836057,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,15911.66,20200325,3
010840780C,1,RC-9010840780,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,2058.86,20241023,3
010841471C,1,RC-9010841471,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14630.48,20200221,3
010842291C,1,RC-9010842291,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,18322.35,20211130,3
010846459C,1,RC-9010846459,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25798.12,20190222,3
010847570C,1,RC-9010847570,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,57857.75,20220421,3
010894951C,1,RC-9010894951,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,28885.74,20230427,3
010900144C,1,RC-9010900144,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,12926.80,20230427,3
010905677C,1,RC-9010905677,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,9257.44,20230405,3
010914301C,1,RC-9010914301,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,25019.98,20220929,3
010936713C,1,RC-9010936713,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,16765.71,20210415,3
010941103C,1,RC-9010941103,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,15304.22,20221122,3
011000854C,1,RC-9011000854,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10952.58,20230214,3
011000854C,1,RC-9011000854,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10952.58,20230504,3
011040826C,1,RC-9011040826,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10797.79,20200323,3
011040826C,1,RC-9011040826,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,10797.79,20201228,3
011101315C,1,RC-9011101315,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,10080.36,20181220,3
011103062C,1,RC-9011103062,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5012.95,20191112,3
011104342C,1,RC-9011104342,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10417.84,20230613,3
011104342C,1,RC-9011104342,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,10417.84,20240105,3
011115534C,1,RC-9011115534,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10000.00,20211119,3
011115534C,1,RC-9011115534,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,5000.00,20220407,3
011133146C,1,RC-9011133146,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7402.45,20210122,3
011133146C,1,RC-9011133146,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,7402.45,20220114,3
011140913C,1,RC-9011140913,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,98.44,20191217,3
011156098C,1,RC-9011156098,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,30000.00,20230213,3
011156098C,1,RC-9011156098,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,15000.00,20231115,3
011162387C,1,RC-9011162387,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,5080.76,20180710,3
011175626C,1,RC-9011175626,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,20325.54,20180213,3
011181053C,1,RC-9011181053,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,5061.86,20210216,3
011186904C,1,RC-9011186904,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,14024.68,20200116,3
011186904C,1,RC-9011186904,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,4007.04,20200422,3
011188426C,1,RC-9011188426,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,1588.97,20230309,3
011191578C,1,RC-9011191578,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10460.20,20200531,3
011191578C,1,RC-9011191578,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,5230.10,20201013,3
011193421C,1,RC-9011193421,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,8104.82,20230824,3
011193421C,1,RC-9011193421,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,8104.82,20231227,3
011194064C,1,RC-9011194064,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,21277.76,20220314,3
011198532C,1,RC-9011198532,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,5000.00,20220926,3
011198532C,1,RC-9011198532,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10000.00,20231115,3
011201621C,1,RC-9011201621,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,25677.15,20201017,3
011212602C,1,RC-9011212602,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,6077.68,20210119,3
011261439C,1,RC-9011261439,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,25177.83,20240529,3
011261618C,1,RC-9011261618,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,10282.66,20210924,3
011261618C,1,RC-9011261618,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,10282.66,20220316,3
01142D978C,1,RC-901142D978,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,3136.10,20251023,3
01185D536C,1,RC-901185D536,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,1058.82,20251023,3
   014048C,1,RC-9014048-1-,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,1190.01,20051003,3
  014098AC,1,RC-9014098A-1,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,598.94,20210907,3
  014100BC,1,RC-9014100B-1,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,503.44,20181223,3
   014130C,1,RC-9014130-1-,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,502.00,20180825,3
015000602C,1,RC-9015000602,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,7513.69,20200720,3
  018236CC,1,RC-9018236C-1,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,868.14,20230202,3
  018237DC,1,RC-9018237D-1,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,320.00,20211005,3
  018284AC,1,RC-9018284A-1,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,2368.20,20250828,3
  018465DC,1,RC-9018465D-1,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,1738.81,20240816,3
  018495AC,1,RC-9018495A-1,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,349.04,20180414,3
   018907C,1,RC-9018907-1-,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,365.76,20191113,3
   018910C,1,RC-9018910-1-,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,318.10,20240305,3
 01FG8563C,1,RC-901FG8563-,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,1379.88,20240123,3
 01ML4096C,1,RC-901ML4096-,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,1164.76,20251201,3
 01ML4134C,1,RC-901ML4134-,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,1131.19,20200523,3
 01ML8123C,1,RC-901ML8123-,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,1113.49,20220623,3
 01ML8151C,1,RC-901ML8151-,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,1113.88,20220401,3
 01ML8209C,1,RC-901ML8209-,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,1535.17,20240529,3
 01ML8211C,1,RC-901ML8211-,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,1022.24,20200807,3
 01ML8250C,1,RC-901ML8250-,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,1025.58,20250814,3
 01ML8367C,1,RC-901ML8367-,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,908.20,20181006,3
 01ML8438C,1,RC-901ML8438-,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,129.61,20231031,3
 01ML8487C,1,RC-901ML8487-,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,1162.23,20240403,3
 01ML8791C,1,RC-901ML8791-,DEATH_CLAIM,SETTLED,3,2,DEATH_PAID_IN_FULL,True,4212.82,20230526,3
 01ML8804C,1,RC-901ML8804-,DEATH_CLAIM,PAID,3,2,DEATH_PAID_IN_FULL,True,1400.02,20250903,3
011219517C,1,RC-9011219517,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,12828.75,,1
010831893C,1,RC-9010831893,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9874.47,,1
010784249C,1,RC-9010784249,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9831.44,,1
010738539C,1,RC-9010738539,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9797.64,,1
011215903C,1,RC-9011215903,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9796.69,,1
010763012C,1,RC-9010763012,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9762.45,,1
010894754C,1,RC-9010894754,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9756.02,,1
010845880C,1,RC-9010845880,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9743.98,,1
011217615C,1,RC-9011217615,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9665.07,,1
010917231C,1,RC-9010917231,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9643.63,,1
010825027C,1,RC-9010825027,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9569.82,,1
010385636C,1,RC-9010385636,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,10108.84,,1
010822738C,1,RC-9010822738,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9539.65,,1
010469081C,1,RC-9010469081,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,False,9722.80,,1
010851847C,1,RC-9010851847,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9493.22,,1
010867974C,1,RC-9010867974,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9444.70,,1
010803680C,1,RC-9010803680,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9385.57,,1
010804488C,1,RC-9010804488,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9368.23,,1
010458744C,1,RC-9010458744,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9328.59,,1
010773267C,1,RC-9010773267,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9174.38,,1
011010387C,1,RC-9011010387,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9167.94,,1
010975741C,1,RC-9010975741,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9160.22,,1
010393931C,1,RC-9010393931,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9141.86,,1
010856925C,1,RC-9010856925,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9133.44,,1
010759529C,1,RC-9010759529,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9116.08,,1
010872329C,1,RC-9010872329,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,9069.51,,1
010746424C,1,RC-9010746424,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8946.50,,1
010810539C,1,RC-9010810539,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8945.20,,1
011065199C,1,RC-9011065199,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8874.99,,1
010795699C,1,RC-9010795699,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8852.80,,1
010749459C,1,RC-9010749459,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8783.33,,1
011204579C,1,RC-9011204579,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8782.90,,1
011197647C,1,RC-9011197647,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8772.68,,1
011035652C,1,RC-9011035652,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8756.09,,1
011053076C,1,RC-9011053076,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8704.83,,1
011256689C,1,RC-9011256689,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8703.59,,1
011018779C,1,RC-9011018779,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8615.31,,1
010782022C,1,RC-9010782022,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8614.03,,1
010858396C,1,RC-9010858396,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8607.68,,1
011209916C,1,RC-9011209916,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8664.15,,1
010822046C,1,RC-9010822046,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8508.35,,1
010823095C,1,RC-9010823095,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8495.80,,1
011269468C,1,RC-9011269468,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8475.04,,1
010782192C,1,RC-9010782192,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8414.04,,1
011085375C,1,RC-9011085375,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8390.57,,1
011154852C,1,RC-9011154852,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8342.40,,1
011200196C,1,RC-9011200196,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,7400.00,,1
010397583C,1,RC-9010397583,SURRENDER_CLAIM,FUNDED,1,99,FAMILY_SURRENDER_BUCKET,True,8297.02,,1
