MPOLICY,LIFEPRO,LP_CODE,TYPE_CODE,SOURCE_FIELD,PAID_UP_TYPE,BEFORE_MNFOPT,PRED_BEFORE,AFTER_MNFOPT,CHANGED,MDIVOPT,MSTATUS
010795565C,9010795565,1,BF,BF,,1,1,1,N,0,55
010795609C,9010795609,1,BF,BF,,1,1,1,N,0,55
010795612C,9010795612,1,BF,BF,,1,1,1,N,0,53
010795618C,9010795618,1,BF,BF,,1,1,1,N,0,57
010795699C,9010795699,1,BF,BF,,1,1,1,N,0,55
010795840C,9010795840,1,BF,BF,,1,1,1,N,0,22
010795841C,9010795841,0,BA,NF,,0,0,0,N,0,54
010795890C,9010795890,4,BF,BF,,0,0,2,Y,0,53
010795898C,9010795898,1,BF,BF,,1,1,1,N,0,22
010796058C,9010796058,4,BF,BF,ET,2,2,2,N,0,44
010796325C,9010796325,4,BF,BF,,0,0,2,Y,0,53
010796355C,9010796355,1,BF,BF,,1,1,1,N,0,22
010796356C,9010796356,1,BF,BF,,1,1,1,N,0,22
010796459C,9010796459,1,BF,BF,,1,1,1,N,0,55
010796464C,9010796464,1,BF,BF,,1,1,1,N,0,55
010796483C,9010796483,1,BF,BF,,1,1,1,N,0,22
010796535C,9010796535,1,BF,BF,,1,1,1,N,0,22
010796554C,9010796554,4,BF,BF,,0,0,2,Y,0,53
010796707C,9010796707,4,BF,BF,,0,0,2,Y,0,22
010796767C,9010796767,1,BF,BF,,1,1,1,N,0,22
010796821C,9010796821,4,BF,BF,,0,0,2,Y,0,53
010796908C,9010796908,1,BF,BF,,1,1,1,N,0,22
010796912C,9010796912,2,BF,BF,,1,1,1,N,0,22
010796913C,9010796913,1,BF,BF,,1,1,1,N,0,22
010796916C,9010796916,1,BF,BF,,1,1,1,N,0,22
010796917C,9010796917,1,BF,BF,RU,3,3,3,N,0,45
010797181C,9010797181,0,BA,NF,LE,2,2,2,N,0,54
010797196C,9010797196,1,BF,BF,,1,1,1,N,0,22
010797197C,9010797197,1,BF,BF,,1,1,1,N,0,50
010797765C,9010797765,4,BF,BF,,0,0,2,Y,0,22
010797766C,9010797766,4,BF,BF,,0,0,2,Y,0,22
010797831C,9010797831,4,BF,BF,,0,0,2,Y,0,22
010797832C,9010797832,4,BF,BF,,0,0,2,Y,0,22
010797854C,9010797854,4,BF,BF,,0,0,2,Y,0,53
010797922C,9010797922,1,BF,BF,,1,1,1,N,0,53
010798018C,9010798018,1,BF,BF,,1,1,1,N,0,22
010798024C,9010798024,1,BF,BF,,1,1,1,N,0,53
010798029C,9010798029,1,BF,BF,,1,1,1,N,0,22
010798030C,9010798030,1,BF,BF,,1,1,1,N,0,22
010798031C,9010798031,1,BF,BF,,1,1,1,N,0,53
010798045C,9010798045,1,BF,BF,,1,1,1,N,0,54
010798438C,9010798438,4,BF,BF,ET,2,2,2,N,0,55
010798462C,9010798462,1,BF,BF,,1,1,1,N,0,55
010798515C,9010798515,0,BA,NF,LE,2,2,2,N,0,54
010798517C,9010798517,1,BF,BF,,1,1,1,N,0,53
010799083C,9010799083,0,BA,NF,LE,2,2,2,N,0,53
010799173C,9010799173,4,BF,BF,,0,0,2,Y,0,53
010799270C,9010799270,4,BF,BF,,0,0,2,Y,0,22
010799472C,9010799472,1,BF,BF,,1,1,1,N,0,53
010799487C,9010799487,4,BF,BF,,0,0,2,Y,0,22
010799590C,9010799590,1,BF,BF,,1,1,1,N,0,22
010799675C,9010799675,1,BF,BF,,1,1,1,N,0,22
010799703C,9010799703,4,BF,BF,,0,0,2,Y,0,22
010799821C,9010799821,1,BF,BF,,1,1,1,N,0,53
010799895C,9010799895,1,BF,BF,,1,1,1,N,0,53
010800097C,9010800097,1,BF,BF,,1,1,1,N,0,22
010800286C,9010800286,1,BF,BF,,1,1,1,N,0,22
010800350C,9010800350,1,BF,BF,,1,1,1,N,0,22
010800356C,9010800356,0,BA,NF,LE,2,2,2,N,0,44
010800475C,9010800475,2,BF,BF,RU,3,3,3,N,0,55
010800667C,9010800667,4,BF,BF,,0,0,2,Y,0,53
010800881C,9010800881,1,BF,BF,,1,1,1,N,0,22
010801178C,9010801178,1,BF,BF,,1,1,1,N,0,55
010801256C,9010801256,4,BF,BF,,0,0,2,Y,0,22
010801272C,9010801272,4,BF,BF,,0,0,2,Y,0,22
010801398C,9010801398,1,BF,BF,,1,1,1,N,0,53
010801399C,9010801399,1,BF,BF,,1,1,1,N,0,53
010801730C,9010801730,1,BF,BF,,1,1,1,N,0,22
010801734C,9010801734,5,BF,BF,,0,0,3,Y,0,53
010801893C,9010801893,1,BF,BF,RU,3,3,3,N,0,45
010801948C,9010801948,1,BF,BF,,1,1,1,N,0,22
010801956C,9010801956,4,BF,BF,,0,0,2,Y,0,22
010802045C,9010802045,1,BF,BF,,1,1,1,N,0,22
010802188C,9010802188,4,BF,BF,,0,0,2,Y,0,53
010802494C,9010802494,4,BF,BF,,0,0,2,Y,0,54
010802626C,9010802626,1,BF,BF,,1,1,1,N,0,22
010802627C,9010802627,4,BF,BF,,0,0,2,Y,0,53
010802643C,9010802643,1,BF,BF,,1,1,1,N,0,22
010802644C,9010802644,1,BF,BF,,1,1,1,N,0,22
010802646C,9010802646,4,BF,BF,,0,0,2,Y,0,53
010802647C,9010802647,1,BF,BF,,1,1,1,N,0,22
010802649C,9010802649,4,BF,BF,,0,0,2,Y,0,22
010802656C,9010802656,4,BF,BF,,0,0,2,Y,0,22
010802911C,9010802911,1,BF,BF,,1,1,1,N,0,22
010803025C,9010803025,1,BF,BF,,1,1,1,N,0,53
010803026C,9010803026,1,BF,BF,,1,1,1,N,0,53
010803044C,9010803044,4,BF,BF,,0,0,2,Y,0,55
010803046C,9010803046,4,BF,BF,,0,0,2,Y,0,22
010803048C,9010803048,4,BF,BF,,0,0,2,Y,0,22
010803049C,9010803049,4,BF,BF,,0,0,2,Y,0,22
010803050C,9010803050,4,BF,BF,,0,0,2,Y,0,53
010803051C,9010803051,4,BF,BF,,0,0,2,Y,0,53
010803244C,9010803244,1,BF,BF,,1,1,1,N,0,53
010803417C,9010803417,4,BF,BF,,0,0,2,Y,0,55
010803420C,9010803420,1,BF,BF,,1,1,1,N,0,22
010803421C,9010803421,1,BF,BF,,1,1,1,N,0,22
010803442C,9010803442,4,BF,BF,,0,0,2,Y,0,55
010803644C,9010803644,1,BF,BF,,1,1,1,N,0,22
010803649C,9010803649,4,BF,BF,,0,0,2,Y,0,22
010803659C,9010803659,1,BF,BF,,1,1,1,N,0,22
010803660C,9010803660,4,BF,BF,,0,0,2,Y,0,22
010803672C,9010803672,4,BF,BF,,0,0,2,Y,0,22
010803673C,9010803673,4,BF,BF,,0,0,2,Y,0,53
010803676C,9010803676,4,BF,BF,,0,0,2,Y,0,22
010803680C,9010803680,4,BF,BF,,0,0,2,Y,0,55
010803681C,9010803681,4,BF,BF,,0,0,2,Y,0,55
010803682C,9010803682,4,BF,BF,,0,0,2,Y,0,55
010803770C,9010803770,4,BF,BF,,0,0,2,Y,0,53
010803775C,9010803775,4,BF,BF,,0,0,2,Y,0,22
010803776C,9010803776,2,BF,BF,,1,1,1,N,0,22
010803782C,9010803782,1,BF,BF,,1,1,1,N,0,22
010803964C,9010803964,1,BF,BF,,1,1,1,N,0,53
010803993C,9010803993,4,BF,BF,,0,0,2,Y,0,53
010804004C,9010804004,1,BF,BF,,1,1,1,N,0,22
010804005C,9010804005,1,BF,BF,,1,1,1,N,0,53
010804327C,9010804327,1,BF,BF,,1,1,1,N,0,22
010804488C,9010804488,1,BF,BF,,1,1,1,N,0,55
010804489C,9010804489,4,BF,BF,,0,0,2,Y,0,53
010804520C,9010804520,1,BF,BF,,1,1,1,N,0,22
010804588C,9010804588,4,BF,BF,,0,0,2,Y,0,22
010804608C,9010804608,4,BF,BF,,0,0,2,Y,0,53
010804616C,9010804616,4,BF,BF,,0,0,2,Y,0,22
010804617C,9010804617,4,BF,BF,,0,0,2,Y,0,22
010804710C,9010804710,4,BF,BF,ET,2,2,2,N,0,55
010804711C,9010804711,4,BF,BF,,0,0,2,Y,0,22
010804850C,9010804850,4,BF,BF,RU,3,3,3,N,0,57
010804853C,9010804853,1,BF,BF,,1,1,1,N,0,22
010804854C,9010804854,1,BF,BF,,1,1,1,N,0,55
010805039C,9010805039,4,BF,BF,,0,0,2,Y,0,53
010805041C,9010805041,1,BF,BF,,1,1,1,N,0,22
010805048C,9010805048,4,BF,BF,,0,0,2,Y,0,57
010805141C,9010805141,1,BF,BF,,1,1,1,N,0,22
010805142C,9010805142,1,BF,BF,,1,1,1,N,0,22
010805370C,9010805370,1,BF,BF,,1,1,1,N,0,53
010805394C,9010805394,1,BF,BF,RU,3,3,3,N,0,53
010805448C,9010805448,4,BF,BF,,0,0,2,Y,0,22
010806082C,9010806082,1,BF,BF,,1,1,1,N,0,53
010806155C,9010806155,4,BF,BF,,0,0,2,Y,0,53
010806350C,9010806350,0,BA,NF,,0,0,0,N,0,22
010806362C,9010806362,4,BF,BF,,0,0,2,Y,0,22
010806412C,9010806412,4,BF,BF,,0,0,2,Y,0,55
010806596C,9010806596,1,BF,BF,,1,1,1,N,0,53
010806606C,9010806606,1,BF,BF,,1,1,1,N,0,54
010806651C,9010806651,1,BF,BF,,1,1,1,N,0,53
010806653C,9010806653,1,BF,BF,,1,1,1,N,0,22
010806873C,9010806873,4,BF,BF,,0,0,2,Y,0,22
010806912C,9010806912,4,BF,BF,,0,0,2,Y,0,22
010806913C,9010806913,4,BF,BF,,0,0,2,Y,0,55
010807372C,9010807372,1,BF,BF,,1,1,1,N,0,22
010807373C,9010807373,1,BF,BF,,1,1,1,N,0,22
010807378C,9010807378,4,BF,BF,,0,0,2,Y,0,53
010807493C,9010807493,1,BF,BF,,1,1,1,N,0,55
010807516C,9010807516,4,BF,BF,,0,0,2,Y,0,53
010807518C,9010807518,1,BF,BF,,1,1,1,N,0,22
010807566C,9010807566,1,BF,BF,,1,1,1,N,0,22
010807604C,9010807604,1,BF,BF,,1,1,1,N,0,22
010807605C,9010807605,1,BF,BF,,1,1,1,N,0,22
010807698C,9010807698,4,BF,BF,,0,0,2,Y,0,53
010807720C,9010807720,4,BF,BF,,0,0,2,Y,0,53
010807722C,9010807722,1,BF,BF,,1,1,1,N,0,22
010807792C,9010807792,4,BF,BF,RU,3,3,3,N,0,55
010807842C,9010807842,0,BA,NF,LE,2,2,2,N,0,53
010807844C,9010807844,4,BF,BF,,0,0,2,Y,0,53
010807868C,9010807868,4,BF,BF,,0,0,2,Y,0,53
010807941C,9010807941,1,BF,BF,,1,1,1,N,0,22
010807946C,9010807946,1,BF,BF,,1,1,1,N,0,22
010807963C,9010807963,1,BF,BF,,1,1,1,N,0,22
010808074C,9010808074,4,BF,BF,,0,0,2,Y,0,22
010808106C,9010808106,4,BF,BF,ET,2,2,2,N,0,55
010808257C,9010808257,2,BF,BF,,1,1,1,N,0,55
010808361C,9010808361,4,BF,BF,,0,0,2,Y,0,53
010808545C,9010808545,1,BF,BF,,1,1,1,N,0,22
010808548C,9010808548,1,BF,BF,,1,1,1,N,0,22
010808553C,9010808553,1,BF,BF,,1,1,1,N,0,22
010808721C,9010808721,4,BF,BF,,0,0,2,Y,0,53
010808831C,9010808831,1,BF,BF,,1,1,1,N,0,22
010808895C,9010808895,1,BF,BF,,1,1,1,N,0,22
010808901C,9010808901,1,BF,BF,,1,1,1,N,0,53
010808907C,9010808907,0,BA,NF,LE,2,2,2,N,0,54
010808970C,9010808970,4,BF,BF,,0,0,2,Y,0,22
010808976C,9010808976,1,BF,BF,,1,1,1,N,0,22
010808977C,9010808977,1,BF,BF,,1,1,1,N,0,22
010809282C,9010809282,4,BF,BF,ET,2,2,2,N,0,55
010809294C,9010809294,4,BF,BF,,0,0,2,Y,0,22
010809296C,9010809296,4,BF,BF,,0,0,2,Y,0,22
010809300C,9010809300,4,BF,BF,,0,0,2,Y,0,22
010809302C,9010809302,4,BF,BF,,0,0,2,Y,0,22
010809303C,9010809303,4,BF,BF,,0,0,2,Y,0,22
010809308C,9010809308,1,BF,BF,,1,1,1,N,0,22
010809309C,9010809309,1,BF,BF,,1,1,1,N,0,53
010809311C,9010809311,1,BF,BF,RU,3,3,3,N,0,53
010809317C,9010809317,1,BF,BF,,1,1,1,N,0,22
010809320C,9010809320,1,BF,BF,,1,1,1,N,0,22
010809331C,9010809331,1,BF,BF,,1,1,1,N,0,22
010809333C,9010809333,1,BF,BF,,1,1,1,N,0,53
010809353C,9010809353,1,BF,BF,,1,1,1,N,0,55
010809361C,9010809361,1,BF,BF,,1,1,1,N,0,22
010809581C,9010809581,1,BF,BF,,1,1,1,N,0,55
010809734C,9010809734,1,BF,BF,,1,1,1,N,0,53
010809739C,9010809739,4,BF,BF,,0,0,2,Y,0,55
010809930C,9010809930,1,BF,BF,,1,1,1,N,0,53
010809932C,9010809932,4,BF,BF,,0,0,2,Y,0,53
010809966C,9010809966,1,BF,BF,,1,1,1,N,0,55
010809968C,9010809968,1,BF,BF,,1,1,1,N,0,22
010809977C,9010809977,1,BF,BF,,1,1,1,N,0,22
010810194C,9010810194,1,BF,BF,,1,1,1,N,0,22
010810221C,9010810221,1,BF,BF,,1,1,1,N,0,22
010810225C,9010810225,0,BA,NF,LE,2,2,2,N,0,44
010810226C,9010810226,0,BA,NF,LE,2,2,2,N,0,44
010810228C,9010810228,4,BF,BF,,0,0,2,Y,0,22
010810271C,9010810271,1,BF,BF,,1,1,1,N,0,55
010810272C,9010810272,0,BA,NF,LE,2,2,2,N,0,44
010810273C,9010810273,0,BA,NF,LE,2,2,2,N,0,54
010810275C,9010810275,1,BF,BF,,1,1,1,N,0,22
010810504C,9010810504,1,BF,BF,,1,1,1,N,0,53
010810539C,9010810539,1,BF,BF,,1,1,1,N,0,55
010810612C,9010810612,4,BF,BF,,0,0,2,Y,0,53
010810691C,9010810691,4,BF,BF,,0,0,2,Y,0,53
010810912C,9010810912,1,BF,BF,,1,1,1,N,0,54
010811059C,9010811059,4,BF,BF,,0,0,2,Y,0,53
010811157C,9010811157,4,BF,BF,RU,3,3,3,N,0,53
010811204C,9010811204,1,BF,BF,,1,1,1,N,0,53
010811249C,9010811249,1,BF,BF,RU,3,3,3,N,0,45
010811250C,9010811250,1,BF,BF,,1,1,1,N,0,22
010811260C,9010811260,1,BF,BF,,1,1,1,N,0,22
010811306C,9010811306,1,BF,BF,,1,1,1,N,0,53
010811318C,9010811318,1,BF,BF,,1,1,1,N,0,22
010811319C,9010811319,1,BF,BF,,1,1,1,N,0,22
010811343C,9010811343,1,BF,BF,,1,1,1,N,0,22
010811382C,9010811382,1,BF,BF,,1,1,1,N,0,22
010811385C,9010811385,1,BF,BF,,1,1,1,N,0,22
010811386C,9010811386,1,BF,BF,,1,1,1,N,0,22
010811517C,9010811517,4,BF,BF,ET,2,2,2,N,0,55
010811652C,9010811652,4,BF,BF,,0,0,2,Y,0,53
010811700C,9010811700,4,BF,BF,,0,0,2,Y,0,53
010811998C,9010811998,4,BF,BF,,0,0,2,Y,0,22
010812079C,9010812079,4,BF,BF,,0,0,2,Y,0,53
010812205C,9010812205,0,BA,NF,LE,2,2,2,N,0,54
010812225C,9010812225,1,BF,BF,,1,1,1,N,0,22
010812235C,9010812235,1,BF,BF,,1,1,1,N,0,22
010812360C,9010812360,1,BF,BF,,1,1,1,N,0,22
010812930C,9010812930,1,BF,BF,RU,3,3,3,N,0,55
010813120C,9010813120,1,BF,BF,,1,1,1,N,0,22
010813122C,9010813122,4,BF,BF,ET,2,2,2,N,0,44
010813155C,9010813155,4,BF,BF,,0,0,2,Y,0,53
010813156C,9010813156,4,BF,BF,,0,0,2,Y,0,22
010813163C,9010813163,4,BF,BF,ET,2,2,2,N,0,44
010813164C,9010813164,1,BF,BF,,1,1,1,N,0,22
010813171C,9010813171,4,BF,BF,,0,0,2,Y,0,55
010813172C,9010813172,4,BF,BF,ET,2,2,2,N,0,44
010813185C,9010813185,2,BF,BF,RU,3,3,3,N,0,45
010813188C,9010813188,1,BF,BF,,1,1,1,N,0,22
010813196C,9010813196,4,BF,BF,,0,0,2,Y,0,22
010813276C,9010813276,1,BF,BF,RU,3,3,3,N,0,45
010813286C,9010813286,4,BF,BF,,0,0,2,Y,0,53
010813387C,9010813387,1,BF,BF,,1,1,1,N,0,53
010813388C,9010813388,1,BF,BF,,1,1,1,N,0,22
010813391C,9010813391,4,BF,BF,,0,0,2,Y,0,53
010813392C,9010813392,1,BF,BF,,1,1,1,N,0,22
010813414C,9010813414,1,BF,BF,ET,2,2,2,N,0,55
010813426C,9010813426,4,BF,BF,ET,2,2,2,N,0,44
010813427C,9010813427,4,BF,BF,ET,2,2,2,N,0,44
010813433C,9010813433,0,BA,NF,LE,2,2,2,N,0,44
010813683C,9010813683,4,BF,BF,,0,0,2,Y,0,53
010813804C,9010813804,1,BF,BF,,1,1,1,N,0,55
010813955C,9010813955,4,BF,BF,,0,0,2,Y,0,22
010814022C,9010814022,0,BA,NF,LE,2,2,2,N,0,54
010814023C,9010814023,0,BA,NF,LE,2,2,2,N,0,54
010814115C,9010814115,4,BF,BF,,0,0,2,Y,0,22
010814167C,9010814167,1,BF,BF,,1,1,1,N,0,53
010814172C,9010814172,1,BF,BF,,1,1,1,N,0,22
010814362C,9010814362,1,BF,BF,,1,1,1,N,0,22
010814366C,9010814366,1,BF,BF,,1,1,1,N,0,22
010814389C,9010814389,1,BF,BF,,1,1,1,N,0,53
010814390C,9010814390,1,BF,BF,,1,1,1,N,0,22
010814552C,9010814552,1,BF,BF,,1,1,1,N,0,53
010814559C,9010814559,4,BF,BF,,0,0,2,Y,0,53
010814606C,9010814606,1,BF,BF,,1,1,1,N,0,22
010814693C,9010814693,1,BF,BF,,1,1,1,N,0,22
010814696C,9010814696,4,BF,BF,,0,0,2,Y,0,53
010814698C,9010814698,1,BF,BF,,1,1,1,N,0,55
010814761C,9010814761,1,BF,BF,,1,1,1,N,0,22
010814836C,9010814836,1,BF,BF,,1,1,1,N,0,55
010814931C,9010814931,4,BF,BF,,0,0,2,Y,0,22
010814933C,9010814933,4,BF,BF,,0,0,2,Y,0,53
010814935C,9010814935,4,BF,BF,,0,0,2,Y,0,22
010814963C,9010814963,4,BF,BF,,0,0,2,Y,0,22
010814968C,9010814968,1,BF,BF,ET,2,2,2,N,0,44
010814971C,9010814971,4,BF,BF,,0,0,2,Y,0,53
010815003C,9010815003,4,BF,BF,,0,0,2,Y,0,55
010815026C,9010815026,4,BF,BF,ET,2,2,2,N,0,55
010815117C,9010815117,4,BF,BF,,0,0,2,Y,0,22
010815118C,9010815118,4,BF,BF,,0,0,2,Y,0,22
010815150C,9010815150,1,BF,BF,,1,1,1,N,0,22
010815236C,9010815236,1,BF,BF,,1,1,1,N,0,22
010815416C,9010815416,1,BF,BF,,1,1,1,N,0,22
010815417C,9010815417,1,BF,BF,,1,1,1,N,0,22
010815522C,9010815522,1,BF,BF,,1,1,1,N,0,22
010815523C,9010815523,1,BF,BF,,1,1,1,N,0,22
010815524C,9010815524,1,BF,BF,,1,1,1,N,0,22
010815642C,9010815642,1,BF,BF,,1,1,1,N,0,22
010815643C,9010815643,1,BF,BF,,1,1,1,N,0,55
010815680C,9010815680,4,BF,BF,,0,0,2,Y,0,22
010815681C,9010815681,4,BF,BF,,0,0,2,Y,0,22
010815768C,9010815768,1,BF,BF,,1,1,1,N,0,22
010815772C,9010815772,0,BA,NF,LE,2,2,2,N,0,44
010815945C,9010815945,4,BF,BF,,0,0,2,Y,0,55
010815946C,9010815946,1,BF,BF,,1,1,1,N,0,22
010816070C,9010816070,1,BF,BF,,1,1,1,N,0,53
010816151C,9010816151,1,BF,BF,,1,1,1,N,0,22
010816156C,9010816156,4,BF,BF,,0,0,2,Y,0,53
010816224C,9010816224,4,BF,BF,,0,0,2,Y,0,53
010816232C,9010816232,0,BA,NF,LE,2,2,2,N,0,44
010816326C,9010816326,1,BF,BF,,1,1,1,N,0,55
010816331C,9010816331,1,BF,BF,ET,2,2,2,N,0,55
010816336C,9010816336,0,BA,NF,LE,2,2,2,N,0,44
010816337C,9010816337,0,BA,NF,LE,2,2,2,N,0,44
010816590C,9010816590,4,BF,BF,RU,3,3,3,N,0,53
010816784C,9010816784,0,BA,NF,,0,0,0,N,0,22
010816803C,9010816803,1,BF,BF,,1,1,1,N,0,22
010816898C,9010816898,1,BF,BF,,1,1,1,N,0,55
010816928C,9010816928,1,BF,BF,,1,1,1,N,0,53
010816969C,9010816969,1,BF,BF,,1,1,1,N,0,22
010816990C,9010816990,4,BF,BF,,0,0,2,Y,0,22
010816991C,9010816991,4,BF,BF,,0,0,2,Y,0,22
010817091C,9010817091,4,BF,BF,,0,0,2,Y,0,53
010817116C,9010817116,1,BF,BF,,1,1,1,N,0,22
010817130C,9010817130,4,BF,BF,,0,0,2,Y,0,22
010817132C,9010817132,4,BF,BF,,0,0,2,Y,0,22
010817242C,9010817242,1,BF,BF,,1,1,1,N,0,22
010817304C,9010817304,1,BF,BF,,1,1,1,N,0,22
010817345C,9010817345,1,BF,BF,,1,1,1,N,0,53
010817366C,9010817366,1,BF,BF,,1,1,1,N,0,22
010817367C,9010817367,1,BF,BF,,1,1,1,N,0,22
010817415C,9010817415,4,BF,BF,,0,0,2,Y,0,53
010817419C,9010817419,4,BF,BF,,0,0,2,Y,0,22
010817477C,9010817477,4,BF,BF,,0,0,2,Y,0,53
010817483C,9010817483,1,BF,BF,,1,1,1,N,0,22
010817500C,9010817500,4,BF,BF,,0,0,2,Y,0,53
010817639C,9010817639,4,BF,BF,,0,0,2,Y,0,53
010817649C,9010817649,4,BF,BF,RU,3,3,3,N,0,45
010817650C,9010817650,4,BF,BF,RU,3,3,3,N,0,45
010817803C,9010817803,4,BF,BF,,0,0,2,Y,0,22
010817808C,9010817808,1,BF,BF,,1,1,1,N,0,22
010817835C,9010817835,1,BF,BF,,1,1,1,N,0,22
010817836C,9010817836,1,BF,BF,,1,1,1,N,0,22
010817930C,9010817930,4,BF,BF,,0,0,2,Y,0,53
010817956C,9010817956,4,BF,BF,,0,0,2,Y,0,22
010818008C,9010818008,1,BF,BF,,1,1,1,N,0,22
010818051C,9010818051,1,BF,BF,,1,1,1,N,0,22
010818314C,9010818314,0,BA,NF,LE,2,2,2,N,0,44
010818531C,9010818531,4,BF,BF,,0,0,2,Y,0,22
010818580C,9010818580,1,BF,BF,,1,1,1,N,0,53
010818657C,9010818657,1,BF,BF,,1,1,1,N,0,55
010818663C,9010818663,1,BF,BF,,1,1,1,N,0,22
010818717C,9010818717,4,BF,BF,RU,3,3,3,N,0,55
010818718C,9010818718,4,BF,BF,RU,3,3,3,N,0,55
010818768C,9010818768,1,BF,BF,,1,1,1,N,0,22
010818789C,9010818789,1,BF,BF,,1,1,1,N,0,53
010818794C,9010818794,1,BF,BF,RU,3,3,3,N,0,45
010818799C,9010818799,1,BF,BF,,1,1,1,N,0,53
010819247C,9010819247,4,BF,BF,,0,0,2,Y,0,22
010819267C,9010819267,1,BF,BF,,1,1,1,N,0,55
010819271C,9010819271,1,BF,BF,,1,1,1,N,0,22
010819280C,9010819280,1,BF,BF,,1,1,1,N,0,22
010819400C,9010819400,4,BF,BF,,0,0,2,Y,0,55
010819603C,9010819603,1,BF,BF,,1,1,1,N,0,55
010819774C,9010819774,2,BF,BF,,1,1,1,N,0,22
010819955C,9010819955,4,BF,BF,,0,0,2,Y,0,53
010819960C,9010819960,1,BF,BF,,1,1,1,N,0,22
010819961C,9010819961,1,BF,BF,,1,1,1,N,0,22
010820386C,9010820386,4,BF,BF,,0,0,2,Y,0,53
010820635C,9010820635,1,BF,BF,,1,1,1,N,0,53
010820645C,9010820645,0,BA,NF,LE,2,2,2,N,0,44
010820704C,9010820704,1,BF,BF,,1,1,1,N,0,22
010820835C,9010820835,0,BA,NF,LE,2,2,2,N,0,54
010820944C,9010820944,1,BF,BF,,1,1,1,N,0,22
010820995C,9010820995,1,BF,BF,,1,1,1,N,0,22
010820996C,9010820996,1,BF,BF,,1,1,1,N,0,22
010821274C,9010821274,4,BF,BF,,0,0,2,Y,0,53
010821322C,9010821322,0,BA,NF,LE,2,2,2,N,0,54
010821381C,9010821381,1,BF,BF,,1,1,1,N,0,55
010821385C,9010821385,4,BF,BF,,0,0,2,Y,0,55
010821435C,9010821435,4,BF,BF,,0,0,2,Y,0,22
010821678C,9010821678,1,BF,BF,,1,1,1,N,0,22
010821902C,9010821902,1,BF,BF,,1,1,1,N,0,54
010822046C,9010822046,1,BF,BF,,1,1,1,N,0,55
010822097C,9010822097,1,BF,BF,,1,1,1,N,0,22
010822098C,9010822098,4,BF,BF,,0,0,2,Y,0,22
010822225C,9010822225,1,BF,BF,RU,3,3,3,N,0,53
010822238C,9010822238,1,BF,BF,,1,1,1,N,0,22
010822243C,9010822243,1,BF,BF,,1,1,1,N,0,22
010822330C,9010822330,4,BF,BF,,0,0,2,Y,0,53
010822635C,9010822635,1,BF,BF,,1,1,1,N,0,22
010822738C,9010822738,1,BF,BF,,1,1,1,N,0,55
010822851C,9010822851,1,BF,BF,,1,1,1,N,0,22
010822990C,9010822990,1,BF,BF,,1,1,1,N,0,22
010823088C,9010823088,1,BF,BF,,1,1,1,N,0,53
010823095C,9010823095,4,BF,BF,,0,0,2,Y,0,55
010823187C,9010823187,4,BF,BF,,0,0,2,Y,0,55
010823222C,9010823222,0,BA,NF,LE,2,2,2,N,0,44
010823332C,9010823332,1,BF,BF,RU,3,3,3,N,0,45
010823333C,9010823333,1,BF,BF,RU,3,3,3,N,0,45
010823335C,9010823335,1,BF,BF,,1,1,1,N,0,22
010823597C,9010823597,4,BF,BF,,0,0,2,Y,0,22
010823600C,9010823600,1,BF,BF,,1,1,1,N,0,22
010823601C,9010823601,1,BF,BF,,1,1,1,N,0,53
010823735C,9010823735,4,BF,BF,ET,2,2,2,N,0,44
010823736C,9010823736,1,BF,BF,,1,1,1,N,0,55
010823737C,9010823737,4,BF,BF,,0,0,2,Y,0,22
010823866C,9010823866,1,BF,BF,,1,1,1,N,0,22
010823867C,9010823867,1,BF,BF,RU,3,3,3,N,0,45
010823868C,9010823868,1,BF,BF,RU,3,3,3,N,0,53
010823869C,9010823869,1,BF,BF,RU,3,3,3,N,0,45
010823870C,9010823870,1,BF,BF,RU,3,3,3,N,0,45
010823906C,9010823906,1,BF,BF,,1,1,1,N,0,53
010824098C,9010824098,9,BF,BF,PU,0,0,0,N,0,55
010824296C,9010824296,4,BF,BF,,0,0,2,Y,0,53
010824297C,9010824297,4,BF,BF,,0,0,2,Y,0,22
010824299C,9010824299,1,BF,BF,,1,1,1,N,0,55
010824389C,9010824389,4,BF,BF,,0,0,2,Y,0,55
010824559C,9010824559,0,BA,NF,LE,2,2,2,N,0,54
010824561C,9010824561,0,BA,NF,LE,2,2,2,N,0,44
010824611C,9010824611,1,BF,BF,,1,1,1,N,0,22
010824689C,9010824689,4,BF,BF,,0,0,2,Y,0,22
010824709C,9010824709,4,BF,BF,,0,0,2,Y,0,22
010824810C,9010824810,4,BF,BF,ET,2,2,2,N,0,44
010824811C,9010824811,4,BF,BF,ET,2,2,2,N,0,55
010824975C,9010824975,4,BF,BF,ET,2,2,2,N,0,55
010825027C,9010825027,4,BF,BF,,0,0,2,Y,0,55
010825053C,9010825053,4,BF,BF,ET,2,2,2,N,0,55
010825195C,9010825195,1,BF,BF,,1,1,1,N,0,55
010825353C,9010825353,4,BF,BF,,0,0,2,Y,0,22
010825434C,9010825434,4,BF,BF,,0,0,2,Y,0,55
010825438C,9010825438,4,BF,BF,,0,0,2,Y,0,53
010825639C,9010825639,1,BF,BF,,1,1,1,N,0,53
010825649C,9010825649,1,BF,BF,,1,1,1,N,0,22
010825694C,9010825694,1,BF,BF,,1,1,1,N,0,55
