policy_number,name_id,relationship_roles,role_count,individual_or_business,overlap_type,potential_resolution_risk
9011063691,606955,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011064804,592152,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011065199,194593,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011065353,592168,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011066023,606995,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011066252,606996,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011067410,607002,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011067441,607006,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011067789,607012,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011067906,592194,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011068652,607025,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011069253,607041,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011071221,592234,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011072813,341375,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011073652,607099,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011074929,195226,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011075595,607132,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011075754,607137,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011076204,592296,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011076209,607142,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011077008,592307,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011077285,591514,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011077533,607156,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011077629,195456,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011078051,607160,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011078262,607166,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011080169,592347,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011080170,607188,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011080551,592352,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011081966,607223,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011081967,607225,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011082292,607230,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011082681,607236,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011083028,707425,B1|PA|PE|PO,4,BUSINESS,BENEFICIARY_PAYEE_SAME,MEDIUM
9011083820,592394,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011084360,592404,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011085271,592422,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011085375,196201,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011085737,196256,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011086069,689663,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011086709,607279,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011086814,607287,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011086979,196723,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011087127,607289,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011087128,607290,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011087652,592461,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011088883,607308,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011088935,592478,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011089233,607312,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011089392,705356,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011095330,592612,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011095851,592627,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011097228,592665,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011097526,592668,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011098198,592694,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011098620,199224,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011098649,592706,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011098652,592710,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011100027,199134,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011101607,607360,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011101925,592776,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011102270,592780,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011102788,592800,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011103062,200170,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011103126,200237,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011103130,592810,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011103665,200044,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011104064,592851,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011104570,200237,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011104572,592864,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011105008,592871,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011105332,200728,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011105523,592891,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011105666,200526,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011105839,592907,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011106177,200644,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011106738,201142,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011107641,198469,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011108310,200881,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011109446,592999,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011109852,606893,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011110116,593015,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011110240,593020,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011110271,607383,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011110299,593023,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011110498,593032,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011110698,593045,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011110946,607390,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011110968,316882,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011111930,708955,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011112366,607391,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011112762,703944,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011113250,593099,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011114096,203138,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011115885,203674,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011118183,204232,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011118555,593202,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011120482,593248,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011121183,321743,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011121309,593265,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011122230,204719,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011122680,593296,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011124169,593322,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011124755,593339,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011124987,593345,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011125619,593351,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011127439,593391,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011129184,593406,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011129276,607410,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011129591,205267,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011130666,593435,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011130752,207953,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011130778,206399,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011131381,206057,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011132480,593452,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011132516,207046,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011134051,593474,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011135085,208468,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011135494,593491,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011135811,208028,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011136476,707094,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011136689,593506,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011137858,210642,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011138044,607420,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011138259,211164,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011138486,593536,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011139474,559054,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011140025,593563,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011140185,593565,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011141382,212597,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011143147,593622,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011144050,212459,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011145429,593678,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011145527,593685,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011145881,593693,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011145926,593695,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011146268,215091,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011148532,214552,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011150263,216454,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011150435,217309,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011150971,216610,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011151209,607360,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011151285,711277,B1|PE|PO|PW,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME|POA_BENEFICIARY_SAME,MEDIUM
9011151909,218104,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011152459,218496,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011152698,593844,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011152874,593848,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011153424,217762,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011154852,607438,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011154856,607443,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011156964,593956,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011158068,219995,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011158071,221879,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011159476,220989,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011160408,221552,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011160440,223365,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011160990,222626,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011174191,594108,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011174600,594116,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011174928,594124,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011175485,678269,B1|PA|PE|PO,4,INDIVIDUAL,BENEFICIARY_PAYEE_SAME,MEDIUM
9011176237,224606,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
9011176413,594168,IN|PA|PE|PO,4,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYEE_SAME|INSURED_PAYOR_OWNER_SAME,MEDIUM
