MSP B2 -2,-2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
MRN B2 6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,124.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,115.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,107.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,99.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,87.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,81.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,76.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRN B2 45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,5.99,6.17,6.36,6.55,6.76,6.97,7.19,7.43,7.68,7.94,8.22,8.51,8.82,9.14,9.47,9.83,10.19,10.57,10.96,11.37,11.8,12.24,12.71,13.2,13.72,14.26,14.83,15.9,16.56,17.26,17.99,18.78,19.39,20.26,21.18,22.15,23.18,24.01,25.16,26.4,27.71,29.12,30.63,32.25,33.97,35.82,37.8,39.5,41.76,44.21,46.85,49.72,52.26,55.58,59.17,63.06,67.27,71.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
