QLA,MPHASE,MPLAN,MPHSTAT,BENEFIT_TYPE,BENEFIT_SEQ,MODE_PREMIUM,ANN_PREM_PER_UNIT,MPREM_CURRENT
010890622C,1,1659CR,53,BF          ,1,23.97,0.0,23.97
010890627C,1,1659CR,53,BF          ,1,15.1,0.0,15.1
010891074C,1,1659C2,45,BF          ,1,1449.71,0.0,1449.71
010891079C,1,1659CR,53,BF          ,1,200.95,0.0,200.95
010891087C,1,1659C2,22,BF          ,1,608.75,0.0,608.75
010891307C,1,1659C2,22,BF          ,1,24.87,0.0,24.87
010891309C,1,1659C2,22,BF          ,1,433.5,0.0,433.5
010891328C,1,1659C2,22,BF          ,1,433.5,0.0,433.5
010891993C,1,1658C1,22,BF          ,1,28.49,0.0,28.49
010892016C,1,1659CR,22,BF          ,1,142.1,0.0,142.1
010892685C,1,1658C1,53,BF          ,1,110.84,0.0,110.84
010892688C,1,1658C1,22,BF          ,1,9.99,0.0,9.99
010892689C,1,1658C1,22,BF          ,1,9.24,0.0,9.24
010892690C,1,1658C1,22,BF          ,1,10.74,0.0,10.74
010892691C,1,1658C1,22,BF          ,1,15.39,0.0,15.39
010892693C,1,1658C1,53,BF          ,1,25.7,0.0,25.7
010892696C,1,1658C1,55,BF          ,1,8.99,0.0,8.99
010893115C,1,1659C2,22,BF          ,1,1074.0,0.0,1074.0
010893386C,1,1659CR,55,BF          ,1,21.05,0.0,21.05
010893387C,1,1668SP,41,BF          ,1,1559.0,0.0,1559.0
010893394C,1,1668SP,41,BF          ,1,2419.17,0.0,2419.17
010893908C,1,1659CR,53,BF          ,1,21.05,0.0,21.05
010893949C,1,1659CR,53,BF          ,1,26.72,0.0,26.72
010893950C,1,1659CR,53,BF          ,1,266.29,0.0,266.29
010894754C,1,1668SP,41,BF          ,1,2000.0,0.0,2000.0
010894939C,1,1658C1,22,BF          ,1,38.46,0.0,38.46
010894941C,1,1658C1,22,BF          ,1,44.76,0.0,44.76
010894951C,1,1659CR,53,BF          ,1,74.55,0.0,74.55
010895253C,1,1659CR,53,BF          ,1,17.37,0.0,17.37
010895934C,1,1658C1,22,BF          ,1,9.99,0.0,9.99
010896144C,1,1659CR,53,BF          ,1,12.5,0.0,12.5
010896854C,1,1658C1,22,BF          ,1,11.86,0.0,11.86
010896866C,1,1659CR,53,BF          ,1,21.05,0.0,21.05
010896915C,1,1659CR,53,BF          ,1,64.57,0.0,64.57
010896924C,1,1659CR,53,BF          ,1,61.53,0.0,61.53
010896931C,1,1658C1,55,BF          ,1,84.13,0.0,84.13
010896932C,1,1658C1,22,BF          ,1,81.16,0.0,81.16
010897295C,1,1659C2,22,BF          ,1,40.37,0.0,40.37
010897303C,1,1668SP,41,BF          ,1,6887.88,0.0,6887.88
010897521C,1,1659CR,22,BF          ,1,317.1,0.0,317.1
010898471C,1,1659SR,22,BF          ,1,13.09,0.0,13.09
010898545C,1,1668SP,41,BF          ,1,1000.0,0.0,1000.0
010898547C,1,1668SP,41,BF          ,1,2818.04,0.0,2818.04
010899715C,1,1658C1,22,BF          ,1,6.53,0.0,6.53
010899716C,1,1658C1,22,BF          ,1,6.4,0.0,6.4
010899717C,1,1658C1,22,BF          ,1,6.64,0.0,6.64
010899718C,1,1658C1,22,BF          ,1,6.53,0.0,6.53
010900142C,1,1659CR,45,BF          ,1,35.22,0.0,35.22
010900144C,1,1668SP,41,BF          ,1,1237.33,0.0,1237.33
010900145C,1,1659CR,53,BF          ,1,25.06,0.0,25.06
010900150C,1,1668SP,41,BF          ,1,1086.0,0.0,1086.0
010900152C,1,1668SP,41,BF          ,1,1539.0,0.0,1539.0
010900154C,1,1668SP,41,BF          ,1,1651.0,0.0,1651.0
010900155C,1,1659C2,55,BF          ,1,39.49,0.0,39.49
010900355C,1,1658C1,22,BF          ,1,13.35,0.0,13.35
010900517C,1,1659C2,53,BF          ,1,37.6,0.0,37.6
010900519C,1,1659CR,53,BF          ,1,202.82,0.0,202.82
010900529C,1,1659C2,44,BF          ,1,11.07,0.0,11.07
010900530C,1,1659C2,44,BF          ,1,9.92,0.0,9.92
010900620C,1,1659CR,55,BF          ,1,289.55,0.0,289.55
010900971C,1,1659C2,55,BF          ,1,9.99,0.0,9.99
010901787C,1,1659CR,22,BF          ,1,259.2,0.0,259.2
010901824C,1,1668SP,41,BF          ,1,3550.0,0.0,3550.0
010901830C,1,1668SP,41,BF          ,1,2855.12,0.0,2855.12
010901832C,1,1659C2,22,BF          ,1,52.16,0.0,52.16
010902761C,1,1659CR,53,BF          ,1,53.28,0.0,53.28
010902903C,1,1658C1,22,BF          ,1,56.9,0.0,56.9
010902968C,1,1659CR,22,BF          ,1,23.16,0.0,23.16
010902973C,1,1659C2,22,BF          ,1,134.75,0.0,134.75
010903411C,1,1659C2,22,BF          ,1,72.58,0.0,72.58
010903917C,1,1668SP,41,BF          ,1,1257.0,0.0,1257.0
010903919C,1,1659C2,45,BF          ,1,40.87,0.0,40.87
010903927C,1,1668SP,41,BF          ,1,2779.0,0.0,2779.0
010904097C,1,1659CR,53,BF          ,1,163.2,0.0,163.2
010904578C,1,1658C1,22,BF          ,1,70.0,0.0,70.0
010904649C,1,1668SP,41,BF          ,1,1190.0,0.0,1190.0
010904654C,1,1659C2,22,BF          ,1,56.54,0.0,56.54
010904798C,1,1659CR,55,BF          ,1,163.2,0.0,163.2
010904805C,1,1659C2,22,BF          ,1,115.75,0.0,115.75
010904808C,1,1658C1,54,BF          ,1,6.83,0.0,6.83
010904810C,1,1658C1,54,BF          ,1,6.65,0.0,6.65
010905200C,1,1659C2,22,BF          ,1,138.25,0.0,138.25
010905337C,1,1659C2,45,BF          ,1,60.32,0.0,60.32
010905677C,1,1659CR,53,BF          ,1,263.2,0.0,263.2
010906254C,1,1659C2,53,BF          ,1,25.52,0.0,25.52
010907726C,1,1659C2,22,BF          ,1,28.82,0.0,28.82
010908068C,1,1659C2,22,BF          ,1,11.57,0.0,11.57
010908069C,1,1659C2,55,BF          ,1,12.85,0.0,12.85
010908070C,1,1659C2,55,BF          ,1,13.15,0.0,13.15
010908075C,1,1659CR,22,BF          ,1,20.06,0.0,20.06
010908285C,1,1658C1,22,BF          ,1,9.99,0.0,9.99
010908667C,1,1659C2,22,BF          ,1,31.68,0.0,31.68
010909687C,1,1658C1,22,BF          ,1,105.03,0.0,105.03
010909767C,1,1659CR,53,BF          ,1,303.6,0.0,303.6
010910320C,1,1659CR,53,BF          ,1,41.96,0.0,41.96
010911627C,1,1658C1,53,BF          ,1,91.22,0.0,91.22
010911853C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
010912454C,1,1659CR,53,BF          ,1,131.77,0.0,131.77
010913060C,1,1658C1,22,BF          ,1,38.19,0.0,38.19
010913101C,1,1659CR,53,BF          ,1,23.16,0.0,23.16
010913253C,1,1659CR,53,BF          ,1,23.16,0.0,23.16
010913261C,1,1659C2,44,BF          ,1,32.95,0.0,32.95
010913551C,1,1659CR,55,BF          ,1,50.79,0.0,50.79
010913589C,1,1659C2,22,BF          ,1,21.71,0.0,21.71
010913799C,1,1659C2,22,BF          ,1,112.75,0.0,112.75
010914301C,1,1659C2,53,BF          ,1,22.2,0.0,22.2
010914384C,1,1659CR,53,BF          ,1,227.9,0.0,227.9
010915533C,1,1658C1,53,BF          ,1,70.05,0.0,70.05
010915619C,1,1658C1,53,BF          ,1,36.12,0.0,36.12
010915810C,1,1659CR,22,BF          ,1,18.5,0.0,18.5
010916260C,1,1659CR,53,BF          ,1,276.1,0.0,276.1
010916879C,1,1659C2,53,BF          ,1,36.38,0.0,36.38
010916889C,1,1659C2,22,BF          ,1,92.01,0.0,92.01
010917172C,1,1659C2,53,BF          ,1,380.8,0.0,380.8
010917231C,1,1658C1,54,BF          ,1,20.9,0.0,20.9
010917520C,1,1659CR,53,BF          ,1,17.37,0.0,17.37
010917522C,1,1659C2,22,BF          ,1,18.85,0.0,18.85
010917531C,1,1658C1,22,BF          ,1,48.18,0.0,48.18
010917600C,1,1658C1,53,BF          ,1,8.74,0.0,8.74
010918786C,1,1658C1,22,BF          ,1,17.03,0.0,17.03
010918787C,1,1658C1,22,BF          ,1,6.18,0.0,6.18
010919258C,1,1659C2,53,BF          ,1,93.2,0.0,93.2
010919431C,1,1659CR,53,BF          ,1,276.1,0.0,276.1
010920784C,1,1668SP,41,BF          ,1,2500.0,0.0,2500.0
010920785C,1,1668SP,41,BF          ,1,2500.0,0.0,2500.0
010920793C,1,1659C2,45,BF          ,1,43.63,0.0,43.63
010920798C,1,1659C2,53,BF          ,1,53.57,0.0,53.57
010921865C,1,1659C2,22,BF          ,1,90.24,0.0,90.24
010922547C,1,1658C1,22,BF          ,1,11.11,0.0,11.11
010922553C,1,1658C1,22,BF          ,1,13.35,0.0,13.35
010924474C,1,1668SP,41,BF          ,1,3053.55,0.0,3053.55
010924475C,1,1668SP,41,BF          ,1,1389.0,0.0,1389.0
010924513C,1,1659C2,22,BF          ,1,112.75,0.0,112.75
010926025C,1,1659C2,44,BF          ,1,83.74,0.0,83.74
010926347C,1,1659C2,55,BF          ,1,13.06,0.0,13.06
010926348C,1,1659C2,55,BF          ,1,10.37,0.0,10.37
010926357C,1,1659C2,22,BF          ,1,279.25,0.0,279.25
010927552C,1,1659C2,55,BF          ,1,16.81,0.0,16.81
010928016C,1,1659C2,22,BF          ,1,29.04,0.0,29.04
010928491C,1,1658CS,22,BF          ,1,50.86,0.0,50.86
010928775C,2,976659,56,SU          ,2,0.0,0.0,0.0
010929235C,1,1668SP,41,BF          ,1,1000.0,0.0,1000.0
010929367C,1,1659C2,53,BF          ,1,34.89,0.0,34.89
010929982C,1,1659CR,45,BF          ,1,20.16,0.0,20.16
010930278C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
010933370C,1,1659C2,45,BF          ,1,48.42,0.0,48.42
010933370C,2,9DIS80,56,SU          ,2,0.0,0.0,0.0
010934894C,1,1659C2,44,BF          ,1,115.75,0.0,115.75
010934895C,1,1659C2,44,BF          ,1,125.75,0.0,125.75
010935366C,1,1658C1,53,BF          ,1,152.06,0.0,152.06
010935377C,1,1659C2,44,BF          ,1,63.73,0.0,63.73
010935469C,1,1668SP,41,BF          ,1,3299.85,0.0,3299.85
010935470C,1,1668SP,41,BF          ,1,3300.0,0.0,3300.0
010936178C,1,1659C2,22,BF          ,1,44.42,0.0,44.42
010936183C,1,1659CR,53,BF          ,1,217.2,0.0,217.2
010936381C,1,1659CR,53,BF          ,1,23.16,0.0,23.16
010936713C,1,1659CR,53,BF          ,1,26.64,0.0,26.64
010937087C,1,1658C1,44,BF          ,1,36.88,0.0,36.88
010937735C,1,1658C1,54,BF          ,1,51.23,0.0,51.23
010938121C,1,1659C2,22,BF          ,1,86.81,0.0,86.81
010938321C,1,1659C2,22,BF          ,1,112.75,0.0,112.75
010938962C,1,1659CR,55,BF          ,1,16.55,0.0,16.55
010939542C,1,1659C2,55,BF          ,1,64.26,0.0,64.26
010939731C,1,1659SR,53,BF          ,1,53.28,0.0,53.28
010940594C,1,1659CR,53,BF          ,1,300.0,0.0,300.0
010942232C,1,1659CR,53,BF          ,1,13.07,0.0,13.07
010942233C,1,1659CR,53,BF          ,1,28.01,0.0,28.01
010942239C,1,1659CR,53,BF          ,1,333.7,0.0,333.7
010942439C,1,1659C2,55,BF          ,1,62.42,0.0,62.42
010943849C,1,1659CR,22,BF          ,1,570.85,0.0,570.85
010943851C,1,1659C2,44,BF          ,1,35.38,0.0,35.38
010944558C,1,1658C1,22,BF          ,1,39.64,0.0,39.64
010945534C,1,1659CR,53,BF          ,1,301.4,0.0,301.4
010946392C,1,1659CR,55,BF          ,1,163.2,0.0,163.2
010946394C,1,1659CR,53,BF          ,1,281.98,0.0,281.98
010946649C,1,1659SR,53,BF          ,1,306.04,0.0,306.04
010947021C,1,1659CR,53,BF          ,1,527.2,0.0,527.2
010947489C,1,1668SP,41,BF          ,1,5000.0,0.0,5000.0
010947866C,1,1659CR,53,BF          ,1,548.0,0.0,548.0
010947867C,1,1659CR,45,BF          ,1,91.48,0.0,91.48
010947870C,1,1659C2,22,BF          ,1,390.25,0.0,390.25
010948195C,1,1659CR,53,BF          ,1,206.95,0.0,206.95
010948241C,1,1659CR,22,BF          ,1,417.25,0.0,417.25
010948270C,1,1668SP,41,BF          ,1,1500.0,0.0,1500.0
010949295C,1,1659CR,53,BF          ,1,74.55,0.0,74.55
010951456C,1,1659C2,22,BF          ,1,131.5,0.0,131.5
010952064C,1,1658C1,22,BF          ,1,41.54,0.0,41.54
010952069C,1,1659CR,53,BF          ,1,360.01,0.0,360.01
010952366C,1,1658C1,22,BF          ,1,56.9,0.0,56.9
010952369C,1,1659CR,53,BF          ,1,148.7,0.0,148.7
010953834C,1,1658C1,22,BF          ,1,67.1,0.0,67.1
010955034C,1,1658C1,22,BF          ,1,44.76,0.0,44.76
010955783C,1,1659C2,22,BF          ,1,200.5,0.0,200.5
010956144C,1,1659CR,55,BF          ,1,41.97,0.0,41.97
010956145C,1,1659CR,55,BF          ,1,40.23,0.0,40.23
010958111C,1,1658C1,44,BF          ,1,139.0,0.0,139.0
010958438C,1,1668SP,41,BF          ,1,0.0,0.0,0.0
010958446C,1,1659CR,53,BF          ,1,163.2,0.0,163.2
010959302C,1,1659CR,44,BF          ,1,148.7,0.0,148.7
010961712C,1,1659C2,55,BF          ,1,13.22,0.0,13.22
010963046C,1,1659CR,53,BF          ,1,368.2,0.0,368.2
010963588C,1,1658C1,22,BF          ,1,77.0,0.0,77.0
010965143C,1,1658C1,53,BF          ,1,25.65,0.0,25.65
010965145C,1,1658C1,55,BF          ,1,37.28,0.0,37.28
010965984C,1,1659CR,55,BF          ,1,50.79,0.0,50.79
010966767C,1,1659CR,53,BF          ,1,58.64,0.0,58.64
010968689C,1,1659CR,53,BF          ,1,206.95,0.0,206.95
010969227C,1,1668SP,41,BF          ,1,2500.0,0.0,2500.0
010969231C,1,1659CR,22,BF          ,1,188.1,0.0,188.1
010969329C,1,1659C2,22,BF          ,1,133.74,0.0,133.74
010969653C,1,1659C2,22,BF          ,1,164.5,0.0,164.5
010970211C,1,1659CR,53,BF          ,1,289.55,0.0,289.55
010971482C,1,1658C1,22,BF          ,1,208.6,0.0,208.6
010971527C,1,1659C2,22,BF          ,1,104.94,0.0,104.94
010971529C,1,1658C1,44,BF          ,1,49.28,0.0,49.28
010971538C,1,1658C1,22,BF          ,1,7.79,0.0,7.79
010974048C,1,1659C2,55,BF          ,1,121.0,0.0,121.0
010974140C,1,1668SP,41,BF          ,1,1672.0,0.0,1672.0
010974489C,1,1658C1,22,BF          ,1,11.86,0.0,11.86
010974838C,1,1668SP,41,BF          ,1,3000.0,0.0,3000.0
010974858C,1,1659C2,22,BF          ,1,128.5,0.0,128.5
010975741C,1,1668SP,41,BF          ,1,2138.0,0.0,2138.0
010975742C,1,1668SP,41,BF          ,1,1940.0,0.0,1940.0
010977876C,1,1668SP,41,BF          ,1,3646.24,0.0,3646.24
010979717C,1,1658C1,44,BF          ,1,36.62,0.0,36.62
010979722C,1,1659CR,53,BF          ,1,18.21,0.0,18.21
010980832C,1,1659C2,44,BF          ,1,138.25,0.0,138.25
010980836C,1,1659C2,22,BF          ,1,10.65,0.0,10.65
010981739C,1,1659CR,53,BF          ,1,263.2,0.0,263.2
010983356C,1,1659C2,22,BF          ,1,26.86,0.0,26.86
010983357C,1,1659C2,22,BF          ,1,53.57,0.0,53.57
010983828C,1,1658C1,53,BF          ,1,137.9,0.0,137.9
010984316C,1,1659CR,53,BF          ,1,13.09,0.0,13.09
010986137C,1,1659CR,53,BF          ,1,276.1,0.0,276.1
010986434C,1,1659CR,53,BF          ,1,157.28,0.0,157.28
010987089C,1,1659C2,22,BF          ,1,45.83,0.0,45.83
010987095C,1,1659C2,22,BF          ,1,52.93,0.0,52.93
010987611C,1,1659C2,22,BF          ,1,33.28,0.0,33.28
010988150C,1,1659CR,22,BF          ,1,13.09,0.0,13.09
010988590C,1,1659C2,22,BF          ,1,12.52,0.0,12.52
010989073C,1,1659CR,55,BF          ,1,317.1,0.0,317.1
010989913C,1,1659CR,53,BF          ,1,64.57,0.0,64.57
010990148C,1,1659CR,53,BF          ,1,268.48,0.0,268.48
010991641C,1,1659C2,55,BF          ,1,123.25,0.0,123.25
010991643C,1,1659C2,55,BF          ,1,112.75,0.0,112.75
010991949C,1,1659C2,22,BF          ,1,10.85,0.0,10.85
010991950C,1,1659C2,22,BF          ,1,11.07,0.0,11.07
010992096C,1,1659C2,22,BF          ,1,112.75,0.0,112.75
010992126C,1,1659C2,22,BF          ,1,142.0,0.0,142.0
010992127C,1,1659C2,22,BF          ,1,197.75,0.0,197.75
010992950C,1,1659CR,55,BF          ,1,197.35,0.0,197.35
010993014C,1,1659CR,53,BF          ,1,78.18,0.0,78.18
010993098C,1,1659CR,22,BF          ,1,58.64,0.0,58.64
010993841C,1,1659CR,22,BF          ,1,165.52,0.0,165.52
010994968C,1,1658C1,55,BF          ,1,55.13,0.0,55.13
010996389C,1,1659C2,22,BF          ,1,70.21,0.0,70.21
010996841C,1,1659CR,53,BF          ,1,276.1,0.0,276.1
010996983C,1,1659CR,53,BF          ,1,179.35,0.0,179.35
010996999C,1,1659C2,55,BF          ,1,11.57,0.0,11.57
010997242C,1,1658C1,22,BF          ,1,6.58,0.0,6.58
010997243C,1,1658C1,22,BF          ,1,7.26,0.0,7.26
010997600C,1,1659CR,55,BF          ,1,239.15,0.0,239.15
010999568C,1,1659C2,22,BF          ,1,11.31,0.0,11.31
011000000C,1,1659C2,22,BF          ,1,30.65,0.0,30.65
011000026C,1,1658C1,22,BF          ,1,154.98,0.0,154.98
011000854C,1,1668SP,41,BF          ,1,5000.0,0.0,5000.0
011001743C,1,1659C2,55,BF          ,1,9.92,0.0,9.92
011001744C,1,1658C1,22,BF          ,1,20.39,0.0,20.39
011001984C,1,1659CR,53,BF          ,1,523.42,0.0,523.42
011001990C,1,1668SP,41,BF          ,1,1000.0,0.0,1000.0
011002095C,1,1659CR,53,BF          ,1,263.2,0.0,263.2
011002254C,1,1659C2,22,BF          ,1,717.25,0.0,717.25
011002616C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
011003108C,1,1659C2,55,BF          ,1,9.92,0.0,9.92
011003162C,1,1659C2,53,BF          ,1,53.08,0.0,53.08
011004112C,1,1659C2,22,BF          ,1,23.14,0.0,23.14
011004272C,1,1659CR,22,BF          ,1,16.01,0.0,16.01
011004587C,1,1658C1,53,BF          ,1,148.91,0.0,148.91
011005190C,1,1659C2,55,BF          ,1,10.65,0.0,10.65
011005635C,1,1658C1,22,BF          ,1,23.28,0.0,23.28
011006631C,1,1659CR,22,BF          ,1,143.01,0.0,143.01
011006697C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
011006989C,1,1658C1,22,BF          ,1,6.46,0.0,6.46
011006990C,1,1658C1,22,BF          ,1,6.49,0.0,6.49
011007835C,1,1659C2,55,BF          ,1,10.85,0.0,10.85
011008137C,1,1658C1,22,BF          ,1,74.25,0.0,74.25
011008198C,1,1658C1,22,BF          ,1,85.0,0.0,85.0
011008665C,1,1659CR,22,BF          ,1,18.31,0.0,18.31
011008707C,1,1659CR,22,BF          ,1,188.1,0.0,188.1
011012401C,1,1659C2,22,BF          ,1,154.75,0.0,154.75
011013020C,1,1659C2,22,BF          ,1,25.28,0.0,25.28
011013545C,1,1659CR,53,BF          ,1,78.07,0.0,78.07
011013645C,1,1658C1,22,BF          ,1,6.27,0.0,6.27
011014276C,1,1659CR,53,BF          ,1,263.2,0.0,263.2
011014578C,1,1659CR,55,BF          ,1,197.35,0.0,197.35
011014579C,1,1658C1,22,BF          ,1,26.06,0.0,26.06
011014580C,1,1659C2,22,BF          ,1,32.67,0.0,32.67
011014739C,1,1658C1,53,BF          ,1,21.85,0.0,21.85
011015419C,1,1659CR,53,BF          ,1,34.22,0.0,34.22
011016293C,1,1659C2,55,BF          ,1,112.75,0.0,112.75
011016480C,1,1659CR,22,BF          ,1,171.05,0.0,171.05
011016867C,1,1659CR,45,BF          ,1,79.62,0.0,79.62
011017167C,1,1659C2,45,BF          ,1,23.85,0.0,23.85
011017841C,1,1659CR,53,BF          ,1,163.2,0.0,163.2
011018772C,1,1659C2,44,BF          ,1,18.95,0.0,18.95
011018779C,1,1668SP,41,BF          ,1,0.0,0.0,0.0
011019414C,1,1659CR,45,BF          ,1,36.03,0.0,36.03
011019552C,1,1659CR,53,BF          ,1,81.97,0.0,81.97
011020938C,1,1659C2,22,BF          ,1,549.5,0.0,549.5
011022030C,1,1659C2,22,BF          ,1,9.92,0.0,9.92
011024164C,1,1659C2,22,BF          ,1,304.0,0.0,304.0
011024459C,1,1659CR,53,BF          ,1,157.28,0.0,157.28
011025059C,1,1659C2,22,BF          ,1,10.85,0.0,10.85
011025088C,1,1659SR,53,BF          ,1,64.57,0.0,64.57
011025405C,1,1659CR,22,BF          ,1,227.9,0.0,227.9
011025478C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
011025612C,1,1659CR,45,BF          ,1,58.64,0.0,58.64
011026337C,1,1659SR,53,BF          ,1,20.06,0.0,20.06
011026547C,1,1659C2,55,BF          ,1,50.78,0.0,50.78
011027058C,1,1659C2,22,BF          ,1,11.07,0.0,11.07
011029696C,1,1658C1,44,BF          ,1,39.64,0.0,39.64
011030877C,1,1659C2,55,BF          ,1,159.4,0.0,159.4
011032672C,1,1659C2,22,BF          ,1,403.5,0.0,403.5
011032897C,1,1659C2,22,BF          ,1,597.4,0.0,597.4
011032898C,1,1659C2,22,BF          ,1,905.2,0.0,905.2
011033416C,1,1659CR,53,BF          ,1,30.91,0.0,30.91
011034306C,1,1659CR,22,BF          ,1,29.37,0.0,29.37
011035773C,1,1659CR,53,BF          ,1,326.32,0.0,326.32
011038065C,1,1659CR,55,BF          ,1,103.61,0.0,103.61
011038386C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
011038645C,1,1659C2,22,BF          ,1,112.75,0.0,112.75
011038778C,1,1659C2,22,BF          ,1,468.5,0.0,468.5
011038780C,1,1659C2,22,BF          ,1,419.5,0.0,419.5
011039701C,1,1659CR,53,BF          ,1,369.7,0.0,369.7
011039772C,1,1659CR,55,BF          ,1,167.08,0.0,167.08
011040022C,1,1659C2,53,BF          ,1,60.81,0.0,60.81
011040023C,1,1659C2,55,BF          ,1,48.36,0.0,48.36
011040527C,1,1659C2,55,BF          ,1,10.65,0.0,10.65
011040826C,1,1659CR,53,BF          ,1,217.2,0.0,217.2
011041120C,1,1658C1,53,BF          ,1,189.75,0.0,189.75
011041220C,1,1658C1,22,BF          ,1,19.39,0.0,19.39
011041479C,1,1659C2,22,BF          ,1,29.94,0.0,29.94
011041480C,1,1659CR,55,BF          ,1,263.2,0.0,263.2
011042328C,3,9DIS25,56,SU          ,3,0.0,0.0,0.0
011042434C,2,9DIS25,56,SU          ,2,0.0,0.0,0.0
011042637C,1,1659CR,53,BF          ,1,285.84,0.0,285.84
011042946C,1,1659CR,22,BF          ,1,376.3,0.0,376.3
011043749C,1,1659CR,53,BF          ,1,50.79,0.0,50.79
011044127C,1,1659C2,22,BF          ,1,57.59,0.0,57.59
011044131C,1,1659CR,53,BF          ,1,55.77,0.0,55.77
011044395C,1,1658C1,44,BF          ,1,71.75,0.0,71.75
011044907C,1,1659C2,45,BF          ,1,69.44,0.0,69.44
011045128C,1,1659CR,53,BF          ,1,50.79,0.0,50.79
011045129C,1,1659CR,53,BF          ,1,114.03,0.0,114.03
011045141C,1,1659C2,22,BF          ,1,55.82,0.0,55.82
011045350C,1,1659CR,22,BF          ,1,439.6,0.0,439.6
011045407C,1,1668SP,41,BF          ,1,1671.85,0.0,1671.85
011045448C,1,1659C2,22,BF          ,1,60.81,0.0,60.81
011045583C,1,1659C2,44,BF          ,1,114.5,0.0,114.5
011045618C,1,1659CR,53,BF          ,1,476.8,0.0,476.8
011045619C,1,1659CR,22,BF          ,1,333.7,0.0,333.7
011045768C,1,1658C1,22,BF          ,1,6.16,0.0,6.16
011045769C,1,1658C1,22,BF          ,1,6.25,0.0,6.25
011045847C,1,1659CR,53,BF          ,1,29.56,0.0,29.56
011045850C,1,1659C2,22,BF          ,1,329.25,0.0,329.25
011046104C,1,669 SR GD,53,BF          ,1,48.93,0.0,48.93
011047402C,1,1659CR,53,BF          ,1,37.91,0.0,37.91
011047403C,1,1659CR,53,BF          ,1,50.25,0.0,50.25
011047600C,1,1659CR,55,BF          ,1,35.35,0.0,35.35
011047873C,1,1668SP,41,BF          ,1,1000.0,0.0,1000.0
011048440C,1,1659C2,55,BF          ,1,48.36,0.0,48.36
011048543C,1,1659CR,22,BF          ,1,667.45,0.0,667.45
011048882C,1,1659CR,53,BF          ,1,667.45,0.0,667.45
011048886C,1,1659CR,53,BF          ,1,501.4,0.0,501.4
011049092C,1,1659CR,53,BF          ,1,124.24,0.0,124.24
011049319C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
011049922C,1,1659CR,53,BF          ,1,27.42,0.0,27.42
011050114C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
011050686C,1,1659CR,53,BF          ,1,17.68,0.0,17.68
011050803C,1,1658C1,22,BF          ,1,6.36,0.0,6.36
011050804C,1,1658C1,22,BF          ,1,6.25,0.0,6.25
011050972C,1,1668SP,41,BF          ,1,1852.0,0.0,1852.0
011050973C,1,1668SP,41,BF          ,1,1256.25,0.0,1256.25
011051051C,1,1658C1,22,BF          ,1,74.75,0.0,74.75
011051108C,1,1659CR,55,BF          ,1,214.94,0.0,214.94
011051323C,1,1659C2,53,BF          ,1,568.18,0.0,568.18
011051851C,1,1659CR,55,BF          ,1,237.98,0.0,237.98
011052511C,1,1659C2,22,BF          ,1,30.0,0.0,30.0
011052512C,1,1659C2,22,BF          ,1,30.21,0.0,30.21
011052581C,1,1659CR,55,BF          ,1,30.7,0.0,30.7
011052737C,1,1658C1,22,BF          ,1,70.5,0.0,70.5
011053076C,1,1659C2,55,BF          ,1,232.0,0.0,232.0
011053214C,1,1659CR,53,BF          ,1,303.6,0.0,303.6
011053428C,1,1658C1,53,BF          ,1,9.04,0.0,9.04
011054606C,1,1659C2,55,BF          ,1,217.0,0.0,217.0
011054841C,1,1658C1,22,BF          ,1,36.75,0.0,36.75
011054985C,2,9DIS70,56,SU          ,2,0.0,0.0,0.0
011054986C,2,9DIS70,56,SU          ,2,0.0,0.0,0.0
011054987C,3,9DIS80,22,SU          ,3,0.0,0.0,0.0
011056915C,1,1659C2,55,BF          ,1,9.99,0.0,9.99
011057485C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
011057611C,1,1659CR,53,BF          ,1,416.26,0.0,416.26
011057654C,1,1658C1,53,BF          ,1,27.28,0.0,27.28
011057904C,1,1658C1,54,BF          ,1,20.2,0.0,20.2
011058069C,1,1659CR,53,BF          ,1,44.12,0.0,44.12
011058218C,1,1668SP,41,BF          ,1,2000.0,0.0,2000.0
011058508C,1,1659C2,22,BF          ,1,53.72,0.0,53.72
011058905C,1,1659C2,53,BF          ,1,56.63,0.0,56.63
011058905C,2,9DIS80,56,SU          ,2,0.0,0.0,0.0
011059175C,1,1659C2,22,BF          ,1,296.0,0.0,296.0
011059202C,1,1658C1,55,BF          ,1,74.75,0.0,74.75
011059421C,1,1659C2,55,BF          ,1,22.42,0.0,22.42
011059456C,1,1659CR,53,BF          ,1,413.7,0.0,413.7
011060621C,1,1659C2,22,BF          ,1,115.75,0.0,115.75
011060625C,1,1659CR,22,BF          ,1,183.73,0.0,183.73
011060710C,1,1658C1,22,BF          ,1,17.82,0.0,17.82
011060901C,3,9DIS70,22,SU          ,3,0.0,0.0,0.0
011061046C,1,1659C2,22,BF          ,1,221.5,0.0,221.5
011061607C,1,1659C2,55,BF          ,1,35.51,0.0,35.51
