mpolicy,mseq,effective_date,date_added,record_sequence,claimnum,payee_source
010785164C,4,20180310,20180312,0,PS-010785164-004,OWNR
010785164C,5,20190310,20190311,0,PS-010785164-005,OWNR
010785164C,6,20200310,20200310,0,PS-010785164-006,OWNR
010785324C,10,20180318,20180319,0,PS-010785324-010,OWNR
010785324C,11,20190318,20190318,0,PS-010785324-011,OWNR
010785324C,12,20200318,20200318,0,PS-010785324-012,OWNR
010785324C,13,20210318,20210318,0,PS-010785324-013,OWNR
010785324C,14,20220318,20220318,0,PS-010785324-014,OWNR
010785324C,15,20230318,20230320,0,PS-010785324-015,OWNR
010785324C,16,20240318,20240318,0,PS-010785324-016,OWNR
010785324C,17,20250318,20250318,0,PS-010785324-017,OWNR
010785324C,18,20260318,20260318,0,PS-010785324-018,OWNR
010785777C,2,20180404,20180404,0,PS-010785777-002,OWNR
010786015C,8,20180318,20180319,0,PS-010786015-008,OWNR
010786015C,9,20190318,20190318,0,PS-010786015-009,OWNR
010786015C,10,20200318,20200318,0,PS-010786015-010,OWNR
010786015C,11,20210318,20210318,0,PS-010786015-011,OWNR
010786015C,12,20220318,20220318,0,PS-010786015-012,OWNR
010786015C,13,20230318,20230320,0,PS-010786015-013,OWNR
010786015C,14,20240318,20240318,0,PS-010786015-014,OWNR
010786152C,6,20180318,20180319,0,PS-010786152-006,OWNR
010786152C,7,20190318,20190318,0,PS-010786152-007,OWNR
010786152C,8,20200318,20200318,0,PS-010786152-008,OWNR
010786152C,9,20210318,20210318,0,PS-010786152-009,OWNR
010786152C,10,20220318,20220318,0,PS-010786152-010,OWNR
010786153C,3,20180512,20180514,0,PS-010786153-003,OWNR
010786153C,4,20190512,20190513,0,PS-010786153-004,OWNR
010786237C,8,20180319,20180319,0,PS-010786237-008,OWNR
010786237C,9,20190319,20190319,0,PS-010786237-009,OWNR
010786237C,10,20200319,20200319,0,PS-010786237-010,OWNR
010786237C,11,20210319,20210319,0,PS-010786237-011,OWNR
010786237C,12,20220319,20220321,0,PS-010786237-012,OWNR
010786237C,13,20230319,20230320,0,PS-010786237-013,OWNR
010786237C,14,20240319,20240319,0,PS-010786237-014,OWNR
010786240C,3,20180326,20180326,0,PS-010786240-003,OWNR
010786240C,4,20190326,20190326,0,PS-010786240-004,OWNR
010786312C,7,20180326,20180326,0,PS-010786312-007,OWNR
010786312C,8,20190326,20190326,0,PS-010786312-008,OWNR
010786312C,9,20200326,20200326,0,PS-010786312-009,OWNR
010786312C,10,20210326,20210326,0,PS-010786312-010,OWNR
010786312C,11,20220326,20220328,0,PS-010786312-011,OWNR
010786312C,12,20230326,20230327,0,PS-010786312-012,OWNR
010786316C,10,20180415,20180416,0,PS-010786316-010,OWNR
010786316C,11,20190415,20190415,0,PS-010786316-011,OWNR
010786316C,12,20200415,20200415,0,PS-010786316-012,OWNR
010786316C,13,20210415,20210415,0,PS-010786316-013,OWNR
010786316C,14,20220415,20220414,0,PS-010786316-014,OWNR
010786316C,15,20230415,20230417,0,PS-010786316-015,OWNR
010786316C,16,20240415,20240415,0,PS-010786316-016,OWNR
010786316C,17,20250415,20250415,0,PS-010786316-017,OWNR
010786316C,18,20260415,20260415,0,PS-010786316-018,OWNR
010786324C,2,20180404,20180404,0,PS-010786324-002,OWNR
010786490C,2,20180326,20180326,0,PS-010786490-002,OWNR
010786800C,8,20200312,20200512,0,PS-010786800-008,OWNR
010786800C,9,20210312,20210312,0,PS-010786800-009,OWNR
010786800C,10,20220312,20220314,0,PS-010786800-010,OWNR
010786800C,11,20230312,20230313,0,PS-010786800-011,OWNR
010786800C,12,20240312,20240312,0,PS-010786800-012,OWNR
010786800C,13,20250312,20250312,0,PS-010786800-013,OWNR
010786800C,14,20260312,20260312,0,PS-010786800-014,OWNR
010787147C,7,20180415,20180604,0,PS-010787147-007,OWNR
010787147C,8,20190415,20190415,0,PS-010787147-008,OWNR
010787147C,9,20200415,20200415,0,PS-010787147-009,OWNR
010787147C,10,20210415,20210415,0,PS-010787147-010,OWNR
010787147C,11,20220415,20220414,0,PS-010787147-011,OWNR
010787147C,12,20230415,20230417,0,PS-010787147-012,OWNR
010787237C,10,20180402,20180402,0,PS-010787237-010,OWNR
010787237C,11,20190402,20190402,0,PS-010787237-011,OWNR
010787237C,12,20200402,20200402,0,PS-010787237-012,OWNR
010787237C,13,20210402,20210401,0,PS-010787237-013,OWNR
010787237C,14,20220402,20220404,0,PS-010787237-014,OWNR
010787237C,15,20230402,20230403,0,PS-010787237-015,OWNR
010787237C,16,20240402,20240402,0,PS-010787237-016,OWNR
010787237C,17,20250402,20250407,0,PS-010787237-017,OWNR
010787237C,18,20260402,20260402,0,PS-010787237-018,OWNR
010787513C,10,20180403,20180403,0,PS-010787513-010,OWNR
010787513C,11,20190403,20190403,0,PS-010787513-011,OWNR
010787513C,12,20200403,20200403,0,PS-010787513-012,OWNR
010787513C,13,20210403,20210405,0,PS-010787513-013,OWNR
010787513C,14,20220403,20220404,0,PS-010787513-014,OWNR
010787513C,15,20230403,20230403,0,PS-010787513-015,OWNR
010787513C,16,20240403,20240403,0,PS-010787513-016,OWNR
010787513C,17,20250403,20250407,0,PS-010787513-017,OWNR
010787513C,18,20260403,20260402,0,PS-010787513-018,OWNR
010787560C,4,20240328,20240502,0,PS-010787560-004,OWNR
010787560C,5,20250328,20250328,0,PS-010787560-005,OWNR
010787560C,6,20260328,20260330,0,PS-010787560-006,OWNR
010787639C,8,20180414,20180416,0,PS-010787639-008,OWNR
010787639C,9,20190414,20190415,0,PS-010787639-009,OWNR
010787639C,10,20200414,20200414,0,PS-010787639-010,OWNR
010787639C,11,20210414,20210414,0,PS-010787639-011,OWNR
010787639C,12,20220414,20220414,0,PS-010787639-012,OWNR
010787639C,13,20230414,20230414,0,PS-010787639-013,OWNR
010787639C,14,20240414,20240415,0,PS-010787639-014,OWNR
010787762C,9,20180401,20180402,0,PS-010787762-009,OWNR
010787762C,10,20190401,20190401,0,PS-010787762-010,OWNR
010787762C,11,20200401,20200401,0,PS-010787762-011,OWNR
010787762C,12,20210401,20210401,0,PS-010787762-012,OWNR
010787762C,13,20220401,20220401,0,PS-010787762-013,OWNR
010787762C,14,20230401,20230403,0,PS-010787762-014,OWNR
010787762C,15,20240401,20240401,0,PS-010787762-015,OWNR
010787762C,16,20250401,20250401,0,PS-010787762-016,OWNR
010787952C,10,20180407,20180409,0,PS-010787952-010,OWNR
010787952C,11,20190407,20190408,0,PS-010787952-011,OWNR
010787952C,12,20200407,20200407,0,PS-010787952-012,OWNR
010787952C,13,20210407,20210407,0,PS-010787952-013,OWNR
010787952C,14,20220407,20220407,0,PS-010787952-014,OWNR
010787952C,15,20230407,20230406,0,PS-010787952-015,OWNR
010787952C,16,20240407,20240408,0,PS-010787952-016,OWNR
010787952C,17,20250407,20250407,0,PS-010787952-017,OWNR
010787952C,18,20260407,20260407,0,PS-010787952-018,OWNR
010788679C,7,20180404,20180404,0,PS-010788679-007,OWNR
010788679C,8,20190404,20190404,0,PS-010788679-008,OWNR
010788679C,9,20200404,20200406,0,PS-010788679-009,OWNR
010788679C,10,20210404,20210405,0,PS-010788679-010,OWNR
010788679C,11,20220404,20220404,0,PS-010788679-011,OWNR
010788679C,12,20230404,20230404,0,PS-010788679-012,OWNR
010789095C,6,20180409,20180409,0,PS-010789095-006,OWNR
010789095C,7,20190409,20190409,0,PS-010789095-007,OWNR
010789095C,8,20200409,20200409,0,PS-010789095-008,OWNR
010789095C,9,20210409,20210409,0,PS-010789095-009,OWNR
010789095C,10,20220409,20220411,0,PS-010789095-010,OWNR
010789213C,10,20180409,20180409,0,PS-010789213-010,OWNR
010789213C,11,20190409,20190409,0,PS-010789213-011,OWNR
010789213C,12,20200409,20200409,0,PS-010789213-012,OWNR
010789213C,13,20210409,20210409,0,PS-010789213-013,OWNR
010789213C,14,20220409,20220411,0,PS-010789213-014,OWNR
010789213C,15,20230409,20230410,0,PS-010789213-015,OWNR
010789213C,16,20240409,20240409,0,PS-010789213-016,OWNR
010789213C,17,20250409,20250409,0,PS-010789213-017,OWNR
010789213C,18,20260409,20260409,0,PS-010789213-018,OWNR
010789348C,6,20210410,20210716,0,PS-010789348-006,OWNR
010789348C,7,20220410,20220411,0,PS-010789348-007,OWNR
010789348C,8,20230410,20230410,0,PS-010789348-008,OWNR
010789348C,9,20240410,20240410,0,PS-010789348-009,OWNR
010789348C,10,20250410,20250411,0,PS-010789348-010,OWNR
010789351C,8,20180601,20180601,0,PS-010789351-008,OWNR
010789351C,9,20190601,20190603,0,PS-010789351-009,OWNR
010789351C,10,20200601,20200601,0,PS-010789351-010,OWNR
010789351C,11,20210601,20210601,0,PS-010789351-011,OWNR
010789351C,12,20220601,20220601,0,PS-010789351-012,OWNR
010789351C,13,20230601,20230601,0,PS-010789351-013,OWNR
010789351C,14,20240601,20240603,0,PS-010789351-014,OWNR
010789546C,5,20230417,20230619,0,PS-010789546-005,OWNR
010789546C,6,20240417,20240417,0,PS-010789546-006,OWNR
010789546C,7,20250417,20250417,0,PS-010789546-007,OWNR
010789546C,8,20260417,20260417,0,PS-010789546-008,OWNR
010789992C,3,20230407,20230406,0,PS-010789992-003,OWNR
010789992C,4,20240407,20240408,0,PS-010789992-004,OWNR
010790077C,10,20180414,20180416,0,PS-010790077-010,OWNR
010790077C,11,20190414,20190415,0,PS-010790077-011,OWNR
010790077C,12,20200414,20200414,0,PS-010790077-012,OWNR
010790077C,13,20210414,20210414,0,PS-010790077-013,OWNR
010790077C,14,20220414,20220414,0,PS-010790077-014,OWNR
010790077C,15,20230414,20230414,0,PS-010790077-015,OWNR
010790077C,16,20240414,20240415,0,PS-010790077-016,OWNR
010790077C,17,20250414,20250414,0,PS-010790077-017,OWNR
010790077C,18,20260414,20260414,0,PS-010790077-018,OWNR
010790176C,6,20180415,20180416,0,PS-010790176-006,OWNR
010790176C,7,20190415,20190415,0,PS-010790176-007,OWNR
010790176C,8,20200415,20200415,0,PS-010790176-008,OWNR
010790176C,9,20210415,20210415,0,PS-010790176-009,OWNR
010790176C,10,20220415,20220414,0,PS-010790176-010,OWNR
010790287C,10,20180417,20180417,0,PS-010790287-010,OWNR
010790287C,11,20190417,20190417,0,PS-010790287-011,OWNR
010790287C,12,20200417,20200417,0,PS-010790287-012,OWNR
010790287C,13,20210417,20210419,0,PS-010790287-013,OWNR
010790287C,14,20220417,20220418,0,PS-010790287-014,OWNR
010790287C,15,20230417,20230417,0,PS-010790287-015,OWNR
010790287C,16,20240417,20240417,0,PS-010790287-016,OWNR
010790287C,17,20250417,20250417,0,PS-010790287-017,OWNR
010790287C,18,20260417,20260417,0,PS-010790287-018,OWNR
010791323C,10,20180418,20180418,0,PS-010791323-010,OWNR
010791323C,11,20190418,20190418,0,PS-010791323-011,OWNR
010791323C,12,20200418,20200420,0,PS-010791323-012,OWNR
010791323C,13,20210418,20210419,0,PS-010791323-013,OWNR
010791323C,14,20220418,20220418,0,PS-010791323-014,OWNR
010791323C,15,20230418,20230418,0,PS-010791323-015,OWNR
010791323C,16,20240418,20240418,0,PS-010791323-016,OWNR
010791323C,17,20250418,20250417,0,PS-010791323-017,OWNR
010791323C,18,20260418,20260420,0,PS-010791323-018,OWNR
010791405C,10,20180418,20180418,0,PS-010791405-010,OWNR
010791405C,11,20190418,20190418,0,PS-010791405-011,OWNR
010791405C,12,20200418,20200420,0,PS-010791405-012,OWNR
010791405C,13,20210418,20210419,0,PS-010791405-013,OWNR
010791405C,14,20220418,20220418,0,PS-010791405-014,OWNR
010791405C,15,20230418,20230418,0,PS-010791405-015,OWNR
010791405C,16,20240418,20240418,0,PS-010791405-016,OWNR
010791405C,17,20250418,20250417,0,PS-010791405-017,OWNR
010791405C,18,20260418,20260420,0,PS-010791405-018,OWNR
010792884C,10,20180507,20180507,0,PS-010792884-010,OWNR
010792884C,11,20190507,20190507,0,PS-010792884-011,OWNR
010792884C,12,20200507,20200507,0,PS-010792884-012,OWNR
010792884C,13,20210507,20210507,0,PS-010792884-013,OWNR
010792884C,14,20220507,20220509,0,PS-010792884-014,OWNR
010792884C,15,20230507,20230508,0,PS-010792884-015,OWNR
010792884C,16,20240507,20240507,0,PS-010792884-016,OWNR
010792884C,17,20250507,20250507,0,PS-010792884-017,OWNR
010792884C,18,20260507,20260507,0,PS-010792884-018,OWNR
010792961C,10,20180515,20180515,0,PS-010792961-010,OWNR
010792961C,11,20190515,20190515,0,PS-010792961-011,OWNR
010792961C,12,20200515,20200515,0,PS-010792961-012,OWNR
010792961C,13,20210515,20210517,0,PS-010792961-013,OWNR
010792961C,14,20220515,20220516,0,PS-010792961-014,OWNR
010792961C,15,20230515,20230515,0,PS-010792961-015,OWNR
010792961C,16,20240515,20240515,0,PS-010792961-016,OWNR
010792961C,17,20250515,20250515,0,PS-010792961-017,OWNR
010792961C,18,20260515,20260515,0,PS-010792961-018,OWNR
010792997C,5,20180515,20180515,0,PS-010792997-005,OWNR
010792997C,6,20190515,20190515,0,PS-010792997-006,OWNR
010792997C,7,20200515,20200515,0,PS-010792997-007,OWNR
010792997C,8,20210515,20210517,0,PS-010792997-008,OWNR
010793582C,4,20180715,20180716,0,PS-010793582-004,OWNR
010793582C,5,20190715,20190715,0,PS-010793582-005,OWNR
010793582C,6,20200715,20200715,0,PS-010793582-006,OWNR
010793727C,6,20180515,20180515,0,PS-010793727-006,OWNR
010793727C,7,20190515,20190515,0,PS-010793727-007,OWNR
010793727C,8,20200515,20200515,0,PS-010793727-008,OWNR
010793727C,9,20210515,20210517,0,PS-010793727-009,OWNR
010793727C,10,20220515,20220516,0,PS-010793727-010,OWNR
010793737C,5,20180520,20180521,0,PS-010793737-005,OWNR
010793737C,6,20190520,20190520,0,PS-010793737-006,OWNR
010793737C,7,20200520,20200520,0,PS-010793737-007,OWNR
010793737C,8,20210520,20210520,0,PS-010793737-008,OWNR
010793830C,10,20180523,20180523,0,PS-010793830-010,OWNR
010793830C,11,20190523,20190523,0,PS-010793830-011,OWNR
010793830C,12,20200523,20200526,0,PS-010793830-012,OWNR
010793830C,13,20210523,20210524,0,PS-010793830-013,OWNR
010793830C,14,20220523,20220523,0,PS-010793830-014,OWNR
010793830C,15,20230523,20230523,0,PS-010793830-015,OWNR
010793830C,16,20240523,20240523,0,PS-010793830-016,OWNR
010793830C,17,20250523,20250523,0,PS-010793830-017,OWNR
010793830C,18,20260523,20260526,0,PS-010793830-018,OWNR
010794098C,10,20180514,20180514,0,PS-010794098-010,OWNR
010794098C,11,20190514,20190514,0,PS-010794098-011,OWNR
010794098C,12,20200514,20200514,0,PS-010794098-012,OWNR
010794098C,13,20210514,20210514,0,PS-010794098-013,OWNR
010794098C,14,20220514,20220516,0,PS-010794098-014,OWNR
010794098C,15,20230514,20230515,0,PS-010794098-015,OWNR
010794098C,16,20240514,20240514,0,PS-010794098-016,OWNR
010794098C,17,20250514,20250514,0,PS-010794098-017,OWNR
010794098C,18,20260514,20260514,0,PS-010794098-018,OWNR
010794099C,10,20180516,20180516,0,PS-010794099-010,OWNR
010794099C,11,20190516,20190516,0,PS-010794099-011,OWNR
010794099C,12,20200516,20200518,0,PS-010794099-012,OWNR
010794099C,13,20210516,20210517,0,PS-010794099-013,OWNR
010794099C,14,20220516,20220516,0,PS-010794099-014,OWNR
010794099C,15,20230516,20230516,0,PS-010794099-015,OWNR
010794099C,16,20240516,20240516,0,PS-010794099-016,OWNR
010794099C,17,20250516,20250516,0,PS-010794099-017,OWNR
010794099C,18,20260516,20260518,0,PS-010794099-018,OWNR
010794112C,5,20180523,20180523,0,PS-010794112-005,OWNR
010794112C,6,20190523,20190523,0,PS-010794112-006,OWNR
010794112C,7,20200523,20200526,0,PS-010794112-007,OWNR
010794112C,8,20210523,20210524,0,PS-010794112-008,OWNR
010794116C,8,20180523,20180523,0,PS-010794116-008,OWNR
010794116C,9,20190523,20190523,0,PS-010794116-009,OWNR
010794116C,10,20200523,20200526,0,PS-010794116-010,OWNR
010794116C,11,20210523,20210524,0,PS-010794116-011,OWNR
010794116C,12,20220523,20220523,0,PS-010794116-012,OWNR
010794116C,13,20230523,20230523,0,PS-010794116-013,OWNR
010794116C,14,20240523,20240523,0,PS-010794116-014,OWNR
010794265C,10,20180516,20180516,0,PS-010794265-010,OWNR
010794265C,11,20190516,20190516,0,PS-010794265-011,OWNR
010794265C,12,20200516,20200518,0,PS-010794265-012,OWNR
010794265C,13,20210516,20210517,0,PS-010794265-013,OWNR
010794265C,14,20220516,20220516,0,PS-010794265-014,OWNR
010794265C,15,20230516,20230516,0,PS-010794265-015,OWNR
010794265C,16,20240516,20240516,0,PS-010794265-016,OWNR
010794265C,17,20250516,20250516,0,PS-010794265-017,OWNR
010794265C,18,20260516,20260518,0,PS-010794265-018,OWNR
010794514C,9,20180601,20180801,0,PS-010794514-009,OWNR
010794514C,10,20190601,20190603,0,PS-010794514-010,OWNR
010794514C,11,20200601,20200601,0,PS-010794514-011,OWNR
010794514C,12,20210601,20210601,0,PS-010794514-012,OWNR
010794514C,13,20220601,20220601,0,PS-010794514-013,OWNR
010794514C,14,20230601,20230601,0,PS-010794514-014,OWNR
010794514C,15,20240601,20240603,0,PS-010794514-015,OWNR
010794514C,16,20250601,20250602,0,PS-010794514-016,OWNR
010794518C,2,20180601,20180601,0,PS-010794518-002,OWNR
010794520C,2,20180520,20180521,0,PS-010794520-002,OWNR
010794730C,9,20180601,20180601,0,PS-010794730-009,OWNR
010794730C,10,20190601,20190603,0,PS-010794730-010,OWNR
010794730C,11,20200601,20200601,0,PS-010794730-011,OWNR
010794730C,12,20210601,20210601,0,PS-010794730-012,OWNR
010794730C,13,20220601,20220601,0,PS-010794730-013,OWNR
010794730C,14,20230601,20230601,0,PS-010794730-014,OWNR
010794730C,15,20240601,20240603,0,PS-010794730-015,OWNR
010794730C,16,20250601,20250602,0,PS-010794730-016,OWNR
010794731C,9,20180601,20180601,0,PS-010794731-009,OWNR
010794731C,10,20190601,20190603,0,PS-010794731-010,OWNR
010794731C,11,20200601,20200601,0,PS-010794731-011,OWNR
010794731C,12,20210601,20210601,0,PS-010794731-012,OWNR
010794731C,13,20220601,20220601,0,PS-010794731-013,OWNR
010794731C,14,20230601,20230601,0,PS-010794731-014,OWNR
010794731C,15,20240601,20240603,0,PS-010794731-015,OWNR
010794731C,16,20250601,20250602,0,PS-010794731-016,OWNR
010794751C,9,20180601,20180601,0,PS-010794751-009,OWNR
010794751C,10,20190601,20190603,0,PS-010794751-010,OWNR
010794751C,11,20200601,20200601,0,PS-010794751-011,OWNR
010794751C,12,20210601,20210601,0,PS-010794751-012,OWNR
010794751C,13,20220601,20220601,0,PS-010794751-013,OWNR
010794751C,14,20230601,20230601,0,PS-010794751-014,OWNR
010794751C,15,20240601,20240603,0,PS-010794751-015,OWNR
010794751C,16,20250601,20250602,0,PS-010794751-016,OWNR
010795361C,10,20180527,20180529,0,PS-010795361-010,OWNR
010795361C,11,20190527,20190528,0,PS-010795361-011,OWNR
010795361C,12,20200527,20200527,0,PS-010795361-012,OWNR
010795361C,13,20210527,20210527,0,PS-010795361-013,OWNR
010795361C,14,20220527,20220527,0,PS-010795361-014,OWNR
010795361C,15,20230527,20230530,0,PS-010795361-015,OWNR
010795361C,16,20240527,20240528,0,PS-010795361-016,OWNR
010795361C,17,20250527,20250527,0,PS-010795361-017,OWNR
010795361C,18,20260527,20260527,0,PS-010795361-018,OWNR
010795564C,8,20180701,20180702,0,PS-010795564-008,OWNR
010795564C,9,20190701,20190701,0,PS-010795564-009,OWNR
010795564C,10,20200701,20200701,0,PS-010795564-010,OWNR
010795564C,11,20210701,20210701,0,PS-010795564-011,OWNR
010795564C,12,20220701,20220701,0,PS-010795564-012,OWNR
010795564C,13,20230701,20230703,0,PS-010795564-013,OWNR
010795564C,14,20240701,20240701,0,PS-010795564-014,OWNR
010795609C,2,20180503,20180503,0,PS-010795609-002,OWNR
010795612C,8,20180603,20180604,0,PS-010795612-008,OWNR
010795612C,9,20190603,20190603,0,PS-010795612-009,OWNR
010795612C,10,20200603,20200603,0,PS-010795612-010,OWNR
010795612C,11,20210603,20210603,0,PS-010795612-011,OWNR
010795612C,12,20220603,20220603,0,PS-010795612-012,OWNR
010795612C,13,20230603,20230605,0,PS-010795612-013,OWNR
010795612C,14,20240603,20240603,0,PS-010795612-014,OWNR
010795618C,3,20180701,20180702,0,PS-010795618-003,OWNR
010795618C,4,20190701,20190701,0,PS-010795618-004,OWNR
010795898C,10,20180528,20180529,0,PS-010795898-010,OWNR
010795898C,11,20190528,20190528,0,PS-010795898-011,OWNR
010795898C,12,20200528,20200528,0,PS-010795898-012,OWNR
010795898C,13,20210528,20210528,0,PS-010795898-013,OWNR
010795898C,14,20220528,20220531,0,PS-010795898-014,OWNR
010795898C,15,20230528,20230530,0,PS-010795898-015,OWNR
010795898C,16,20240528,20240528,0,PS-010795898-016,OWNR
010795898C,17,20250528,20250528,0,PS-010795898-017,OWNR
010795898C,18,20260528,20260528,0,PS-010795898-018,OWNR
010796355C,9,20180602,20180604,0,PS-010796355-009,OWNR
010796355C,10,20190602,20190603,0,PS-010796355-010,OWNR
010796355C,11,20200602,20200602,0,PS-010796355-011,OWNR
010796355C,12,20210602,20210602,0,PS-010796355-012,OWNR
010796355C,13,20220602,20220602,0,PS-010796355-013,OWNR
010796355C,14,20230602,20230602,0,PS-010796355-014,OWNR
010796355C,15,20240602,20240603,0,PS-010796355-015,OWNR
010796355C,16,20250602,20250602,0,PS-010796355-016,OWNR
010796356C,9,20180602,20180604,0,PS-010796356-009,OWNR
010796356C,10,20190602,20190603,0,PS-010796356-010,OWNR
010796356C,11,20200602,20200602,0,PS-010796356-011,OWNR
010796356C,12,20210602,20210602,0,PS-010796356-012,OWNR
010796356C,13,20220602,20220602,0,PS-010796356-013,OWNR
010796356C,14,20230602,20230602,0,PS-010796356-014,OWNR
010796356C,15,20240602,20240603,0,PS-010796356-015,OWNR
010796356C,16,20250602,20250602,0,PS-010796356-016,OWNR
010796707C,9,20180605,20180605,0,PS-010796707-009,OWNR
010796707C,10,20190605,20190605,0,PS-010796707-010,OWNR
