mpolicy,policy_digits,population,is_teacher_death,cso_total_paid,death_mpaid,death_mintamt,death_rows,death_claimstats,payee_sum_mamount,payee_rows,residual_cso_minus_death_mpaid,payee_minus_death_mpaid,non_death_rows,non_death_families,non_death_mpaid_sum_DO_NOT_ADD_TO_CSO,pactg_row_count,pactg_layer_totals_json,proposed_rule_class,proposed_rule_note,cso_plan_code,cso_last_pd_date
9010795047C,9010795047,AVAILABLE_MATCH,N,33704.04,33704.04,0.0,1,2,33704.04,1,0.0,0.0,0,,0.0,16,"{""clearing_death"": 33704.04, ""payout_death_claim_payment"": 33704.04, ""unapplied_intraco"": 772.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2018-07-10 00:00:00
9010795610C,9010795610,MISSING_ERIC_SUPPLY,N,12376.77,0.0,0.0,0,,0.0,0,12376.77,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164401,2017-06-30 00:00:00
9010795612C,9010795612,AVAILABLE_MATCH,N,12247.74,12247.74,0.0,1,2,14258.42,9,0.0,2010.68,7,PARTIAL_SURRENDER,2010.68,24,"{""clearing_death"": 12247.74, ""partial_surrender"": 2010.68, ""payout_death_claim_payment"": 12247.74, ""reinstatement_clearing"": 2010.68, ""unapplied_intraco"": 2010.68}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2025-05-07 00:00:00
9010795710C,9010795710,MISSING_ERIC_SUPPLY,N,5050.54,0.0,0.0,0,,0.0,0,5050.54,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164401,2017-03-29 00:00:00
9010795890C,9010795890,AVAILABLE_MATCH,N,7749.41,7749.41,0.0,1,2,7749.41,1,0.0,0.0,0,,0.0,6,"{""clearing_death"": 7711.52, ""interest_death_benefit"": 37.89, ""payout_death_claim_payment"": 7749.41, ""unapplied_intraco"": 343.26}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-01-10 00:00:00
9010796293C,9010796293,MISSING_ERIC_SUPPLY,N,9091.99,0.0,0.0,0,,0.0,0,9091.99,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-09-06 00:00:00
9010796325C,9010796325,AVAILABLE_MATCH,N,9102.19,9102.19,0.0,1,2,9102.19,1,0.0,0.0,0,,0.0,177,"{""clearing_death"": 9076.49, ""interest_death_benefit"": 25.7, ""payout_death_claim_payment"": 9102.19, ""unapplied_intraco"": 2611.74}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2025-04-15 00:00:00
9010796463C,9010796463,MISSING_ERIC_SUPPLY,N,50015.24,0.0,0.0,0,,0.0,0,50015.24,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,165902,2017-03-02 00:00:00
9010796554C,9010796554,IN_OUTPUT_NO_DEATH_HEADER,N,12555.55,0.0,0.0,0,,0.0,0,12555.55,0.0,1,DISBURSEMENT,0.0,86,"{""clearing_death"": 25029.72, ""interest_death_benefit"": 142.73, ""payout_death_claim_payment"": 6272.77, ""payout_related"": 6282.78, ""unapplied_intraco"": 10.03, ""unclassified"": 1494.47}",NO_DEATH_CLAIM_ROW,Policy in Output but no DEATH_CLAIM/CLAIMSTAT 1|2 header; do not use PS/surrender amounts,164402,2024-02-07 00:00:00
9010796821C,9010796821,AVAILABLE_MATCH,N,11283.32,11283.32,0.0,1,2,11283.32,1,0.0,0.0,0,,0.0,6,"{""clearing_death"": 11249.34, ""interest_death_benefit"": 33.98, ""payout_death_claim_payment"": 11283.32, ""unapplied_intraco"": 142.12}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2018-04-27 00:00:00
9010797854C,9010797854,AVAILABLE_MATCH,N,11267.32,11267.32,0.0,1,2,0.0,0,0.0,-11267.32,0,,0.0,9,"{""clearing_death"": 11267.32, ""payout_death_claim_payment"": 11267.32, ""unapplied_intraco"": 1303.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2021-03-12 00:00:00
9010797922C,9010797922,AVAILABLE_MATCH,N,8000.0,8000.0,0.0,1,2,9203.04,5,0.0,1203.04,4,PARTIAL_SURRENDER,1203.04,14,"{""clearing_death"": 8000.0, ""partial_surrender"": 1203.04, ""payout_death_claim_payment"": 8000.0, ""reinstatement_clearing"": 1203.04, ""unapplied_intraco"": 1203.04}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2021-09-15 00:00:00
9010798024C,9010798024,AVAILABLE_MATCH,N,28003.99,28003.99,0.0,1,2,28003.99,2,0.0,0.0,0,,0.0,90,"{""clearing_death"": 28003.99, ""payout_death_claim_payment"": 28003.99, ""unclassified"": 3431.4}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165902,2025-02-13 00:00:00
9010798031C,9010798031,AVAILABLE_MATCH,N,40000.0,40000.0,0.0,1,2,40946.8,3,0.0,946.8,2,PARTIAL_SURRENDER,946.8,8,"{""clearing_death"": 40000.0, ""partial_surrender"": 946.8, ""payout_death_claim_payment"": 40000.0, ""reinstatement_clearing"": 946.8, ""unapplied_intraco"": 946.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155901,2020-01-14 00:00:00
9010798517C,9010798517,AVAILABLE_MATCH,N,25038.26,25038.26,0.0,1,2,25038.26,1,0.0,0.0,0,,0.0,83,"{""clearing_death"": 25008.84, ""interest_death_benefit"": 29.42, ""payout_death_claim_payment"": 25038.26, ""unclassified"": 1164.46}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155802,2024-07-31 00:00:00
9010799083C,9010799083,AVAILABLE_MATCH,N,25000.0,25000.0,0.0,1,2,25000.0,2,0.0,0.0,0,,0.0,35,"{""clearing_death"": 25000.0, ""payout_death_claim_payment"": 25000.0, ""unclassified"": 2712.3}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,566702,2019-05-03 00:00:00
9010799171C,9010799171,MISSING_ERIC_SUPPLY,N,24368.23,0.0,0.0,0,,0.0,0,24368.23,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-11-15 00:00:00
9010799173C,9010799173,AVAILABLE_MATCH,N,9400.0,9400.0,0.0,1,2,10030.34,3,0.0,630.34,2,PARTIAL_SURRENDER,630.34,8,"{""clearing_death"": 9400.0, ""partial_surrender"": 630.34, ""payout_death_claim_payment"": 9400.0, ""reinstatement_clearing"": 630.34, ""unapplied_intraco"": 630.34}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-12-04 00:00:00
9010799472C,9010799472,AVAILABLE_MATCH,N,20255.35,20255.35,0.0,1,2,20255.35,6,0.0,0.0,0,,0.0,10,"{""clearing_death"": 20153.31, ""interest_death_benefit"": 102.04, ""payout_death_claim_payment"": 20255.35, ""unclassified"": 38.08}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2018-02-16 00:00:00
9010799821C,9010799821,AVAILABLE_MATCH,N,16647.17,16647.17,0.0,1,2,18151.37,7,0.0,1504.2,3,PARTIAL_SURRENDER,1504.2,14,"{""clearing_death"": 16647.17, ""partial_surrender"": 1504.2, ""payout_death_claim_payment"": 16647.17, ""reinstatement_clearing"": 1504.2, ""unapplied_intraco"": 1504.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2021-06-21 00:00:00
9010799895C,9010799895,AVAILABLE_MATCH,N,5000.0,5000.0,0.0,1,2,5179.35,3,0.0,179.35,1,PARTIAL_SURRENDER,179.35,6,"{""clearing_death"": 5000.0, ""partial_surrender"": 179.35, ""payout_death_claim_payment"": 5000.0, ""reinstatement_clearing"": 179.35, ""unapplied_intraco"": 179.35}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-02-13 00:00:00
9010800667C,9010800667,AVAILABLE_MATCH,N,9218.66,9218.66,0.0,1,2,0.0,0,0.0,-9218.66,0,,0.0,6,"{""clearing_death"": 9187.43, ""interest_death_benefit"": 31.23, ""payout_death_claim_payment"": 9218.66, ""unapplied_intraco"": 394.7}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2018-11-20 00:00:00
9010801398C,9010801398,AVAILABLE_MATCH,N,29306.86,29306.86,0.0,1,2,29306.86,2,0.0,0.0,0,,0.0,47,"{""clearing_death"": 29206.26, ""interest_death_benefit"": 100.6, ""payout_death_claim_payment"": 29306.86, ""unapplied_intraco"": 5534.34}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2023-04-11 00:00:00
9010801399C,9010801399,AVAILABLE_MATCH,N,25093.96,25093.96,0.0,1,2,25093.96,1,0.0,0.0,0,,0.0,32,"{""clearing_death"": 25013.2, ""interest_death_benefit"": 80.76, ""payout_death_claim_payment"": 25093.96, ""unclassified"": 792.12}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155902,2020-04-28 00:00:00
9010801734C,9010801734,AVAILABLE_MATCH,N,14694.65,14694.65,0.0,1,2,15799.25,6,0.0,1104.6,3,PARTIAL_SURRENDER,1104.6,16,"{""clearing_death"": 14645.78, ""interest_death_benefit"": 48.87, ""partial_surrender"": 1104.6, ""payout_death_claim_payment"": 22041.99, ""reinstatement_clearing"": 1104.6, ""unapplied_intraco"": 1104.6}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2021-05-26 00:00:00
9010802188C,9010802188,AVAILABLE_MATCH,N,11112.47,11112.47,0.0,1,2,11614.27,3,0.0,501.8,2,PARTIAL_SURRENDER,501.8,34,"{""clearing_death"": 11072.74, ""interest_death_benefit"": 39.73, ""partial_surrender"": 501.8, ""payout_death_claim_payment"": 11112.47, ""payout_related"": 176.64, ""reinstatement_clearing"": 501.8, ""unapplied_intraco"": 678.44, ""unclassified"": 507.84}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2020-07-15 00:00:00
9010802627C,9010802627,IN_OUTPUT_NO_DEATH_HEADER,N,4740.45,0.0,0.0,0,,157.28,1,4740.45,157.28,1,PARTIAL_SURRENDER,157.28,5,"{""clearing_death"": 4740.45, ""partial_surrender"": 157.28, ""payout_death_claim_payment"": 4740.45, ""reinstatement_clearing"": 157.28, ""unapplied_intraco"": 157.28}",NO_DEATH_CLAIM_ROW,Policy in Output but no DEATH_CLAIM/CLAIMSTAT 1|2 header; do not use PS/surrender amounts,164402,2019-04-08 00:00:00
9010802646C,9010802646,AVAILABLE_MATCH,N,11089.31,11089.31,0.0,1,2,13033.81,6,0.0,1944.5,5,PARTIAL_SURRENDER,1944.5,18,"{""clearing_death"": 11027.52, ""interest_death_benefit"": 61.79, ""partial_surrender"": 1944.5, ""payout_death_claim_payment"": 11089.31, ""reinstatement_clearing"": 1944.5, ""unapplied_intraco"": 1944.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2022-09-07 00:00:00
9010802648C,9010802648,MISSING_ERIC_SUPPLY,N,9315.43,0.0,0.0,0,,0.0,0,9315.43,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164401,2017-08-01 00:00:00
9010803025C,9010803025,MISSING_ERIC_SUPPLY,N,17499.78,0.0,0.0,0,,0.0,0,17499.78,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,165902,2021-11-08 00:00:00
9010803050C,9010803050,AVAILABLE_MATCH,N,12664.58,12664.58,0.0,1,2,12664.58,1,0.0,0.0,0,,0.0,33,"{""clearing_death"": 12506.36, ""interest_death_benefit"": 158.22, ""payout_death_claim_payment"": 12664.58, ""unclassified"": 1491.84}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2025-01-08 00:00:00
9010803051C,9010803051,AVAILABLE_MATCH,N,28484.97,28484.97,0.0,1,2,0.0,0,0.0,-28484.97,0,,0.0,13,"{""clearing_death"": 28399.19, ""interest_death_benefit"": 85.78, ""payout_death_claim_payment"": 28484.97, ""unclassified"": 2309.94}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2022-04-07 00:00:00
9010803233C,9010803233,MISSING_ERIC_SUPPLY,N,25000.0,0.0,0.0,0,,0.0,0,25000.0,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,165901,2018-02-15 00:00:00
9010803244C,9010803244,AVAILABLE_MATCH,N,9831.54,9831.54,0.0,1,2,9831.54,1,0.0,0.0,0,,0.0,5,"{""clearing_death"": 9797.79, ""interest_death_benefit"": 33.75, ""payout_death_claim_payment"": 9831.54, ""unclassified"": 21.05}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2018-02-21 00:00:00
9010803673C,9010803673,AVAILABLE_MATCH,N,25000.0,25000.0,0.0,1,2,25000.0,2,0.0,0.0,0,,0.0,3,"{""clearing_death"": 25000.0, ""payout_death_claim_payment"": 25000.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165901,2020-05-14 00:00:00
9010803678C,9010803678,MISSING_ERIC_SUPPLY,N,19475.59,0.0,0.0,0,,0.0,0,19475.59,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-09-06 00:00:00
9010803679C,9010803679,MISSING_ERIC_SUPPLY,N,24342.79,0.0,0.0,0,,0.0,0,24342.79,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164401,2017-09-06 00:00:00
9010803770C,9010803770,AVAILABLE_MATCH,N,5019.36,5019.36,0.0,1,2,5433.26,3,0.0,413.9,2,PARTIAL_SURRENDER,413.9,9,"{""clearing_death"": 5000.0, ""interest_death_benefit"": 19.36, ""partial_surrender"": 413.9, ""payout_death_claim_payment"": 5019.36, ""reinstatement_clearing"": 413.9, ""unapplied_intraco"": 413.9}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2020-11-05 00:00:00
9010803964C,9010803964,AVAILABLE_MATCH,N,25266.29,25266.29,0.0,1,2,25266.29,1,0.0,0.0,0,,0.0,58,"{""clearing_death"": 25266.29, ""payout_death_claim_payment"": 25266.29, ""unapplied_intraco"": 2342.52}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165901,2020-03-24 00:00:00
9010803993C,9010803993,AVAILABLE_MATCH,N,15856.57,15856.57,0.0,1,2,15856.57,1,0.0,0.0,0,,0.0,46,"{""clearing_death"": 15856.57, ""payout_death_claim_payment"": 15856.57, ""unapplied_intraco"": 1579.98, ""unclassified"": 834.12}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2025-05-21 00:00:00
9010804005C,9010804005,AVAILABLE_MATCH,N,25169.62,25169.62,0.0,1,2,25169.62,1,0.0,0.0,0,,0.0,81,"{""clearing_death"": 25008.82, ""interest_death_benefit"": 160.8, ""payout_death_claim_payment"": 25169.62, ""unclassified"": 490.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155801,2024-06-12 00:00:00
9010804489C,9010804489,AVAILABLE_MATCH,N,8113.28,8113.28,0.0,1,2,9416.48,7,0.0,1303.2,6,PARTIAL_SURRENDER,1303.2,33,"{""clearing_death"": 8113.28, ""partial_surrender"": 1303.2, ""payout_death_claim_payment"": 8113.28, ""reinstatement_clearing"": 1303.2, ""reversal"": 1303.2, ""unapplied_intraco"": 2606.4, ""unclassified"": 651.6}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2024-07-31 00:00:00
9010804608C,9010804608,AVAILABLE_MATCH,N,6117.18,6117.18,0.0,1,2,6117.18,1,0.0,0.0,0,,0.0,55,"{""clearing_death"": 6117.18, ""payout_death_claim_payment"": 6117.18, ""unclassified"": 612.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-02-08 00:00:00
9010805039C,9010805039,AVAILABLE_MATCH,N,11054.1,11054.1,0.0,1,2,11348.18,5,0.0,294.08,1,PARTIAL_SURRENDER,294.08,8,"{""clearing_death"": 11054.1, ""partial_surrender"": 294.08, ""payout_death_claim_payment"": 11054.1, ""reinstatement_clearing"": 294.08, ""unapplied_intraco"": 294.08}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2019-05-14 00:00:00
9010805052C,9010805052,MISSING_ERIC_SUPPLY,N,9366.1,0.0,0.0,0,,0.0,0,9366.1,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-07-25 00:00:00
9010805370C,9010805370,AVAILABLE_MATCH,N,25026.07,25026.07,0.0,1,2,25026.07,2,0.0,0.0,0,,0.0,67,"{""clearing_death"": 25026.07, ""payout_death_claim_payment"": 25026.07, ""unclassified"": 1825.11}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155901,2023-03-21 00:00:00
9010805394C,9010805394,AVAILABLE_MATCH,N,18394.0,18394.0,0.0,1,2,18394.0,2,0.0,0.0,0,,0.0,3,"{""clearing_death"": 18394.0, ""payout_death_claim_payment"": 18394.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165901,2020-04-22 00:00:00
9010806082C,9010806082,AVAILABLE_MATCH,N,25018.82,25018.82,0.0,1,2,25018.82,1,0.0,0.0,0,,0.0,56,"{""clearing_death"": 25018.82, ""payout_death_claim_payment"": 25018.82, ""unclassified"": 917.28}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165802,2022-05-19 00:00:00
9010806155C,9010806155,AVAILABLE_MATCH,N,10300.0,10300.0,0.0,1,2,11562.79,5,0.0,1262.79,3,PARTIAL_SURRENDER,1262.79,12,"{""clearing_death"": 10300.0, ""partial_surrender"": 1262.79, ""payout_death_claim_payment"": 10300.0, ""reinstatement_clearing"": 1262.79, ""unapplied_intraco"": 1262.79}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2020-10-29 00:00:00
9010806651C,9010806651,AVAILABLE_MATCH,N,25016.89,25016.89,0.0,1,2,25016.89,2,0.0,0.0,0,,0.0,44,"{""clearing_death"": 25016.89, ""payout_death_claim_payment"": 25016.89, ""unclassified"": 1447.6}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155902,2021-05-12 00:00:00
9010807378C,9010807378,AVAILABLE_MATCH,N,25002.17,25002.17,0.0,1,2,25002.17,1,0.0,0.0,0,,0.0,56,"{""clearing_death"": 25002.17, ""payout_death_claim_payment"": 25002.17, ""unclassified"": 575.05}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155901,2022-10-27 00:00:00
9010807516C,9010807516,AVAILABLE_MATCH,N,33624.06,33624.06,0.0,1,2,33624.06,1,0.0,0.0,0,,0.0,95,"{""clearing_death"": 33532.28, ""interest_death_benefit"": 91.78, ""payout_death_claim_payment"": 33624.06, ""unclassified"": 4156.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165002,2025-06-24 00:00:00
9010807698C,9010807698,AVAILABLE_MATCH,N,5080.15,5080.15,0.0,1,2,5618.2,4,0.0,538.05,3,PARTIAL_SURRENDER,538.05,15,"{""clearing_death"": 5000.0, ""interest_death_benefit"": 80.15, ""partial_surrender"": 538.05, ""payout_death_claim_payment"": 5080.15, ""reinstatement_clearing"": 538.05, ""reversal"": 538.05, ""unapplied_intraco"": 538.05}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2021-10-12 00:00:00
9010807720C,9010807720,AVAILABLE_MATCH,N,6127.22,6127.22,0.0,1,2,6695.62,5,0.0,568.4,4,PARTIAL_SURRENDER,568.4,32,"{""clearing_death"": 6127.22, ""partial_surrender"": 568.4, ""payout_death_claim_payment"": 6127.22, ""payout_related"": 115.11, ""reinstatement_clearing"": 568.4, ""reversal"": 284.2, ""unapplied_intraco"": 967.71, ""unclassified"": 460.44}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2023-03-14 00:00:00
9010807842C,9010807842,AVAILABLE_MATCH,N,125000.0,125000.0,0.0,1,2,125000.0,1,0.0,0.0,0,,0.0,189,"{""clearing_death"": 125000.0, ""payout_death_claim_payment"": 125000.0, ""payout_related"": 1176.56, ""reinstatement_related"": 337.26, ""unapplied_intraco"": 11366.87, ""unclassified"": 887.04}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,566802,2022-03-17 00:00:00
9010807844C,9010807844,AVAILABLE_MATCH,N,10059.24,10059.24,0.0,1,2,10059.24,3,0.0,0.0,0,,0.0,5,"{""clearing_death"": 10000.0, ""interest_death_benefit"": 59.24, ""payout_death_claim_payment"": 10059.24}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2021-07-01 00:00:00
9010807868C,9010807868,AVAILABLE_MATCH,N,5000.0,5000.0,0.0,1,2,5455.8,3,0.0,455.8,2,PARTIAL_SURRENDER,455.8,8,"{""clearing_death"": 5000.0, ""partial_surrender"": 455.8, ""payout_death_claim_payment"": 5000.0, ""reinstatement_clearing"": 455.8, ""unapplied_intraco"": 455.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2023-01-30 00:00:00
9010808361C,9010808361,AVAILABLE_MATCH,N,9405.28,9405.28,0.0,1,2,9405.28,1,0.0,0.0,0,,0.0,41,"{""clearing_death"": 9405.28, ""payout_death_claim_payment"": 9405.28, ""unclassified"": 660.06}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2021-08-30 00:00:00
9010808366C,9010808366,MISSING_ERIC_SUPPLY,N,6500.0,0.0,0.0,0,,0.0,0,6500.0,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2018-02-15 00:00:00
9010808721C,9010808721,AVAILABLE_MATCH,N,13518.31,13518.31,0.0,1,2,13518.31,2,0.0,0.0,0,,0.0,47,"{""clearing_death"": 13518.31, ""payout_death_claim_payment"": 13518.31, ""unclassified"": 949.44}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2021-08-16 00:00:00
9010808901C,9010808901,AVAILABLE_MATCH,N,25037.73,25037.73,0.0,1,2,25636.98,5,0.0,599.25,3,PARTIAL_SURRENDER,599.25,13,"{""clearing_death"": 25000.0, ""interest_death_benefit"": 37.73, ""partial_surrender"": 599.25, ""payout_death_claim_payment"": 25037.73, ""reinstatement_clearing"": 599.25, ""unapplied_intraco"": 599.25}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155902,2021-03-02 00:00:00
9010809309C,9010809309,AVAILABLE_MATCH,N,17102.86,17102.86,0.0,1,2,17102.86,2,0.0,0.0,0,,0.0,7,"{""clearing_death"": 17061.0, ""interest_death_benefit"": 41.86, ""payout_death_claim_payment"": 17102.86, ""unapplied_intraco"": 43.34}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,161301,2018-02-15 00:00:00
9010809311C,9010809311,AVAILABLE_MATCH,N,10070.96,10070.96,0.0,1,2,10070.96,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 10040.63, ""interest_death_benefit"": 30.33, ""payout_death_claim_payment"": 10070.96}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,161402,2022-06-01 00:00:00
9010809333C,9010809333,AVAILABLE_MATCH,N,18108.03,18108.03,0.0,1,2,18108.03,1,0.0,0.0,0,,0.0,54,"{""clearing_death"": 17909.44, ""interest_death_benefit"": 198.59, ""payout_death_claim_payment"": 18108.03, ""unapplied_intraco"": 1455.84}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,161302,2020-03-24 00:00:00
9010809547C,9010809547,MISSING_ERIC_SUPPLY,N,5744.77,0.0,0.0,0,,0.0,0,5744.77,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164401,2017-11-15 00:00:00
9010809930C,9010809930,AVAILABLE_MATCH,N,13070.65,13070.65,0.0,1,2,0.0,0,0.0,-13070.65,0,,0.0,11,"{""clearing_death"": 13070.65, ""payout_death_claim_payment"": 13070.65, ""unapplied_intraco"": 1913.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-05-05 00:00:00
9010809932C,9010809932,MISSING_ERIC_SUPPLY,N,25132.3,0.0,0.0,0,,0.0,0,25132.3,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,155901,2019-10-17 00:00:00
