MPOLICY,MDEP_BEFORE,MDEP_AFTER,MINTYTD_BEFORE,MINTYTD_AFTER,MINTDATE_BEFORE,MINTDATE_AFTER,MDEPINT
010904809C,0.0,0.0,0.0,0.0,,,4.50
010904810C,0.0,0.0,0.0,0.0,,,4.50
010905200C,0.0,0.0,0.0,0.0,,,4.50
010905337C,0.0,0.0,0.0,0.0,,,4.50
010905677C,0.0,0.0,0.0,0.0,,,4.50
010906254C,0.0,0.0,0.0,0.0,,,4.50
010907385C,0.0,0.0,0.0,0.0,,,4.00
010907726C,0.0,0.0,0.0,0.0,,,4.50
010908068C,0.0,0.0,0.0,0.0,,,4.50
010908069C,0.0,0.0,0.0,0.0,,,4.50
010908070C,0.0,0.0,0.0,0.0,,,4.50
010908075C,0.0,0.0,0.0,0.0,,,4.50
010908285C,0.0,0.0,0.0,0.0,,,4.50
010908667C,0.0,0.0,0.0,0.0,,,4.50
010908669C,0.0,0.0,0.0,0.0,,,4.50
010909669C,0.0,0.0,0.0,0.0,,,4.50
010909687C,0.0,0.0,0.0,0.0,,,4.50
010909767C,0.0,0.0,0.0,0.0,,,4.50
010910320C,0.0,0.0,0.0,0.0,,,4.50
010911627C,0.0,0.0,0.0,0.0,,,4.50
010911853C,0.0,0.0,0.0,0.0,,,4.50
010912454C,0.0,0.0,0.0,0.0,,,4.50
010913059C,0.0,0.0,0.0,0.0,,,4.50
010913060C,0.0,0.0,0.0,0.0,,,4.50
010913101C,0.0,0.0,0.0,0.0,,,4.50
010913253C,0.0,0.0,0.0,0.0,,,4.50
010913261C,0.0,0.0,0.0,0.0,,,4.50
010913551C,0.0,0.0,0.0,0.0,,,4.50
010913589C,0.0,0.0,0.0,0.0,,,4.50
010913799C,0.0,0.0,0.0,0.0,,,4.50
010914301C,0.0,0.0,0.0,0.0,,,4.50
010914378C,0.0,0.0,0.0,0.0,,,4.00
010914384C,0.0,0.0,0.0,0.0,,,4.50
010915030C,0.0,0.0,0.0,0.0,,,4.50
010915533C,0.0,0.0,0.0,0.0,,,4.50
010915619C,0.0,0.0,0.0,0.0,,,4.50
010915620C,0.0,0.0,0.0,0.0,,,4.00
010915810C,0.0,0.0,0.0,0.0,,,4.50
010916260C,0.0,0.0,0.0,0.0,,,4.50
010916282C,0.0,0.0,0.0,0.0,,,4.00
010916879C,0.0,0.0,0.0,0.0,,,4.50
010916889C,0.0,0.0,0.0,0.0,,,4.50
010917172C,0.0,0.0,0.0,0.0,,,4.50
010917231C,0.0,0.0,0.0,0.0,,,4.50
010917520C,0.0,0.0,0.0,0.0,,,4.50
010917522C,0.0,0.0,0.0,0.0,,,4.50
010917531C,0.0,0.0,0.0,0.0,,,4.50
010917599C,0.0,0.0,0.0,0.0,,,4.50
010917600C,0.0,0.0,0.0,0.0,,,4.50
010917601C,0.0,0.0,0.0,0.0,,,4.00
010917602C,0.0,0.0,0.0,0.0,,,4.00
010917603C,0.0,0.0,0.0,0.0,,,4.00
010917604C,0.0,0.0,0.0,0.0,,,4.00
010917605C,0.0,0.0,0.0,0.0,,,4.00
010918786C,0.0,0.0,0.0,0.0,,,4.50
010918787C,0.0,0.0,0.0,0.0,,,4.50
010919258C,0.0,0.0,0.0,0.0,,,4.50
010919431C,0.0,0.0,0.0,0.0,,,4.50
010920186C,0.0,0.0,0.0,0.0,,,4.50
010920784C,0.0,0.0,0.0,0.0,,,4.00
010920785C,0.0,0.0,0.0,0.0,,,4.00
010920793C,0.0,0.0,0.0,0.0,,,4.50
010920798C,0.0,0.0,0.0,0.0,,,4.50
010921853C,0.0,0.0,0.0,0.0,,,4.00
010921865C,0.0,0.0,0.0,0.0,,,4.50
010922547C,0.0,0.0,0.0,0.0,,,4.50
010922553C,0.0,0.0,0.0,0.0,,,4.50
010924474C,0.0,0.0,0.0,0.0,,,4.00
010924475C,0.0,0.0,0.0,0.0,,,4.00
010924487C,0.0,0.0,0.0,0.0,,,4.00
010924488C,0.0,0.0,0.0,0.0,,,4.00
010924513C,0.0,0.0,0.0,0.0,,,4.50
010924660C,0.0,0.0,0.0,0.0,,,4.50
010926025C,0.0,0.0,0.0,0.0,,,4.50
010926226C,0.0,0.0,0.0,0.0,,,4.00
010926346C,0.0,0.0,0.0,0.0,,,4.00
010926347C,0.0,0.0,0.0,0.0,,,4.50
010926348C,0.0,0.0,0.0,0.0,,,4.50
010926349C,0.0,0.0,0.0,0.0,,,4.00
010926357C,0.0,0.0,0.0,0.0,,,4.50
010926969C,0.0,0.0,0.0,0.0,,,4.00
010926970C,0.0,0.0,0.0,0.0,,,4.00
010927421C,0.0,0.0,0.0,0.0,,,4.50
010927552C,0.0,0.0,0.0,0.0,,,4.50
010927885C,0.0,0.0,0.0,0.0,,,4.00
010927989C,0.0,0.0,0.0,0.0,,,4.50
010928016C,0.0,0.0,0.0,0.0,,,4.50
010928261C,0.0,0.0,0.0,0.0,,,4.50
010928491C,0.0,0.0,0.0,0.0,,,4.50
010928495C,0.0,0.0,0.0,0.0,,,4.50
010928497C,0.0,0.0,0.0,0.0,,,4.50
010928498C,0.0,0.0,0.0,0.0,,,4.50
010928507C,0.0,0.0,0.0,0.0,,,4.50
010928775C,0.0,0.0,0.0,0.0,,,4.50
010929235C,0.0,0.0,0.0,0.0,,,4.00
010929367C,0.0,0.0,0.0,0.0,,,4.50
010929794C,0.0,0.0,0.0,0.0,,,4.50
010929982C,0.0,0.0,0.0,0.0,,,4.50
010930278C,0.0,0.0,0.0,0.0,,,4.50
010932886C,0.0,0.0,0.0,0.0,,,4.00
010933370C,0.0,0.0,0.0,0.0,,,4.50
010933488C,0.0,0.0,0.0,0.0,,,4.50
010934017C,0.0,0.0,0.0,0.0,,,4.00
010934894C,0.0,0.0,0.0,0.0,,,4.50
010934895C,0.0,0.0,0.0,0.0,,,4.50
010935366C,0.0,0.0,0.0,0.0,,,4.50
010935377C,0.0,0.0,0.0,0.0,,,4.50
010935469C,0.0,0.0,0.0,0.0,,,4.00
010935470C,0.0,0.0,0.0,0.0,,,4.00
010936178C,0.0,0.0,0.0,0.0,,,4.50
010936179C,0.0,0.0,0.0,0.0,,,4.00
010936183C,0.0,0.0,0.0,0.0,,,4.50
010936381C,0.0,0.0,0.0,0.0,,,4.50
010936709C,0.0,0.0,0.0,0.0,,,4.00
010936713C,0.0,0.0,0.0,0.0,,,4.50
010937087C,0.0,0.0,0.0,0.0,,,4.50
010937092C,0.0,0.0,0.0,0.0,,,4.00
010937735C,0.0,0.0,0.0,0.0,,,4.50
010937739C,0.0,0.0,0.0,0.0,,,4.00
010938121C,0.0,0.0,0.0,0.0,,,4.50
010938321C,0.0,0.0,0.0,0.0,,,4.50
010938962C,0.0,0.0,0.0,0.0,,,4.50
010939542C,0.0,0.0,0.0,0.0,,,4.50
010939731C,0.0,0.0,0.0,0.0,,,4.50
010940594C,0.0,0.0,0.0,0.0,,,4.50
010940855C,0.0,0.0,0.0,0.0,,,4.00
010941103C,0.0,0.0,0.0,0.0,,,4.50
010942232C,0.0,0.0,0.0,0.0,,,4.50
010942233C,0.0,0.0,0.0,0.0,,,4.50
010942239C,0.0,0.0,0.0,0.0,,,4.50
010942246C,0.0,0.0,0.0,0.0,,,4.50
010942439C,0.0,0.0,0.0,0.0,,,4.50
010943847C,0.0,0.0,0.0,0.0,,,4.50
010943849C,0.0,0.0,0.0,0.0,,,4.50
010943851C,0.0,0.0,0.0,0.0,,,4.50
010944558C,0.0,0.0,0.0,0.0,,,4.50
010945534C,0.0,0.0,0.0,0.0,,,4.50
010946392C,0.0,0.0,0.0,0.0,,,4.50
010946394C,0.0,0.0,0.0,0.0,,,4.50
010946647C,0.0,0.0,0.0,0.0,,,4.50
010946649C,0.0,0.0,0.0,0.0,,,4.50
010947021C,0.0,0.0,0.0,0.0,,,4.50
010947226C,0.0,0.0,0.0,0.0,,,4.50
010947245C,0.0,0.0,0.0,0.0,,,4.50
010947489C,0.0,0.0,0.0,0.0,,,4.00
010947866C,0.0,0.0,0.0,0.0,,,4.50
010947867C,0.0,0.0,0.0,0.0,,,4.50
010947870C,0.0,0.0,0.0,0.0,,,4.50
010948195C,0.0,0.0,0.0,0.0,,,4.50
010948241C,0.0,0.0,0.0,0.0,,,4.50
010948270C,0.0,0.0,0.0,0.0,,,4.00
010948278C,0.0,0.0,0.0,0.0,,,4.00
010949295C,0.0,0.0,0.0,0.0,,,4.50
010949672C,0.0,0.0,0.0,0.0,,,4.50
010950970C,0.0,0.0,0.0,0.0,,,4.00
010951159C,0.0,0.0,0.0,0.0,,,4.50
010951456C,0.0,0.0,0.0,0.0,,,4.50
010952064C,0.0,0.0,0.0,0.0,,,4.50
010952069C,0.0,0.0,0.0,0.0,,,4.50
010952366C,0.0,0.0,0.0,0.0,,,4.50
010952369C,0.0,0.0,0.0,0.0,,,4.50
010952386C,0.0,0.0,0.0,0.0,,,4.00
010953834C,0.0,0.0,0.0,0.0,,,4.50
010954823C,0.0,0.0,0.0,0.0,,,4.50
010955021C,0.0,0.0,0.0,0.0,,,4.00
010955034C,0.0,0.0,0.0,0.0,,,4.50
010955783C,0.0,0.0,0.0,0.0,,,4.50
010956144C,0.0,0.0,0.0,0.0,,,4.50
010956145C,0.0,0.0,0.0,0.0,,,4.50
010956610C,0.0,0.0,0.0,0.0,,,4.00
010956992C,0.0,0.0,0.0,0.0,,,4.50
010957789C,0.0,0.0,0.0,0.0,,,4.00
010957790C,0.0,0.0,0.0,0.0,,,4.00
010958111C,0.0,0.0,0.0,0.0,,,4.50
010958268C,0.0,0.0,0.0,0.0,,,4.50
010958438C,0.0,0.0,0.0,0.0,,,4.00
010958446C,0.0,0.0,0.0,0.0,,,4.50
010959100C,0.0,0.0,0.0,0.0,,,4.50
010959302C,0.0,0.0,0.0,0.0,,,4.50
010960586C,0.0,0.0,0.0,0.0,,,4.00
010960590C,0.0,0.0,0.0,0.0,,,4.00
010961712C,0.0,0.0,0.0,0.0,,,4.50
010961713C,0.0,0.0,0.0,0.0,,,4.00
010963046C,0.0,0.0,0.0,0.0,,,4.50
010963588C,0.0,0.0,0.0,0.0,,,4.50
010965143C,0.0,0.0,0.0,0.0,,,4.50
010965145C,0.0,0.0,0.0,0.0,,,4.50
010965984C,0.0,0.0,0.0,0.0,,,4.50
010966767C,0.0,0.0,0.0,0.0,,,4.50
010968283C,0.0,0.0,0.0,0.0,,,4.50
010968689C,0.0,0.0,0.0,0.0,,,4.50
010968808C,0.0,0.0,0.0,0.0,,,4.00
010968811C,0.0,0.0,0.0,0.0,,,4.00
010968813C,0.0,0.0,0.0,0.0,,,4.00
010968814C,0.0,0.0,0.0,0.0,,,4.00
010968815C,0.0,0.0,0.0,0.0,,,4.00
010968816C,0.0,0.0,0.0,0.0,,,4.00
010968821C,0.0,0.0,0.0,0.0,,,4.00
010969153C,0.0,0.0,0.0,0.0,,,4.50
010969227C,0.0,0.0,0.0,0.0,,,4.00
010969231C,0.0,0.0,0.0,0.0,,,4.50
010969329C,0.0,0.0,0.0,0.0,,,4.50
010969653C,0.0,0.0,0.0,0.0,,,4.50
010969839C,0.0,0.0,0.0,0.0,,,4.00
010970211C,0.0,0.0,0.0,0.0,,,4.50
010971482C,0.0,0.0,0.0,0.0,,,4.50
010971527C,0.0,0.0,0.0,0.0,,,4.50
010971528C,0.0,0.0,0.0,0.0,,,4.50
010971529C,0.0,0.0,0.0,0.0,,,4.50
010971538C,0.0,0.0,0.0,0.0,,,4.50
010971570C,0.0,0.0,0.0,0.0,,,4.50
010974048C,0.0,0.0,0.0,0.0,,,4.50
010974140C,0.0,0.0,0.0,0.0,,,4.00
010974489C,0.0,0.0,0.0,0.0,,,4.50
010974838C,0.0,0.0,0.0,0.0,,,4.00
010974858C,0.0,0.0,0.0,0.0,,,4.50
010975712C,0.0,0.0,0.0,0.0,,,4.00
010975741C,0.0,0.0,0.0,0.0,,,4.00
010975742C,0.0,0.0,0.0,0.0,,,4.00
010977876C,0.0,0.0,0.0,0.0,,,4.00
010978024C,0.0,0.0,0.0,0.0,,,4.00
010978232C,0.0,0.0,0.0,0.0,,,4.50
010979005C,0.0,0.0,0.0,0.0,,,4.50
010979717C,0.0,0.0,0.0,0.0,,,4.50
010979722C,0.0,0.0,0.0,0.0,,,4.50
010980832C,0.0,0.0,0.0,0.0,,,4.50
010980833C,0.0,0.0,0.0,0.0,,,4.50
010980836C,0.0,0.0,0.0,0.0,,,4.50
010981739C,0.0,0.0,0.0,0.0,,,4.50
010983356C,0.0,0.0,0.0,0.0,,,4.50
010983357C,0.0,0.0,0.0,0.0,,,4.50
010983389C,0.0,0.0,0.0,0.0,,,4.00
010983828C,0.0,0.0,0.0,0.0,,,4.50
010984316C,0.0,0.0,0.0,0.0,,,4.50
010985184C,0.0,0.0,0.0,0.0,,,4.50
010985217C,0.0,0.0,0.0,0.0,,,4.00
010985597C,0.0,0.0,0.0,0.0,,,4.50
010986137C,0.0,0.0,0.0,0.0,,,4.50
010986419C,0.0,0.0,0.0,0.0,,,4.50
010986434C,0.0,0.0,0.0,0.0,,,4.50
010986699C,0.0,0.0,0.0,0.0,,,4.50
010987089C,0.0,0.0,0.0,0.0,,,4.50
010987095C,0.0,0.0,0.0,0.0,,,4.50
010987413C,0.0,0.0,0.0,0.0,,,4.50
010987414C,0.0,0.0,0.0,0.0,,,4.50
010987464C,0.0,0.0,0.0,0.0,,,4.00
010987611C,0.0,0.0,0.0,0.0,,,4.50
010988150C,0.0,0.0,0.0,0.0,,,4.50
010988454C,0.0,0.0,0.0,0.0,,,4.00
010988538C,0.0,0.0,0.0,0.0,,,4.00
010988590C,0.0,0.0,0.0,0.0,,,4.50
010988862C,0.0,0.0,0.0,0.0,,,4.00
010989073C,0.0,0.0,0.0,0.0,,,4.50
010989860C,0.0,0.0,0.0,0.0,,,4.00
010989913C,0.0,0.0,0.0,0.0,,,4.50
010990148C,0.0,0.0,0.0,0.0,,,4.50
010990850C,0.0,0.0,0.0,0.0,,,4.50
010991108C,0.0,0.0,0.0,0.0,,,4.50
010991641C,0.0,0.0,0.0,0.0,,,4.50
010991643C,0.0,0.0,0.0,0.0,,,4.50
010991949C,0.0,0.0,0.0,0.0,,,4.50
010991950C,0.0,0.0,0.0,0.0,,,4.50
010992096C,0.0,0.0,0.0,0.0,,,4.50
010992126C,0.0,0.0,0.0,0.0,,,4.50
010992127C,0.0,0.0,0.0,0.0,,,4.50
010992950C,0.0,0.0,0.0,0.0,,,4.50
010993014C,0.0,0.0,0.0,0.0,,,4.50
010993098C,0.0,0.0,0.0,0.0,,,4.50
010993200C,0.0,0.0,0.0,0.0,,,4.00
010993201C,0.0,0.0,0.0,0.0,,,4.00
010993841C,0.0,0.0,0.0,0.0,,,4.50
010994236C,0.0,0.0,0.0,0.0,,,4.50
010994968C,0.0,0.0,0.0,0.0,,,4.50
010995983C,0.0,0.0,0.0,0.0,,,4.50
010995984C,0.0,0.0,0.0,0.0,,,4.50
010996389C,0.0,0.0,0.0,0.0,,,4.50
010996690C,0.0,0.0,0.0,0.0,,,4.50
010996841C,0.0,0.0,0.0,0.0,,,4.50
010996983C,0.0,0.0,0.0,0.0,,,4.50
010996999C,0.0,0.0,0.0,0.0,,,4.50
010997242C,0.0,0.0,0.0,0.0,,,4.50
010997243C,0.0,0.0,0.0,0.0,,,4.50
010997600C,0.0,0.0,0.0,0.0,,,4.50
010998652C,0.0,0.0,0.0,0.0,,,4.00
010998890C,0.0,0.0,0.0,0.0,,,4.50
010999170C,0.0,0.0,0.0,0.0,,,4.00
010999568C,0.0,0.0,0.0,0.0,,,4.50
010999694C,0.0,0.0,0.0,0.0,,,4.00
011000000C,0.0,0.0,0.0,0.0,,,4.50
011000026C,0.0,0.0,0.0,0.0,,,4.50
011000854C,0.0,0.0,0.0,0.0,,,4.00
011001302C,0.0,0.0,0.0,0.0,,,4.00
011001627C,0.0,0.0,0.0,0.0,,,4.50
011001742C,0.0,0.0,0.0,0.0,,,4.00
011001743C,0.0,0.0,0.0,0.0,,,4.50
011001744C,0.0,0.0,0.0,0.0,,,4.50
011001984C,0.0,0.0,0.0,0.0,,,4.50
011001990C,0.0,0.0,0.0,0.0,,,4.00
011002095C,0.0,0.0,0.0,0.0,,,4.50
011002254C,0.0,0.0,0.0,0.0,,,4.50
011002616C,0.0,0.0,0.0,0.0,,,4.50
011002664C,0.0,0.0,0.0,0.0,,,4.50
011003108C,0.0,0.0,0.0,0.0,,,4.50
011003162C,0.0,0.0,0.0,0.0,,,4.50
011003325C,0.0,0.0,0.0,0.0,,,4.00
011004112C,0.0,0.0,0.0,0.0,,,4.50
011004272C,0.0,0.0,0.0,0.0,,,4.50
011004587C,0.0,0.0,0.0,0.0,,,4.50
011005041C,0.0,0.0,0.0,0.0,,,4.00
011005190C,0.0,0.0,0.0,0.0,,,4.50
011005348C,0.0,0.0,0.0,0.0,,,4.50
011005435C,0.0,0.0,0.0,0.0,,,4.50
011005635C,0.0,0.0,0.0,0.0,,,4.50
011005855C,0.0,0.0,0.0,0.0,,,4.50
011005964C,0.0,0.0,0.0,0.0,,,4.00
011006631C,0.0,0.0,0.0,0.0,,,4.50
011006697C,0.0,0.0,0.0,0.0,,,4.50
011006781C,0.0,0.0,0.0,0.0,,,4.00
011006989C,0.0,0.0,0.0,0.0,,,4.50
011006990C,0.0,0.0,0.0,0.0,,,4.50
011007835C,0.0,0.0,0.0,0.0,,,4.50
011008137C,0.0,0.0,0.0,0.0,,,4.50
011008198C,0.0,0.0,0.0,0.0,,,4.50
011008665C,0.0,0.0,0.0,0.0,,,4.50
011008707C,0.0,0.0,0.0,0.0,,,4.50
011008708C,0.0,0.0,0.0,0.0,,,4.50
011010387C,0.0,0.0,0.0,0.0,,,4.50
011011155C,0.0,0.0,0.0,0.0,,,4.00
011011703C,0.0,0.0,0.0,0.0,,,4.50
011012401C,0.0,0.0,0.0,0.0,,,4.50
011013020C,0.0,0.0,0.0,0.0,,,4.50
011013545C,0.0,0.0,0.0,0.0,,,4.50
011013645C,0.0,0.0,0.0,0.0,,,4.50
011014276C,0.0,0.0,0.0,0.0,,,4.50
011014578C,0.0,0.0,0.0,0.0,,,4.50
011014579C,0.0,0.0,0.0,0.0,,,4.50
011014580C,0.0,0.0,0.0,0.0,,,4.50
011014739C,0.0,0.0,0.0,0.0,,,4.50
011015419C,0.0,0.0,0.0,0.0,,,4.50
011015985C,0.0,0.0,0.0,0.0,,,4.00
011016293C,0.0,0.0,0.0,0.0,,,4.50
011016480C,0.0,0.0,0.0,0.0,,,4.50
011016527C,0.0,0.0,0.0,0.0,,,4.50
011016867C,0.0,0.0,0.0,0.0,,,4.50
011017167C,0.0,0.0,0.0,0.0,,,4.50
011017289C,0.0,0.0,0.0,0.0,,,4.00
011017841C,0.0,0.0,0.0,0.0,,,4.50
011018249C,0.0,0.0,0.0,0.0,,,4.00
011018697C,0.0,0.0,0.0,0.0,,,4.00
011018772C,0.0,0.0,0.0,0.0,,,4.50
011018779C,0.0,0.0,0.0,0.0,,,4.00
011019414C,0.0,0.0,0.0,0.0,,,4.50
011019552C,0.0,0.0,0.0,0.0,,,4.50
011020938C,0.0,0.0,0.0,0.0,,,4.50
011022030C,0.0,0.0,0.0,0.0,,,4.50
011023481C,0.0,0.0,0.0,0.0,,,4.00
011023549C,0.0,0.0,0.0,0.0,,,4.50
011024164C,0.0,0.0,0.0,0.0,,,4.50
011024459C,0.0,0.0,0.0,0.0,,,4.50
011025059C,0.0,0.0,0.0,0.0,,,4.50
011025088C,0.0,0.0,0.0,0.0,,,4.50
011025405C,0.0,0.0,0.0,0.0,,,4.50
011025478C,0.0,0.0,0.0,0.0,,,4.50
011025612C,0.0,0.0,0.0,0.0,,,4.50
011026337C,0.0,0.0,0.0,0.0,,,4.50
011026547C,0.0,0.0,0.0,0.0,,,4.50
011027058C,0.0,0.0,0.0,0.0,,,4.50
011028990C,0.0,0.0,0.0,0.0,,,4.50
011029547C,0.0,0.0,0.0,0.0,,,4.50
011029696C,0.0,0.0,0.0,0.0,,,4.50
011029895C,0.0,0.0,0.0,0.0,,,4.00
011030877C,0.0,0.0,0.0,0.0,,,4.50
011032090C,0.0,0.0,0.0,0.0,,,4.00
011032672C,0.0,0.0,0.0,0.0,,,4.50
011032897C,0.0,0.0,0.0,0.0,,,4.50
011032898C,0.0,0.0,0.0,0.0,,,4.50
011033048C,0.0,0.0,0.0,0.0,,,4.50
011033416C,0.0,0.0,0.0,0.0,,,4.50
011033576C,0.0,0.0,0.0,0.0,,,4.50
011034306C,0.0,0.0,0.0,0.0,,,4.50
011034609C,0.0,0.0,0.0,0.0,,,4.00
011035652C,0.0,0.0,0.0,0.0,,,4.50
011035773C,0.0,0.0,0.0,0.0,,,4.50
011036041C,0.0,0.0,0.0,0.0,,,4.50
011036054C,0.0,0.0,0.0,0.0,,,4.50
011038065C,0.0,0.0,0.0,0.0,,,4.50
011038386C,0.0,0.0,0.0,0.0,,,4.50
011038645C,0.0,0.0,0.0,0.0,,,4.50
011038778C,0.0,0.0,0.0,0.0,,,4.50
011038780C,0.0,0.0,0.0,0.0,,,4.50
011038794C,0.0,0.0,0.0,0.0,,,4.50
011039701C,0.0,0.0,0.0,0.0,,,4.50
011039772C,0.0,0.0,0.0,0.0,,,4.50
011040022C,0.0,0.0,0.0,0.0,,,4.50
011040023C,0.0,0.0,0.0,0.0,,,4.50
011040294C,0.0,0.0,0.0,0.0,,,4.50
011040527C,0.0,0.0,0.0,0.0,,,4.50
011040826C,0.0,0.0,0.0,0.0,,,4.50
011041120C,0.0,0.0,0.0,0.0,,,4.50
011041220C,0.0,0.0,0.0,0.0,,,4.50
011041375C,0.0,0.0,0.0,0.0,,,4.50
011041479C,0.0,0.0,0.0,0.0,,,4.50
011041480C,0.0,0.0,0.0,0.0,,,4.50
011042316C,0.0,0.0,0.0,0.0,,,4.00
011042317C,0.0,0.0,0.0,0.0,,,4.00
011042328C,0.0,0.0,0.0,0.0,,,4.00
011042400C,0.0,0.0,0.0,0.0,,,4.50
011042434C,0.0,0.0,0.0,0.0,,,4.00
011042491C,0.0,0.0,0.0,0.0,,,4.00
011042625C,0.0,0.0,0.0,0.0,,,4.50
011042637C,0.0,0.0,0.0,0.0,,,4.50
011042946C,0.0,0.0,0.0,0.0,,,4.50
011043749C,0.0,0.0,0.0,0.0,,,4.50
011044127C,0.0,0.0,0.0,0.0,,,4.50
011044131C,0.0,0.0,0.0,0.0,,,4.50
011044132C,0.0,0.0,0.0,0.0,,,4.50
011044395C,0.0,0.0,0.0,0.0,,,4.50
011044907C,0.0,0.0,0.0,0.0,,,4.50
011045128C,0.0,0.0,0.0,0.0,,,4.50
011045129C,0.0,0.0,0.0,0.0,,,4.50
011045141C,0.0,0.0,0.0,0.0,,,4.50
011045350C,0.0,0.0,0.0,0.0,,,4.50
011045407C,0.0,0.0,0.0,0.0,,,4.00
011045448C,0.0,0.0,0.0,0.0,,,4.50
011045583C,0.0,0.0,0.0,0.0,,,4.50
011045618C,0.0,0.0,0.0,0.0,,,4.50
011045619C,0.0,0.0,0.0,0.0,,,4.50
011045768C,0.0,0.0,0.0,0.0,,,4.50
011045769C,0.0,0.0,0.0,0.0,,,4.50
011045847C,0.0,0.0,0.0,0.0,,,4.50
011045850C,0.0,0.0,0.0,0.0,,,4.50
011046104C,0.0,0.0,0.0,0.0,,,4.50
011046268C,0.0,0.0,0.0,0.0,,,4.50
011047402C,0.0,0.0,0.0,0.0,,,4.50
011047403C,0.0,0.0,0.0,0.0,,,4.50
011047600C,0.0,0.0,0.0,0.0,,,4.50
011047682C,0.0,0.0,0.0,0.0,,,4.50
011047683C,0.0,0.0,0.0,0.0,,,4.50
011047684C,0.0,0.0,0.0,0.0,,,4.50
011047873C,0.0,0.0,0.0,0.0,,,4.00
011048440C,0.0,0.0,0.0,0.0,,,4.50
011048543C,0.0,0.0,0.0,0.0,,,4.50
011048882C,0.0,0.0,0.0,0.0,,,4.50
011048886C,0.0,0.0,0.0,0.0,,,4.50
011049092C,0.0,0.0,0.0,0.0,,,4.50
011049319C,0.0,0.0,0.0,0.0,,,4.50
011049922C,0.0,0.0,0.0,0.0,,,4.50
011050114C,0.0,0.0,0.0,0.0,,,4.50
011050653C,0.0,0.0,0.0,0.0,,,4.50
011050686C,0.0,0.0,0.0,0.0,,,4.50
011050803C,0.0,0.0,0.0,0.0,,,4.50
011050804C,0.0,0.0,0.0,0.0,,,4.50
011050972C,0.0,0.0,0.0,0.0,,,4.00
011050973C,0.0,0.0,0.0,0.0,,,4.00
011051051C,0.0,0.0,0.0,0.0,,,4.50
011051108C,0.0,0.0,0.0,0.0,,,4.50
011051323C,0.0,0.0,0.0,0.0,,,4.50
011051851C,0.0,0.0,0.0,0.0,,,4.50
011052511C,0.0,0.0,0.0,0.0,,,4.50
011052512C,0.0,0.0,0.0,0.0,,,4.50
011052581C,0.0,0.0,0.0,0.0,,,4.50
011052719C,0.0,0.0,0.0,0.0,,,4.00
011052737C,0.0,0.0,0.0,0.0,,,4.50
011053076C,0.0,0.0,0.0,0.0,,,4.50
011053214C,0.0,0.0,0.0,0.0,,,4.50
011053428C,0.0,0.0,0.0,0.0,,,4.50
011053767C,0.0,0.0,0.0,0.0,,,4.00
011053882C,0.0,0.0,0.0,0.0,,,4.50
011054089C,0.0,0.0,0.0,0.0,,,4.00
011054122C,0.0,0.0,0.0,0.0,,,4.00
011054196C,0.0,0.0,0.0,0.0,,,4.00
011054324C,0.0,0.0,0.0,0.0,,,4.50
011054606C,0.0,0.0,0.0,0.0,,,4.50
011054707C,0.0,0.0,0.0,0.0,,,4.00
011054839C,0.0,0.0,0.0,0.0,,,4.00
011054840C,0.0,0.0,0.0,0.0,,,4.00
011054841C,0.0,0.0,0.0,0.0,,,4.50
011054985C,0.0,0.0,0.0,0.0,,,4.00
011054986C,0.0,0.0,0.0,0.0,,,4.00
011054987C,0.0,0.0,0.0,0.0,,,4.50
011056407C,0.0,0.0,0.0,0.0,,,4.00
011056748C,0.0,0.0,0.0,0.0,,,4.00
011056915C,0.0,0.0,0.0,0.0,,,4.50
011057485C,0.0,0.0,0.0,0.0,,,4.50
011057611C,0.0,0.0,0.0,0.0,,,4.50
011057654C,0.0,0.0,0.0,0.0,,,4.50
011057904C,0.0,0.0,0.0,0.0,,,4.50
011058069C,0.0,0.0,0.0,0.0,,,4.50
011058218C,0.0,0.0,0.0,0.0,,,4.00
011058508C,0.0,0.0,0.0,0.0,,,4.50
011058905C,0.0,0.0,0.0,0.0,,,4.50
011059175C,0.0,0.0,0.0,0.0,,,4.50
011059202C,0.0,0.0,0.0,0.0,,,4.50
011059291C,0.0,0.0,0.0,0.0,,,4.00
011059421C,0.0,0.0,0.0,0.0,,,4.50
011059456C,0.0,0.0,0.0,0.0,,,4.50
011060427C,0.0,0.0,0.0,0.0,,,4.00
011060621C,0.0,0.0,0.0,0.0,,,4.50
011060625C,0.0,0.0,0.0,0.0,,,4.50
011060710C,0.0,0.0,0.0,0.0,,,4.50
011060901C,0.0,0.0,0.0,0.0,,,4.00
011061044C,0.0,0.0,0.0,0.0,,,4.00
011061046C,0.0,0.0,0.0,0.0,,,4.50
011061607C,0.0,0.0,0.0,0.0,,,4.50
011061723C,0.0,0.0,0.0,0.0,,,4.50
011061924C,0.0,0.0,0.0,0.0,,,4.50
011062307C,0.0,0.0,0.0,0.0,,,4.00
011062606C,0.0,0.0,0.0,0.0,,,4.50
011062607C,0.0,0.0,0.0,0.0,,,4.50
011062815C,0.0,0.0,0.0,0.0,,,4.50
011063691C,0.0,0.0,0.0,0.0,,,4.50
011063727C,0.0,0.0,0.0,0.0,,,4.00
011064334C,0.0,0.0,0.0,0.0,,,4.50
011064372C,0.0,0.0,0.0,0.0,,,4.00
011064373C,0.0,0.0,0.0,0.0,,,4.00
