prototype_claimnum,sequence_number,reconstructed_claim_id,derivation_candidate_id,enhanced_settlement_group_id,policy_number,claim_family,derivation_confidence,lineage_source
CLM0001612,1612,RC-9010792705-1-SURRENDER_CLAIM-C1-20190503,QDC-RC-9010792705-1-SURRENDER_CLAIM-C1-20190503,ESG-9010792705-RC-9010792705-1-SURRENDER_CLAIM-C1-20190503-SOLO,9010792705,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001613,1613,RC-9010792705-1-SURRENDER_CLAIM-C2-20200503,QDC-RC-9010792705-1-SURRENDER_CLAIM-C2-20200503,ESG-9010792705-RC-9010792705-1-SURRENDER_CLAIM-C2-20200503-SOLO,9010792705,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001614,1614,RC-9010792705-1-SURRENDER_CLAIM-C3-20210503,QDC-RC-9010792705-1-SURRENDER_CLAIM-C3-20210503,ESG-9010792705-RC-9010792705-1-SURRENDER_CLAIM-C3-20210503-SOLO,9010792705,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001615,1615,RC-9010792705-1-SURRENDER_CLAIM-C4-20220503,QDC-RC-9010792705-1-SURRENDER_CLAIM-C4-20220503,ESG-9010792705-RC-9010792705-1-SURRENDER_CLAIM-C4-20220503-SOLO,9010792705,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001616,1616,RC-9010792706-1-DISBURSEMENT_CLAIM-C0-20250610,QDC-RC-9010792706-1-DISBURSEMENT_CLAIM-C0-20250610,ESG-9010792706-RC-9010792706-1-DISBURSEMENT_CLAIM-C0-20250610-SOLO,9010792706,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001617,1617,RC-9010792706-1-SURRENDER_CLAIM-C0-20180503,QDC-RC-9010792706-1-SURRENDER_CLAIM-C0-20180503,ESG-9010792706-RC-9010792706-1-SURRENDER_CLAIM-C0-20180503-SOLO,9010792706,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001618,1618,RC-9010792706-1-SURRENDER_CLAIM-C1-20190503,QDC-RC-9010792706-1-SURRENDER_CLAIM-C1-20190503,ESG-9010792706-RC-9010792706-1-SURRENDER_CLAIM-C1-20190503-SOLO,9010792706,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001619,1619,RC-9010792706-1-SURRENDER_CLAIM-C2-20200503,QDC-RC-9010792706-1-SURRENDER_CLAIM-C2-20200503,ESG-9010792706-RC-9010792706-1-SURRENDER_CLAIM-C2-20200503-SOLO,9010792706,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001620,1620,RC-9010792706-1-SURRENDER_CLAIM-C3-20210503,QDC-RC-9010792706-1-SURRENDER_CLAIM-C3-20210503,ESG-9010792706-RC-9010792706-1-SURRENDER_CLAIM-C3-20210503-SOLO,9010792706,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001621,1621,RC-9010792706-1-SURRENDER_CLAIM-C4-20220503,QDC-RC-9010792706-1-SURRENDER_CLAIM-C4-20220503,ESG-9010792706-RC-9010792706-1-SURRENDER_CLAIM-C4-20220503-SOLO,9010792706,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001622,1622,RC-9010792706-1-SURRENDER_CLAIM-C5-20230503,QDC-RC-9010792706-1-SURRENDER_CLAIM-C5-20230503,ESG-9010792706-RC-9010792706-1-SURRENDER_CLAIM-C5-20230503-SOLO,9010792706,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001623,1623,RC-9010792706-1-SURRENDER_CLAIM-C6-20240503,QDC-RC-9010792706-1-SURRENDER_CLAIM-C6-20240503,ESG-9010792706-RC-9010792706-1-SURRENDER_CLAIM-C6-20240503-SOLO,9010792706,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001624,1624,RC-9010792706-1-SURRENDER_CLAIM-C7-20250503,QDC-RC-9010792706-1-SURRENDER_CLAIM-C7-20250503,ESG-9010792706-RC-9010792706-1-SURRENDER_CLAIM-C7-20250503-SOLO,9010792706,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001625,1625,RC-9010792997-1-DEATH_CLAIM-C0-20220413,QDC-RC-9010792997-1-DEATH_CLAIM-C0-20220413,ESG-9010792997-RC-9010792997-1-DEATH_CLAIM-C0-20220413-SOLO,9010792997,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001626,1626,RC-9010793722-1-DEATH_CLAIM-C0-20191211,QDC-RC-9010793722-1-DEATH_CLAIM-C0-20191211,ESG-9010793722-RC-9010793722-1-DEATH_CLAIM-C0-20191211-SOLO,9010793722,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001627,1627,RC-9010793727-1-DISBURSEMENT_CLAIM-C0-20230516,QDC-RC-9010793727-1-DISBURSEMENT_CLAIM-C0-20230516,ESG-9010793727-RC-9010793727-1-DISBURSEMENT_CLAIM-C0-20230516-SOLO,9010793727,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001628,1628,RC-9010793737-1-DEATH_CLAIM-C0-20210621,QDC-RC-9010793737-1-DEATH_CLAIM-C0-20210621,ESG-9010793737-RC-9010793737-1-DEATH_CLAIM-C0-20210621-SOLO,9010793737,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001629,1629,RC-9010794095-1-DEATH_CLAIM-C0-20221008,QDC-RC-9010794095-1-DEATH_CLAIM-C0-20221008,ESG-9010794095-RC-9010794095-1-DEATH_CLAIM-C0-20221008-SOLO,9010794095,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001630,1630,RC-9010794518-1-DEATH_CLAIM-C0-20190528,QDC-RC-9010794518-1-DEATH_CLAIM-C0-20190528,ESG-9010794518-RC-9010794518-1-DEATH_CLAIM-C0-20190528-SOLO,9010794518,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001631,1631,RC-9010794520-1-DEATH_CLAIM-C0-20180521,QDC-RC-9010794520-1-DEATH_CLAIM-C0-20180521,ESG-9010794520-RC-9010794520-1-DEATH_CLAIM-C0-20180521-SOLO,9010794520,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001632,1632,RC-9010795047-1-DEATH_CLAIM-C0-20180620,QDC-RC-9010795047-1-DEATH_CLAIM-C0-20180620,ESG-9010795047-RC-9010795047-1-DEATH_CLAIM-C0-20180620-SOLO,9010795047,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001633,1633,RC-9010795612-1-DEATH_CLAIM-C0-20250224,QDC-RC-9010795612-1-DEATH_CLAIM-C0-20250224,ESG-9010795612-RC-9010795612-1-DEATH_CLAIM-C0-20250224-SOLO,9010795612,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001634,1634,RC-9010795618-1-DISBURSEMENT_CLAIM-C0-20200702,QDC-RC-9010795618-1-DISBURSEMENT_CLAIM-C0-20200702,ESG-9010795618-RC-9010795618-1-DISBURSEMENT_CLAIM-C0-20200702-SOLO,9010795618,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001635,1635,RC-9010795699-1-SURRENDER_CLAIM-C0-20180526,QDC-RC-9010795699-1-SURRENDER_CLAIM-C0-20180526,ESG-9010795699-RC-9010795699-1-SURRENDER_CLAIM-C0-20180526-SOLO,9010795699,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001636,1636,RC-9010795699-1-SURRENDER_CLAIM-C1-20190526,QDC-RC-9010795699-1-SURRENDER_CLAIM-C1-20190526,ESG-9010795699-RC-9010795699-1-SURRENDER_CLAIM-C1-20190526-SOLO,9010795699,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001637,1637,RC-9010795699-1-SURRENDER_CLAIM-C2-20200526,QDC-RC-9010795699-1-SURRENDER_CLAIM-C2-20200526,ESG-9010795699-RC-9010795699-1-SURRENDER_CLAIM-C2-20200526-SOLO,9010795699,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001638,1638,RC-9010795699-1-SURRENDER_CLAIM-C3-20210526,QDC-RC-9010795699-1-SURRENDER_CLAIM-C3-20210526,ESG-9010795699-RC-9010795699-1-SURRENDER_CLAIM-C3-20210526-SOLO,9010795699,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001639,1639,RC-9010795699-1-SURRENDER_CLAIM-C4-20220526,QDC-RC-9010795699-1-SURRENDER_CLAIM-C4-20220526,ESG-9010795699-RC-9010795699-1-SURRENDER_CLAIM-C4-20220526-SOLO,9010795699,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001640,1640,RC-9010795699-1-SURRENDER_CLAIM-C5-20230526,QDC-RC-9010795699-1-SURRENDER_CLAIM-C5-20230526,ESG-9010795699-RC-9010795699-1-SURRENDER_CLAIM-C5-20230526-SOLO,9010795699,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001641,1641,RC-9010795699-1-SURRENDER_CLAIM-C6-20240526,QDC-RC-9010795699-1-SURRENDER_CLAIM-C6-20240526,ESG-9010795699-RC-9010795699-1-SURRENDER_CLAIM-C6-20240526-SOLO,9010795699,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001642,1642,RC-9010795840-1-SURRENDER_CLAIM-C0-20251201,QDC-RC-9010795840-1-SURRENDER_CLAIM-C0-20251201,ESG-9010795840-RC-9010795840-1-SURRENDER_CLAIM-C0-20251201-SOLO,9010795840,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001643,1643,RC-9010795890-1-DEATH_CLAIM-C0-20181126,QDC-RC-9010795890-1-DEATH_CLAIM-C0-20181126,ESG-9010795890-RC-9010795890-1-DEATH_CLAIM-C0-20181126-SOLO,9010795890,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001644,1644,RC-9010796325-1-DEATH_CLAIM-C0-20250323,QDC-RC-9010796325-1-DEATH_CLAIM-C0-20250323,ESG-9010796325-RC-9010796325-1-DEATH_CLAIM-C0-20250323-SOLO,9010796325,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001645,1645,RC-9010796459-1-SURRENDER_CLAIM-C0-20231203,QDC-RC-9010796459-1-SURRENDER_CLAIM-C0-20231203,ESG-9010796459-RC-9010796459-1-SURRENDER_CLAIM-C0-20231203-SOLO,9010796459,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001646,1646,RC-9010796464-1-SURRENDER_CLAIM-C0-20171210,QDC-RC-9010796464-1-SURRENDER_CLAIM-C0-20171210,ESG-9010796464-RC-9010796464-1-SURRENDER_CLAIM-C0-20171210-SOLO,9010796464,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001647,1647,RC-9010796464-1-SURRENDER_CLAIM-C1-20180314,QDC-RC-9010796464-1-SURRENDER_CLAIM-C1-20180314,ESG-9010796464-RC-9010796464-1-SURRENDER_CLAIM-C1-20180314-SOLO,9010796464,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001648,1648,RC-9010796554-1-DEATH_CLAIM-C0-20231120,QDC-RC-9010796554-1-DEATH_CLAIM-C0-20231120,ESG-9010796554-RC-9010796554-1-DEATH_CLAIM-C0-20231120-SOLO,9010796554,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0001649,1649,RC-9010796554-1-DISBURSEMENT_CLAIM-C0-20240207,QDC-RC-9010796554-1-DISBURSEMENT_CLAIM-C0-20240207,ESG-9010796554-RC-9010796554-1-DISBURSEMENT_CLAIM-C0-20240207-SOLO,9010796554,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001650,1650,RC-9010796821-1-DEATH_CLAIM-C0-20180402,QDC-RC-9010796821-1-DEATH_CLAIM-C0-20180402,ESG-9010796821-RC-9010796821-1-DEATH_CLAIM-C0-20180402-SOLO,9010796821,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001651,1651,RC-9010796908-1-DISBURSEMENT_CLAIM-C0-20190718,QDC-RC-9010796908-1-DISBURSEMENT_CLAIM-C0-20190718,ESG-9010796908-RC-9010796908-1-DISBURSEMENT_CLAIM-C0-20190718-SOLO,9010796908,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001652,1652,RC-9010797197-1-SURRENDER_CLAIM-C0-20180610,QDC-RC-9010797197-1-SURRENDER_CLAIM-C0-20180610,ESG-9010797197-RC-9010797197-1-SURRENDER_CLAIM-C0-20180610-SOLO,9010797197,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001653,1653,RC-9010797197-1-SURRENDER_CLAIM-C1-20190610,QDC-RC-9010797197-1-SURRENDER_CLAIM-C1-20190610,ESG-9010797197-RC-9010797197-1-SURRENDER_CLAIM-C1-20190610-SOLO,9010797197,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001654,1654,RC-9010797197-1-SURRENDER_CLAIM-C2-20200610,QDC-RC-9010797197-1-SURRENDER_CLAIM-C2-20200610,ESG-9010797197-RC-9010797197-1-SURRENDER_CLAIM-C2-20200610-SOLO,9010797197,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001655,1655,RC-9010797197-1-SURRENDER_CLAIM-C3-20210602,QDC-RC-9010797197-1-SURRENDER_CLAIM-C3-20210602,ESG-9010797197-RC-9010797197-1-SURRENDER_CLAIM-C3-20210602-SOLO,9010797197,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001656,1656,RC-9010797197-1-SURRENDER_CLAIM-C4-20220608,QDC-RC-9010797197-1-SURRENDER_CLAIM-C4-20220608,ESG-9010797197-RC-9010797197-1-SURRENDER_CLAIM-C4-20220608-SOLO,9010797197,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001657,1657,RC-9010797197-1-SURRENDER_CLAIM-C5-20230602,QDC-RC-9010797197-1-SURRENDER_CLAIM-C5-20230602,ESG-9010797197-RC-9010797197-1-SURRENDER_CLAIM-C5-20230602-SOLO,9010797197,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001658,1658,RC-9010797197-1-SURRENDER_CLAIM-C6-20240603,QDC-RC-9010797197-1-SURRENDER_CLAIM-C6-20240603,ESG-9010797197-RC-9010797197-1-SURRENDER_CLAIM-C6-20240603-SOLO,9010797197,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001659,1659,RC-9010797197-1-SURRENDER_CLAIM-C7-20250609,QDC-RC-9010797197-1-SURRENDER_CLAIM-C7-20250609,ESG-9010797197-RC-9010797197-1-SURRENDER_CLAIM-C7-20250609-SOLO,9010797197,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001660,1660,RC-9010797854-1-DEATH_CLAIM-C0-20200727,QDC-RC-9010797854-1-DEATH_CLAIM-C0-20200727,ESG-9010797854-RC-9010797854-1-DEATH_CLAIM-C0-20200727-SOLO,9010797854,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0001661,1661,RC-9010797922-1-DEATH_CLAIM-C0-20210808,QDC-RC-9010797922-1-DEATH_CLAIM-C0-20210808,ESG-9010797922-RC-9010797922-1-DEATH_CLAIM-C0-20210808-SOLO,9010797922,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001662,1662,RC-9010798018-1-DISBURSEMENT_CLAIM-C0-20260209,QDC-RC-9010798018-1-DISBURSEMENT_CLAIM-C0-20260209,ESG-9010798018-RC-9010798018-1-DISBURSEMENT_CLAIM-C0-20260209-SOLO,9010798018,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001663,1663,RC-9010798018-1-SURRENDER_CLAIM-C0-20250416,QDC-RC-9010798018-1-SURRENDER_CLAIM-C0-20250416,ESG-9010798018-RC-9010798018-1-SURRENDER_CLAIM-C0-20250416-SOLO,9010798018,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001664,1664,RC-9010798018-1-SURRENDER_CLAIM-C1-20250716,QDC-RC-9010798018-1-SURRENDER_CLAIM-C1-20250716,ESG-9010798018-RC-9010798018-1-SURRENDER_CLAIM-C1-20250716-SOLO,9010798018,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001665,1665,RC-9010798018-1-SURRENDER_CLAIM-C2-20251016,QDC-RC-9010798018-1-SURRENDER_CLAIM-C2-20251016,ESG-9010798018-RC-9010798018-1-SURRENDER_CLAIM-C2-20251016-SOLO,9010798018,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001666,1666,RC-9010798018-1-SURRENDER_CLAIM-C3-20260113,QDC-RC-9010798018-1-SURRENDER_CLAIM-C3-20260113,ESG-9010798018-RC-9010798018-1-SURRENDER_CLAIM-C3-20260113-SOLO,9010798018,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001667,1667,RC-9010798024-1-DEATH_CLAIM-C0-20250117,QDC-RC-9010798024-1-DEATH_CLAIM-C0-20250117,ESG-9010798024-RC-9010798024-1-DEATH_CLAIM-C0-20250117-SOLO,9010798024,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001668,1668,RC-9010798031-1-DEATH_CLAIM-C0-20191219,QDC-RC-9010798031-1-DEATH_CLAIM-C0-20191219,ESG-9010798031-RC-9010798031-1-DEATH_CLAIM-C0-20191219-SOLO,9010798031,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001669,1669,RC-9010798517-1-DEATH_CLAIM-C0-20240528,QDC-RC-9010798517-1-DEATH_CLAIM-C0-20240528,ESG-9010798517-RC-9010798517-1-DEATH_CLAIM-C0-20240528-SOLO,9010798517,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001670,1670,RC-9010799083-1-DEATH_CLAIM-C0-20190522,QDC-RC-9010799083-1-DEATH_CLAIM-C0-20190522,ESG-9010799083-RC-9010799083-1-DEATH_CLAIM-C0-20190522-SOLO,9010799083,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001671,1671,RC-9010799173-1-DEATH_CLAIM-C0-20191116,QDC-RC-9010799173-1-DEATH_CLAIM-C0-20191116,ESG-9010799173-RC-9010799173-1-DEATH_CLAIM-C0-20191116-SOLO,9010799173,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001672,1672,RC-9010799472-1-DEATH_CLAIM-C0-20180107,QDC-RC-9010799472-1-DEATH_CLAIM-C0-20180107,ESG-9010799472-RC-9010799472-1-DEATH_CLAIM-C0-20180107-SOLO,9010799472,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001673,1673,RC-9010799821-1-DEATH_CLAIM-C0-20210602,QDC-RC-9010799821-1-DEATH_CLAIM-C0-20210602,ESG-9010799821-RC-9010799821-1-DEATH_CLAIM-C0-20210602-SOLO,9010799821,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001674,1674,RC-9010799895-1-DEATH_CLAIM-C0-20181225,QDC-RC-9010799895-1-DEATH_CLAIM-C0-20181225,ESG-9010799895-RC-9010799895-1-DEATH_CLAIM-C0-20181225-SOLO,9010799895,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001675,1675,RC-9010800667-1-DEATH_CLAIM-C0-20181022,QDC-RC-9010800667-1-DEATH_CLAIM-C0-20181022,ESG-9010800667-RC-9010800667-1-DEATH_CLAIM-C0-20181022-SOLO,9010800667,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0001676,1676,RC-9010801398-1-DEATH_CLAIM-C0-20230317,QDC-RC-9010801398-1-DEATH_CLAIM-C0-20230317,ESG-9010801398-RC-9010801398-1-DEATH_CLAIM-C0-20230317-SOLO,9010801398,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001677,1677,RC-9010801399-1-DEATH_CLAIM-C0-20200405,QDC-RC-9010801399-1-DEATH_CLAIM-C0-20200405,ESG-9010801399-RC-9010801399-1-DEATH_CLAIM-C0-20200405-SOLO,9010801399,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0001678,1678,RC-9010801734-1-DEATH_CLAIM-C0-20200922,QDC-RC-9010801734-1-DEATH_CLAIM-C0-20200922,ESG-9010801734-RC-9010801734-1-DEATH_CLAIM-C0-20200922-SOLO,9010801734,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001679,1679,RC-9010802188-1-DEATH_CLAIM-C0-20200614,QDC-RC-9010802188-1-DEATH_CLAIM-C0-20200614,ESG-9010802188-RC-9010802188-1-DEATH_CLAIM-C0-20200614-SOLO,9010802188,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001680,1680,RC-9010802188-1-DISBURSEMENT_CLAIM-C0-20190409,QDC-RC-9010802188-1-DISBURSEMENT_CLAIM-C0-20190409,ESG-9010802188-RC-9010802188-1-DISBURSEMENT_CLAIM-C0-20190409-SOLO,9010802188,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001681,1681,RC-9010802494-1-DISBURSEMENT_CLAIM-C0-20260120,QDC-RC-9010802494-1-DISBURSEMENT_CLAIM-C0-20260120,ESG-9010802494-RC-9010802494-1-DISBURSEMENT_CLAIM-C0-20260120-SOLO,9010802494,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001682,1682,RC-9010802627-1-DEATH_CLAIM-C0-20190319,QDC-RC-9010802627-1-DEATH_CLAIM-C0-20190319,ESG-9010802627-RC-9010802627-1-DEATH_CLAIM-C0-20190319-SOLO,9010802627,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001683,1683,RC-9010802646-1-DEATH_CLAIM-C0-20220724,QDC-RC-9010802646-1-DEATH_CLAIM-C0-20220724,ESG-9010802646-RC-9010802646-1-DEATH_CLAIM-C0-20220724-SOLO,9010802646,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001684,1684,RC-9010803025-1-DEATH_CLAIM-C0-20211027,QDC-RC-9010803025-1-DEATH_CLAIM-C0-20211027,ESG-9010803025-RC-9010803025-1-DEATH_CLAIM-C0-20211027-SOLO,9010803025,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0001685,1685,RC-9010803025-1-SURRENDER_CLAIM-C0-20180801,QDC-RC-9010803025-1-SURRENDER_CLAIM-C0-20180801,ESG-9010803025-RC-9010803025-1-SURRENDER_CLAIM-C0-20180801-SOLO,9010803025,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001686,1686,RC-9010803025-1-SURRENDER_CLAIM-C1-20190725,QDC-RC-9010803025-1-SURRENDER_CLAIM-C1-20190725,ESG-9010803025-RC-9010803025-1-SURRENDER_CLAIM-C1-20190725-SOLO,9010803025,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001687,1687,RC-9010803025-1-SURRENDER_CLAIM-C2-20200723,QDC-RC-9010803025-1-SURRENDER_CLAIM-C2-20200723,ESG-9010803025-RC-9010803025-1-SURRENDER_CLAIM-C2-20200723-SOLO,9010803025,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001688,1688,RC-9010803025-1-SURRENDER_CLAIM-C3-20210801,QDC-RC-9010803025-1-SURRENDER_CLAIM-C3-20210801,ESG-9010803025-RC-9010803025-1-SURRENDER_CLAIM-C3-20210801-SOLO,9010803025,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001689,1689,RC-9010803025-1-SURRENDER_CLAIM-C4-20211027,QDC-RC-9010803025-1-SURRENDER_CLAIM-C4-20211027,ESG-9010803025-RC-9010803025-1-SURRENDER_CLAIM-C4-20211027-SOLO,9010803025,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001690,1690,RC-9010803026-1-SURRENDER_CLAIM-C0-20180715,QDC-RC-9010803026-1-SURRENDER_CLAIM-C0-20180715,ESG-9010803026-RC-9010803026-1-SURRENDER_CLAIM-C0-20180715-SOLO,9010803026,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001691,1691,RC-9010803026-1-SURRENDER_CLAIM-C1-20190715,QDC-RC-9010803026-1-SURRENDER_CLAIM-C1-20190715,ESG-9010803026-RC-9010803026-1-SURRENDER_CLAIM-C1-20190715-SOLO,9010803026,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001692,1692,RC-9010803026-1-SURRENDER_CLAIM-C2-20200715,QDC-RC-9010803026-1-SURRENDER_CLAIM-C2-20200715,ESG-9010803026-RC-9010803026-1-SURRENDER_CLAIM-C2-20200715-SOLO,9010803026,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001693,1693,RC-9010803026-1-SURRENDER_CLAIM-C3-20210715,QDC-RC-9010803026-1-SURRENDER_CLAIM-C3-20210715,ESG-9010803026-RC-9010803026-1-SURRENDER_CLAIM-C3-20210715-SOLO,9010803026,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001694,1694,RC-9010803026-1-SURRENDER_CLAIM-C4-20220715,QDC-RC-9010803026-1-SURRENDER_CLAIM-C4-20220715,ESG-9010803026-RC-9010803026-1-SURRENDER_CLAIM-C4-20220715-SOLO,9010803026,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001695,1695,RC-9010803026-1-SURRENDER_CLAIM-C5-20230715,QDC-RC-9010803026-1-SURRENDER_CLAIM-C5-20230715,ESG-9010803026-RC-9010803026-1-SURRENDER_CLAIM-C5-20230715-SOLO,9010803026,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0001696,1696,RC-9010803026-1-SURRENDER_CLAIM-C6-20240715,QDC-RC-9010803026-1-SURRENDER_CLAIM-C6-20240715,ESG-9010803026-RC-9010803026-1-SURRENDER_CLAIM-C6-20240715-SOLO,9010803026,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
