PLAN,TYPE_CODE,AGE,DURATION,VALUE,TARGET_TABLE,TARGET_FIELD,FIELD_CAPACITY,OVERFLOW_AMOUNT
2665ST,DB,24,16,16152.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,17,16152.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,18,16152.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,19,16152.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,20,16152.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,21,16152.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,22,16152.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,23,16152.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,24,16152.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,25,16152.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,26,16152.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,27,16152.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,28,16152.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,29,16152.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,24,30,16152.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6152.01
2665ST,DB,25,1,15702.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,2,15702.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,3,15702.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,4,15702.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,5,15702.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,6,15702.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,7,15702.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,8,15702.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,9,15702.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,10,15702.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,11,15702.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,12,15702.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,13,15702.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,14,15702.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,15,15702.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,16,15702.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,17,15702.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,18,15702.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,19,15702.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,20,15702.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,21,15702.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,22,15702.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,23,15702.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,24,15702.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,25,15702.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,26,15702.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,27,15702.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,28,15702.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,25,29,15702.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5702.01
2665ST,DB,26,1,15240.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,2,15240.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,3,15240.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,4,15240.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,5,15240.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,6,15240.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,7,15240.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,8,15240.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,9,15240.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,10,15240.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,11,15240.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,12,15240.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,13,15240.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,14,15240.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,15,15240.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,16,15240.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,17,15240.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,18,15240.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,19,15240.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,20,15240.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,21,15240.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,22,15240.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,23,15240.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,24,15240.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,25,15240.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,26,15240.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,27,15240.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,26,28,15240.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5240.01
2665ST,DB,27,1,14796.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,2,14796.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,3,14796.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,4,14796.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,5,14796.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,6,14796.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,7,14796.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,8,14796.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,9,14796.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,10,14796.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,11,14796.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,12,14796.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,13,14796.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,14,14796.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,15,14796.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,16,14796.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,17,14796.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,18,14796.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,19,14796.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,20,14796.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,21,14796.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,22,14796.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,23,14796.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,24,14796.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,25,14796.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,26,14796.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,27,27,14796.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4796.01
2665ST,DB,28,1,14358.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,2,14358.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,3,14358.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,4,14358.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,5,14358.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,6,14358.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,7,14358.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,8,14358.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,9,14358.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,10,14358.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,11,14358.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,12,14358.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,13,14358.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,14,14358.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,15,14358.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,16,14358.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,17,14358.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,18,14358.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,19,14358.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,20,14358.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,21,14358.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,22,14358.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,23,14358.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,24,14358.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,25,14358.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,28,26,14358.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4358.01
2665ST,DB,29,1,13920.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,2,13920.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,3,13920.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,4,13920.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,5,13920.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,6,13920.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,7,13920.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,8,13920.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,9,13920.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,10,13920.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,11,13920.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,12,13920.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,13,13920.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,14,13920.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,15,13920.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,16,13920.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,17,13920.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,18,13920.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,19,13920.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,20,13920.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,21,13920.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,22,13920.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,23,13920.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,24,13920.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,29,25,13920.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3920.01
2665ST,DB,30,1,13500.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,2,13500.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,3,13500.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,4,13500.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,5,13500.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,6,13500.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,7,13500.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,8,13500.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,9,13500.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,10,13500.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,11,13500.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,12,13500.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,13,13500.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,14,13500.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,15,13500.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,16,13500.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,17,13500.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,18,13500.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,19,13500.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,20,13500.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,21,13500.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,22,13500.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,23,13500.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,30,24,13500.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3500.01
2665ST,DB,31,1,13074.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,2,13074.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,3,13074.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,4,13074.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,5,13074.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,6,13074.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,7,13074.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,8,13074.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,9,13074.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,10,13074.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,11,13074.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,12,13074.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,13,13074.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,14,13074.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,15,13074.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,16,13074.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,17,13074.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,18,13074.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,19,13074.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,20,13074.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,21,13074.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,22,13074.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,31,23,13074.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3074.01
2665ST,DB,32,1,12666.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,2,12666.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,3,12666.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
2665ST,DB,32,4,12666.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2666.01
